Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:15,04:15,RB 18301,Eberswalde Hbf (ab 03:35),22
04:45,04:45,RB 18300,Wünsdorf-Waldstadt (ab 03:43),15
05:01,05:01,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),
05:25,05:25,RE 3103,Cottbus Hbf (ab 04:00),
05:45,05:45,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),15
06:03,06:03,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),
06:07,06:07,RE 3503,Neubrandenburg (ab 04:27),21
06:22,06:22,RB 18202,Ludwigsfelde (ab 05:38),22
06:45,06:45,RB 18304,Wünsdorf-Waldstadt (ab 05:43),15
07:01,07:01,RE 3331,Angermünde (ab 06:01),15
07:03,07:03,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),
07:10 (+4),07:14,RE 4353,Rostock Hbf (ab 04:43),21
07:15,07:15,RB 18307,Eberswalde Hbf (ab 06:35),22
07:25,07:25,RE 3107,Cottbus Hbf (ab 06:07),
07:45,07:45,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),16
08:03,08:03,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),
08:08,08:08,RE 3505,Stralsund Hbf (ab 05:02),21
08:25,08:25,RE 3109,Cottbus Hbf (ab 07:03),
09:03,09:03,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),
09:07 (+4),09:11,RE 4355,Rostock Hbf (ab 06:36),21
09:25,09:25,RE 3111,Cottbus Hbf (ab 08:04),
09:45,09:45,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),16
10:03,10:03,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),
10:09,10:09,RE 3507,Stralsund Hbf (ab 07:02),20
10:45,10:45,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),16
11:03,11:03,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),
11:14 (+2),11:16,RE 4357,Rostock Hbf (ab 08:33),20
11:25,11:25,RE 3115,Cottbus Hbf (ab 10:03),
11:35,11:35,RB 61194,Werneuchen (ab 11:04),17
11:45,11:45,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),16
12:03,12:03,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),
12:14,12:14,RE 3509,Stralsund Hbf (ab 09:02),21
