Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:08,RB 62086,Berlin-Spandau (an 00:35),
00:12,RE 3366,Schwedt(Oder) (an 02:22),7
00:15,RB 21964,Berlin Hbf (an 00:23),
00:25 (+2),RE 3359,Jüterbog (an 01:19),
00:31,RB 21966,Berlin Hbf (an 00:39),
00:48,ICE 273,Zürich HB (an 10:00),
00:51,RE 3,Passau Hbf (an 23:37),
00:51,RE 3363,Halle(Saale)Hbf (an 03:12),
01:10,ICE 1500,Berlin Gesundbrunnen (an 01:25),7
01:53,RE 3362,Eberswalde Hbf (an 02:48),6
04:29 (+5),ICE 1706,Hamburg Hbf (an 07:11),
04:55,RE 62040,Elsterwerda (an 06:29),
05:00,RB 56801,Schwerin Hbf (an 07:48),7
05:00,RE 56801,Schwerin Hbf (an 07:48),
05:10 (+2),RE 3302,Stralsund Hbf (an 08:45),6
05:10,RE 3340,Stralsund Hbf (an 08:45),
05:31,ICE 2838,Kassel-Wilhelmshöhe (an 08:34),
05:31 (+1),ICE 608,Hamburg Hbf (an 08:15),6
05:31,RB 21814,Berlin Hbf (an 05:39),
05:34,RE 3504,Stralsund Hbf (an 08:51),
05:38,RB 62050,Berlin-Spandau (an 05:59),
05:42 (+3),ICE 1501,München Hbf (an 09:41),5
05:44,RE 3167,Schorndorf (an 17:09),7
05:45,RB 18501,Berlin Hbf (an 05:53),
05:45,RE 18501,Berlin Hbf (an 05:53),
05:46,RE 3341,Luckenwalde (an 06:27),4
05:50 Ausfall,ICE 240,Amsterdam Centraal (an 11:59),7
05:56 (+48),ICE 1541,Berlin Hbf (an 06:01),4
05:58,ICE 279,Interlaken Ost (an 15:59),
06:00,RE 21818,Berlin Hbf (an 06:08),
06:07,RE 62005,Berlin-Spandau (an 06:35),
06:10,RB 18500,Lübbenau(Spreewald) (an 07:18),
06:12 (+2),RE 3342,Schwedt(Oder) (an 07:55),6
06:15,RE 21820,Berlin Hbf (an 06:23),8
06:26 (+2),ICE 1704,Hamburg Hbf (an 09:18),7
06:26,ICE 904,Berlin Gesundbrunnen (an 06:37),6
06:31,RE 21822,Berlin Hbf (an 06:39),8
06:34 (+3),RE 4352,Rostock Hbf (an 09:21),4
06:35,ICE 2523,Leipzig Hbf (an 07:45),
06:38,RB 62052,Berlin-Spandau (an 06:59),
06:42 (+3),ICE 1003,München Hbf (an 10:45),5
06:43,RE 3147,Berlin-Spandau (an 07:04),6
06:45,RB 18503,Berlin Hbf (an 06:53),
06:45,RE 18503,Berlin Hbf (an 06:53),8
06:49 (+1),ICE 938,Ostseebad Binz (an 10:33),7
06:49,RE 3,Erfurt Hbf (an 21:00),
06:49,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),4
06:54,RE 62002,Elsterwerda (an 08:31),3
07:00,RE 21826,Berlin Hbf (an 07:08),8
07:06 (+153),FLX 1235,Stuttgart Hbf (an 13:46),5
07:06,RE 62007,Berlin-Spandau (an 07:39),8
07:10,RB 18502,Lübbenau(Spreewald) (an 08:15),3
07:10,RE 20,Cottbus Hbf (an 22:48),
07:10,RE 3304,Stralsund Hbf (an 10:44),6
07:13 (+1),ICE 595,München Hbf (an 15:14),5
07:15,RE 21828,Berlin Hbf (an 07:23),8
07:24 (+1),ICE 606,Hamburg-Altona (an 10:24),6
07:26 (+7),IC 2274,Rostock Hbf (an 09:37),7
07:31,RE 21830,Berlin Hbf (an 07:39),8
07:34,RE 3506,St. Gallen(CH) (an 23:34),4
07:35,ICE 2827,München-Pasing (an 18:40),5
07:36 (+11),EN 40476,Berlin Hbf (an 07:41),8
07:36 (+11),NJ 456,Berlin Hbf (an 07:41),8
07:37,RJ 171,Praha hl.n. (an 11:25),3
07:39,RB 62054,Berlin-Spandau (an 07:59),
07:42 (+12),ICE 1503,München Hbf (an 11:43),5
07:44,RE 3169,Stendal Hbf (an 09:30),6
07:45,RB 18505,Berlin Hbf (an 07:53),8
07:45,RE 18505,Berlin Hbf (an 07:53),8
07:46,RE 3343,Luckenwalde (an 08:27),4
07:50 Ausfall,ICE 148,Amsterdam Centraal (an 14:01),7
07:51,RE 62004,Baruth(Mark) (an 08:36),3
07:54,DRF 1320,Köln Hbf (an 13:41),7
07:54 (+1),FLX 1320,Köln Hbf (an 13:41),6
08:00,ICE 371,Basel SBB (an 15:48),
08:00,RB 21834,Berlin Hbf (an 08:09),
08:07,RE 62009,Elstal (an 08:49),8
08:10,RB 18504,Lübbenau(Spreewald) (an 09:15),3
08:12 (+1),RE 3344,Schwedt(Oder) (an 09:55),6
