Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:02 (+18),00:20,RE 3138,Berlin Ostkreuz (ab 00:09),1
00:02,00:02,RE 93138,Berlin-Charlottenburg (ab 23:42),
00:03,00:03,FEX,Berlin Zoologischer Garten (ab 05:04),
00:03 (+1),00:04,RB 21962,Berlin Ostkreuz (ab 00:00),
00:09,00:09,RE 73826,Berlin Ostkreuz (ab 00:06),6
00:09,00:09,RE 94749,Potsdam Hbf (ab 23:32),1
00:23,00:23,ICE 901,Hamburg-Altona (ab 21:26),1
00:30,00:30,RE 3745,Senftenberg (ab 22:26),7
00:30,00:30,RE 7,Baitz (ab 00:04),
00:36 (+30),01:06,ICE 947,Köln Hbf (ab 19:27),3
00:37,00:37,RE 3141,Cottbus Hbf (ab 22:56),
00:41,00:41,RB 94796,Fürstenwalde(Spree) (ab 00:00),
00:41,00:41,RE 91367,Frankfurt(Oder) (ab 23:32),
00:45,00:45,RE 62038,Wustermark (ab 00:06),
01:02,01:02,RE 3140,London Euston (ab 21:15),1
01:02,01:02,RE 93240,Berlin-Charlottenburg (ab 00:42),
01:14,01:14,RE 3742,Baitz (ab 00:04),
01:40 (+9),01:49,ICE 1707,Hamburg-Altona (ab 22:34),2
02:25 (+5),02:30,ICE 274,Basel SBB (ab 18:16),2
04:02,04:02,RE 3705,Berlin Ostkreuz (ab 03:59),7
04:20,04:20,RE 3101,Berlin Ostkreuz (ab 04:16),7
04:21,04:21,RE 73751,Berlin Zoologischer Garten (ab 04:04),1
04:27 (+2),04:29,RE 94756,Berlin Ostkreuz (ab 04:23),6
04:40,04:40,RE 73801,Berlin-Charlottenburg (ab 04:20),2
04:49,04:49,RE 94716,Frankfurt(Oder) (ab 03:38),7
04:56,04:56,RE 81702,Bad Belzig (ab 03:41),7
05:10,05:10,RE 93759,Frankfurt(Oder) (ab 04:15),
05:10,05:10,RE 94758,Frankfurt(Oder) (ab 04:15),7
05:20,05:20,RB 21817,Berlin-Charlottenburg (ab 05:00),
05:23 Ausfall,--:--,RE 3103,Cottbus Hbf (ab 03:51),7
05:26,05:26,RB 94753,Berlin Zoologischer Garten (ab 05:09),
05:26,05:26,RE 93754,Berlin Zoologischer Garten (ab 05:09),
05:36,05:36,RE 2,Hof (Saale)Hbf (ab 20:34),
05:36,05:36,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),
05:44,05:44,RE 1,Cochem(Mosel) (ab 15:41),
05:44,05:44,RE 94718,Frankfurt(Oder) (ab 04:39),
05:55,05:55,RE 3704,Dessau Hbf (ab 04:05),1
06:02 (+1),06:03,RE 3709,Senftenberg (ab 04:11),7
06:05,06:05,EC 430,Przemysl Glowny (ab 18:49),7
06:09,06:09,RE 94713,Berlin-Wannsee (ab 05:39),1
06:10,06:10,RE 94760,Frankfurt(Oder) (ab 05:08),7
06:23 (+7),06:30,RE 3105,Cottbus Hbf (ab 04:57),7
06:36 Ausfall,--:--,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:46,06:46,RE 94755,Potsdam Hbf (ab 06:10),1
06:47,06:47,RE 94720,Frankfurt(Oder) (ab 05:42),6
06:56,06:56,RE 3706,Dessau Hbf (ab 05:05),2
06:56,06:56,RE 94706,Dessau Hbf (ab 05:05),
07:02 (+71),08:13,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),3
07:02,07:02,RE 3711,Senftenberg (ab 05:11),7
07:09,07:09,RE 94715,Berlin-Wannsee (ab 06:39),1
07:09,07:09,RE 94762,Frankfurt(Oder) (ab 06:11),
07:23,07:23,RE 3107,Cottbus Hbf (ab 06:07),7
07:36,07:36,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:46,07:46,RE 94757,Potsdam Hbf (ab 07:10),
07:47,07:47,RE 94722,Frankfurt(Oder) (ab 06:42),
07:56,07:56,RE 3708,Dessau Hbf (ab 06:05),2
08:02,08:02,RE 3713,Senftenberg (ab 06:14),7
08:03,08:03,ICE 649,Hannover Hbf (ab 05:30),2
08:09,08:09,RE 93718,Berlin-Wannsee (ab 07:39),
