Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:01,00:01,RB 21965,Flughafen BER (an 00:14),3
00:17 (+22),00:39,ICE 1500,Berlin Gesundbrunnen (an 00:33),7
00:58,00:58,ICE 592,Berlin Hbf (an 01:04),6
04:29,04:29,ICE 1706,Hamburg Hbf (an 07:11),7
04:38,04:38,RB 62094,Wustermark (an 05:18),6
04:55,04:55,RE 62040,Doberlug-Kirchhain (an 06:14),
05:06,05:06,RE 62003,Elstal (an 05:53),8
05:10,05:10,RE 3302,Berlin Hbf (an 05:18),6
05:17,05:17,RE 3144,Falkenberg(Elster) (an 06:44),4
05:31,05:31,ICE 608,Hamburg Hbf (an 08:15),6
05:31,05:31,RB 21814,Berlin Hbf (an 05:39),8
05:35,05:35,ICE 593,München Hbf (an 13:15),5
05:38,05:38,RB 62050,Wustermark (an 06:19),7
05:42 (+12),05:54,ICE 1501,München Hbf (an 09:41),5
05:44,05:44,RE 3167,Stendal Hbf (an 07:13),7
05:45,05:45,RB 18501,Berlin Hbf (an 05:52),8
05:46,05:46,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),4
05:51,05:51,RE 62000,Elsterwerda (an 07:15),3
05:58 (+1),05:59,ICE 701,Graz Hbf (an 13:15),5
06:07,06:07,RE 62005,Elstal (an 06:49),8
06:12,06:12,RE 3342,Berlin Hbf (an 06:18),6
06:15,06:15,RE 3164,Jüterbog (an 06:54),5
06:16,06:16,RB 18500,Lübbenau(Spreewald) (an 07:17),3
06:19,06:19,RJ 251,Villach Hbf (an 18:27),4
06:19,06:19,RJX 251,Villach Hbf (an 18:27),4
06:23,06:23,RB 62051,Rangsdorf (an 06:38),3
06:26,06:26,ICE 1704,Hamburg Hbf (an 09:18),7
06:31,06:31,RB 21822,Berlin Hbf (an 06:38),8
06:35,06:35,ICE 503,München Hbf (an 11:07),5
06:38,06:38,RB 62052,Wustermark (an 07:18),8
06:42 (+1),06:43,ICE 1003,München Hbf (an 10:45),5
06:43,06:43,RE 3147,Rathenow (an 07:52),6
06:45,06:45,RB 18503,Berlin Hbf (an 06:53),8
06:49,06:49,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),4
06:54,06:54,RE 62002,Elsterwerda (an 08:31),3
07:00,07:00,RE 21826,Berlin Hbf (an 07:08),8
07:06,07:06,RE 62007,Elstal (an 07:53),8
07:10,07:10,RE 3304,Berlin Hbf (an 07:18),6
07:13,07:13,ICE 9590,Paris Est (an 14:51),5
07:16,07:16,NJ 409,Berlin Hbf (an 07:22),7
07:16,07:16,RB 18502,Lübben(Spreewald) (an 08:06),
07:24 (+4),07:28,ICE 606,Hamburg-Altona (an 10:24),6
07:35,07:35,ICE 595,München Hbf (an 15:14),5
07:36,07:36,EN 40476,Berlin Hbf (Tief) (an 07:41),8
07:37,07:37,RJ 387,Praha hl.n. (an 11:25),3
07:39,07:39,RB 62054,Berlin-Spandau (an 07:59),
07:42 (+7),07:49,ICE 1503,München Hbf (an 11:43),5
07:44 (+6),07:50,RE 3169,Berlin-Spandau (an 08:04),
07:49,07:49,ICE 1131,Saarbrücken Hbf (an 14:17),7
07:51,07:51,RE 62004,Elsterwerda (an 09:14),3
08:00 (+11),08:11,ICE 703,München Hbf (an 12:42),5
08:07,08:07,RE 62009,Elstal (an 08:49),8
08:12,08:12,RE 3344,Berlin Hbf (an 08:19),
08:16,08:16,RB 18504,Lübbenau(Spreewald) (an 09:15),3
08:23 (+4),08:27,RJ 870,Berlin Hbf (an 08:28),
08:27,08:27,DRF 1322,Köln Hbf (an 13:41),7
08:27 (+1),08:28,FLX 1322,Köln Hbf (an 13:41),7
08:35 (+1),08:36,ICE 505,München Hbf (an 13:08),5
08:38,08:38,RB 62056,Berlin-Spandau (an 08:59),
08:42 (+1),08:43,ICE 1005,München Hbf (an 12:46),5
08:43,08:43,RE 3149,Berlin-Spandau (an 09:04),
08:49,08:49,ICE 936,Bergen auf Rügen (an 12:55),
