Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:01,00:01,RB 61138,Templin Stadt (ab 22:33),8
00:11,00:11,RE 75836,Lübben(Spreewald) (ab 23:15),
00:33,00:33,RE 3141,Cottbus Hbf (ab 23:03),14
04:58,04:58,RB 75800,Lübbenau(Spreewald) (ab 03:53),2
05:23,05:23,RE 3103,Cottbus Hbf (ab 04:00),14
05:36,05:36,RE 3102,Berlin Gesundbrunnen (ab 05:22),13
05:59,05:59,RE 75803,Berlin Ostbahnhof (ab 05:56),1
06:20,06:20,RB 18305,Eberswalde Hbf (ab 05:35),13
06:23,06:23,RE 3105,Cottbus Hbf (ab 04:57),14
06:36,06:36,RE 3104,Berlin Gesundbrunnen (ab 06:21),13
06:39,06:39,RB 18304,Wünsdorf-Waldstadt (ab 05:43),14
07:20,07:20,RB 18307,Eberswalde Hbf (ab 06:35),13
07:32,07:32,IC 2274,Dresden Hbf (ab 05:35),
07:36,07:36,RE 3106,Berlin Gesundbrunnen (ab 07:22),13
08:23,08:23,RE 3109,Cottbus Hbf (ab 07:04),14
08:26 (+1),08:27,IC 2173,Rostock Hbf (ab 06:20),13
08:39,08:39,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),14
09:20,09:20,RB 18311,Eberswalde Hbf (ab 08:35),13
09:23,09:23,RE 3111,Cottbus Hbf (ab 08:04),14
09:32 (+1),09:33,IC 2272,Chemnitz Hbf (ab 06:26),14
09:36,09:36,RE 3110,Nauen (ab 08:39),13
10:00 (+1),10:01,IC 2472,Dresden Hbf (ab 08:01),14
10:16,10:16,RB 18210,Ludwigsfelde (ab 09:38),14
10:20,10:20,RB 18313,Eberswalde Hbf (ab 09:35),13
10:23,10:23,RE 3113,Cottbus Hbf (ab 09:03),14
10:26 (+19),10:45,IC 2175,Rostock Hbf (ab 08:20),13
10:36,10:36,RE 3112,Nauen (ab 09:39),13
11:16,11:16,RB 18212,Ludwigsfelde (ab 10:38),14
11:31,11:31,IC 2270,Chemnitz Hbf (ab 08:26),14
11:36,11:36,RE 3114,Nauen (ab 10:39),13
11:39,11:39,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),14
12:01,12:01,RB 61114,Templin Stadt (ab 10:33),7
12:20,12:20,RB 18317,Eberswalde Hbf (ab 11:35),13
12:26 (+26),12:52,IC 2177,Rostock Hbf (ab 10:21),13
12:36,12:36,RE 3116,Nauen (ab 11:39),13
13:01,13:01,RB 61116,Templin Stadt (ab 11:33),8
13:23,13:23,RE 3119,Cottbus Hbf (ab 12:03),14
13:31,13:31,IC 2178,Dresden Hbf (ab 11:35),14
13:36,13:36,RE 3118,Nauen (ab 12:39),13
13:59 (+3),14:02,RE 75819,Berlin Ostbahnhof (ab 13:56),1
14:23,14:23,RE 3121,Cottbus Hbf (ab 13:03),14
14:26 (+19),14:45,IC 2179,Rostock Hbf (ab 12:22),13
14:36,14:36,RE 3120,Nauen (ab 13:39),13
14:39,14:39,RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),14
15:16,15:16,RB 18220,Ludwigsfelde (ab 14:38),14
15:31 (+7),15:38,IC 2176,Dresden Hbf (ab 13:35),14
15:37,15:37,RE 3122,Nauen (ab 14:39),13
16:01,16:01,RB 61122,Templin Stadt (ab 14:33),8
16:23,16:23,RE 3125,Cottbus Hbf (ab 15:03),14
16:26 (+10),16:36,IC 2271,Rostock Hbf (ab 14:20),13
16:36,16:36,RE 3124,Nauen (ab 15:39),13
16:59,16:59,RE 75825,Berlin Ostbahnhof (ab 16:56),1
17:23,17:23,RE 3127,Cottbus Hbf (ab 16:03),14
17:34,17:34,IC 2174,Dresden Hbf (ab 15:35),14
17:36,17:36,RE 3126,Nauen (ab 16:39),13
17:56,17:56,IC 2471,Ostseebad Binz (ab 13:54),13
17:59,17:59,RE 75827,Berlin Ostbahnhof (ab 17:56),1
18:23,18:23,RE 3129,Cottbus Hbf (ab 17:03),14
18:26 (+13),18:39,IC 2273,Rostock Hbf (ab 16:20),
18:36,18:36,RE 3128,Nauen (ab 17:39),13
18:59,18:59,RE 75829,Berlin Ostbahnhof (ab 18:56),1
19:23,19:23,RE 3131,Cottbus Hbf (ab 18:03),14
19:36,19:36,RE 3130,Nauen (ab 18:39),13
19:59,19:59,RB 75831,Berlin Ostbahnhof (ab 19:56),1
20:59,20:59,RE 75833,Berlin Ostbahnhof (ab 20:56),1
21:23,21:23,RE 3135,Cottbus Hbf (ab 20:03),14
21:36,21:36,RE 3134,Nauen (ab 20:39),13
21:59,21:59,RB 75835,Berlin Ostbahnhof (ab 21:56),1
22:23,22:23,RE 3137,Cottbus Hbf (ab 21:03),14
23:23,23:23,RE 3139,Cottbus Hbf (ab 22:00),14
23:58,23:58,RE 3138,Nauen (ab 23:08),13
