Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:05,00:05,RE 3366,Berlin Hbf (an 00:19),4
00:56,00:56,RE 3363,Halle(Saale)Hbf (an 03:00),
01:47,01:47,RE 3362,Eberswalde Hbf (an 02:48),4
05:03,05:03,RE 3,Passau Hbf (an 20:39),
05:03,05:03,RE 3302,Stralsund Hbf (an 08:45),4
05:37,05:37,RE 3167,Stendal Hbf (an 07:13),
05:37,05:37,RE 4,Karlsruhe Hbf (an 15:53),
05:51,05:51,RE 3341,Luckenwalde (an 06:27),3
06:05,06:05,RE 3342,Schwedt(Oder) (an 07:55),4
06:20,06:20,RE 3164,Jüterbog (an 06:54),3
06:37,06:37,RE 3147,Rathenow (an 07:52),4
06:54,06:54,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),3
07:03,07:03,RE 3304,Stralsund Hbf (an 10:44),4
07:22,07:22,RE 3146,Falkenberg(Elster) (an 08:44),3
07:37,07:37,RE 3169,Stendal Hbf (an 09:30),4
07:51,07:51,RE 3343,Luckenwalde (an 08:27),3
08:05,08:05,RE 3344,Berlin Gesundbrunnen (an 08:28),
08:20,08:20,RE 3166,Jüterbog (an 08:54),3
08:37,08:37,RE 3149,Berlin Hbf (an 08:52),
08:54,08:54,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),3
09:03,09:03,RE 3306,Stralsund Hbf (an 12:44),4
09:37,09:37,RE 3171,Schorndorf (an 18:09),4
10:05,10:05,RE 3346,Schwedt(Oder) (an 11:55),4
10:20,10:20,RE 3168,Jüterbog (an 10:54),3
10:37,10:37,RE 3151,Rathenow (an 11:54),4
10:54,10:54,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),3
11:03,11:03,RE 3308,Stralsund Hbf (an 14:44),4
12:06,12:06,RE 3348,Schwedt(Oder) (an 13:55),4
12:37,12:37,RE 3153,Berlin-Spandau (an 13:04),
12:54,12:54,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),3
13:03,13:03,RE 3310,Stralsund Hbf (an 16:44),4
13:37,13:37,RE 3175,Stendal Hbf (an 15:30),
13:51,13:51,RE 3349,Luckenwalde (an 14:27),3
14:05,14:05,RE 3350,Schwedt(Oder) (an 15:55),4
14:37,14:37,RE 3155,Berlin-Spandau (an 15:04),
14:54,14:54,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),3
15:03,15:03,RE 3312,Stralsund Hbf (an 18:44),4
15:37,15:37,RE 3177,Stendal Hbf (an 17:30),
15:51,15:51,RE 3351,Luckenwalde (an 16:27),3
16:05,16:05,RE 3352,Schwedt(Oder) (an 17:55),4
16:37,16:37,RE 3157,Rathenow (an 17:54),4
16:54,16:54,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),3
17:03,17:03,RE 3314,Stralsund Hbf (an 20:44),4
17:22,17:22,RE 3156,Falkenberg(Elster) (an 18:49),3
17:37,17:37,RE 3179,Stendal Hbf (an 19:30),4
17:51,17:51,RE 3353,Luckenwalde (an 18:27),3
18:05,18:05,RE 3354,Schwedt(Oder) (an 19:55),4
18:37,18:37,RE 3159,Berlin-Spandau (an 19:04),
18:54,18:54,RE 3313,Jüterbog (an 19:34),3
19:03,19:03,RE 3316,Stralsund Hbf (an 22:49),
19:37,19:37,RE 3181,Stendal Hbf (an 21:13),
20:05,20:05,RE 3356,Schwedt(Oder) (an 21:55),4
20:20 (+1),20:21,RE 3178,Jüterbog (an 20:54),3
20:37 (+13),20:50,RE 3161,Rathenow (an 21:48),4
20:53,20:53,RE 3315,Jüterbog (an 21:36),3
21:03 (+9),21:12,RE 3318,Pasewalk (an 23:19),4
21:38,21:38,RE 3183,Stendal Hbf (an 23:13),4
21:38,21:38,RE 91673,Stendal Hbf (an 23:13),
21:48,21:48,RE 3357,Teltow (an 21:52),3
22:48,22:48,RE 3185,Berlin-Spandau (an 23:18),
22:54,22:54,RE 3317,Teltow (an 22:58),3
