Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:22,00:22,RE 3319,Stralsund Hbf (ab 21:10),6
00:26 (+15),00:41,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),10
01:26,01:26,RE 3361,Schwedt(Oder) (ab 00:04),
02:13,02:13,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),
04:22,04:22,RE 3340,Berlin Hbf (ab 04:18),9
04:37,04:37,RE 3369,Eberswalde Hbf (ab 04:03),6
05:03,05:03,RE 4351,Fürstenberg(Havel) (ab 04:01),
05:03,05:03,RE 5,Fürstenberg(Havel) (ab 04:01),
05:14,05:14,RE 56301,Berlin Südkreuz (ab 05:01),
05:14,05:14,RE 56801,Berlin Südkreuz (ab 05:01),
05:22,05:22,RE 3341,Schwedt(Oder) (ab 04:04),6
05:27,05:27,RE 3302,Herzberg(Elster) (ab 03:51),9
05:40,05:40,RB 18240,Werder(Havel) (ab 04:37),
05:46,05:46,RE 3377,Angermünde (ab 04:55),
05:51,05:51,RE 3504,Berlin Südkreuz (ab 05:34),10
06:03 (+28),06:31,RE 3503,Fürstenberg(Havel) (ab 05:09),6
06:22,06:22,RE 3,Wüstenfelde (ab 00:19),
06:22,06:22,RE 3301,Pasewalk (ab 04:44),6
06:28,06:28,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),10
06:35,06:35,NEB 61080,Klosterfelde (ab 06:02),
06:35,06:35,RB 61080,Klosterfelde (ab 06:02),
06:37 (+1),06:38,ICE 904,München-Pasing (ab 23:21),10
06:40,06:40,RB 18242,Werder(Havel) (ab 05:34),
06:51 (+19),07:10,RE 4352,Berlin Südkreuz (ab 06:34),10
06:57,06:57,RE 3331,Angermünde (ab 06:01),
07:03,07:03,RE 4353,Rostock Hbf (ab 04:43),6
07:21,07:21,RE 3343,Schwedt(Oder) (ab 06:04),6
07:28,07:28,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),9
07:44,07:44,RB 61082,Wandlitzsee (ab 07:18),
07:48,07:48,RB 18244,Werder(Havel) (ab 06:34),5
07:51,07:51,RE 3506,Berlin Südkreuz (ab 07:34),10
07:58,07:58,RE 3335,Angermünde (ab 07:10),
08:03 (+2),08:05,RE 3505,Fürstenberg(Havel) (ab 07:12),6
08:16,08:16,IC 2173,Rostock Hbf (ab 06:20),6
08:22,08:22,RE 3303,Stralsund Hbf (ab 05:10),6
08:28,08:28,RE 3344,Halle(Saale)Hbf (ab 05:46),9
08:38,08:38,RE 56300,Schwerin Hbf (ab 06:14),
08:51,08:51,RE 4354,Berlin Südkreuz (ab 08:34),10
09:02 (+3),09:05,ICE 936,Eisenach Hbf (ab 06:37),8
09:03 (+6),09:09,RE 4355,Rostock Hbf (ab 06:36),6
09:21,09:21,RE 3345,Schwedt(Oder) (ab 08:04),6
09:28,09:28,RE 3306,Luckenwalde (ab 08:35),9
09:40 (+5),09:45,RB 18248,Werder(Havel) (ab 08:34),5
09:43 (+14),09:57,IC 2272,Chemnitz Hbf (ab 06:26),9
09:43 (+14),09:57,IC 2502,Dresden Hbf (ab 07:35),9
09:51,09:51,RE 3508,Berlin Südkreuz (ab 09:34),9
10:02 (+1),10:03,RE 3507,Fürstenberg(Havel) (ab 09:12),6
10:16,10:16,IC 2175,Rostock Hbf (ab 08:20),6
10:22 (+8),10:30,RE 3305,Stralsund Hbf (ab 07:10),6
10:28 (+1),10:29,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),9
10:39 (+4),10:43,RB 18250,Werder(Havel) (ab 09:41),5
10:51 (+4),10:55,RE 4356,Berlin Südkreuz (ab 10:34),10
10:54,10:54,ICE 839,Stralsund Hbf (ab 08:07),6
11:02 (+2),11:04,ICE 934,Darmstadt Hbf (ab 06:37),8
11:03 (+8),11:11,RE 4357,Rostock Hbf (ab 08:33),6
11:21 (+1),11:22,RE 3347,Schwedt(Oder) (ab 10:04),6
11:28,11:28,RE 3308,Luckenwalde (ab 10:35),9
11:40 (+6),11:46,RB 18252,Werder(Havel) (ab 10:41),5
