Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:05,00:05,RB 62086,Baruth(Mark) (ab 23:19),8
00:10,00:10,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),7
00:13,00:13,RB 21964,Flughafen BER (ab 00:01),8
00:22 (+68),01:30,ICE 592,München Hbf (ab 16:45),6
00:28 (+2),00:30,ICE 700,München Hbf (ab 19:09),6
00:29,00:29,RB 21966,Flughafen BER (ab 00:16),8
00:47 (+19),01:06,ICE 1500,München Hbf (ab 20:21),7
00:47,00:47,RE 3363,Berlin Hbf (ab 00:40),4
00:54 (+7),01:01,RE 56316,Oranienburg (ab 00:15),5
00:59,00:59,RB 21967,Berlin Hbf (ab 00:52),3
04:53,04:53,RE 3369,Eberswalde Hbf (ab 04:03),
04:53,04:53,RE 62040,Wustermark (ab 04:16),
05:04,05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:08,05:08,RE 3,Landshut(Bay)Hbf (ab 00:12),
05:08,05:08,RE 3302,Jüterbog (ab 04:22),6
05:15,05:15,RE 3144,Rathenow (ab 04:09),4
05:23,05:23,RE 4351,Neustrelitz Hbf (ab 03:49),4
05:23,05:23,RE 5,Bernau a Chiemsee (ab 18:57),
05:24,05:24,RB 62050,Wünsdorf-Waldstadt (ab 04:50),7
05:32,05:32,ICE 593,Berlin Gesundbrunnen (ab 05:16),5
05:39,05:39,RE 3341,Schwedt(Oder) (ab 04:04),4
05:40,05:40,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42,05:42,RE 3167,Jüterbog (ab 05:02),
05:43,05:43,RB 18501,Cottbus Hbf (ab 04:24),8
05:43,05:43,RE 18501,Cottbus Hbf (ab 04:24),
05:49,05:49,RE 62000,Elstal (ab 05:07),
05:56,05:56,ICE 701,Berlin Hbf (ab 05:52),5
06:05,06:05,RE 62005,Elsterwerda (ab 04:29),
06:05,06:05,RE 8,Lübeck-Moisling (ab 00:15),
06:09,06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),
06:13,06:13,RE 3164,Stendal Hbf (ab 04:48),
06:13,06:13,RE 4,Strasburg(Uckerm) (ab 13:00),
06:14,06:14,RB 18500,Berlin Hbf (ab 06:07),3
06:21,06:21,RB 62051,Wustermark (ab 05:39),
06:23,06:23,RE 3503,Neubrandenburg (ab 04:27),4
06:23,06:23,RE 5,München Ost (ab 00:02),
06:24 (+15),06:39,ICE 904,München Hbf (ab 23:12),6
06:33 (+2),06:35,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:36,06:36,RB 10,Neuwied (ab 05:33),
06:40,06:40,ICE 1003,Berlin Hbf (ab 06:36),5
06:41,06:41,RE 3147,Falkenberg(Elster) (ab 05:14),
06:43,06:43,RE 18503,Cottbus Hbf (ab 05:23),
06:51,06:51,RE 62002,Elstal (ab 06:07),3
07:08,07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:13,07:13,IC 60409,Zürich HB (ab 20:01),7
07:13,07:13,NJ 409,Zürich HB (ab 20:01),7
07:14,07:14,RB 18502,Berlin Hbf (ab 07:07),3
07:15 (+9),07:24,RE 3146,Stendal Hbf (ab 05:48),4
07:21 (+10),07:31,RB 62053,Wustermark (ab 06:39),3
07:22 (+6),07:28,ICE 2814,Erfurt Hbf (ab 05:25),6
07:22 (+6),07:28,ICE 606,Erfurt Hbf (ab 05:25),6
07:23,07:23,RE 4353,Rostock Hbf (ab 04:43),4
07:24 (+20),07:44,IC 2274,Dresden Hbf (ab 05:35),7
07:29 (+3),07:32,RE 21830,Flughafen BER (ab 07:16),8
07:32,07:32,ICE 595,Berlin Hbf (ab 07:27),5
07:34 (+34),08:08,EN 40476,Budapest-Keleti (ab 18:55),8
07:34 (+34),08:08,NJ 456,Graz Hbf (ab 19:41),8
07:35 (+9),07:44,RJ 171,Hamburg-Altona (ab 04:36),3
07:37,07:37,RB 62054,Rangsdorf (ab 07:23),6
07:39 (+13),07:52,RE 3343,Schwedt(Oder) (ab 06:04),4
07:40 (+15),07:55,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
07:42 (+1),07:43,RE 3169,Jüterbog (ab 07:02),6
07:43 (+2),07:45,RB 18505,Cottbus Hbf (ab 06:12),
07:43 (+2),07:45,RE 18505,Cottbus Hbf (ab 06:12),8
07:49,07:49,RE 62004,Elstal (ab 07:07),3
07:58 (+3),08:01,ICE 703,Berlin Gesundbrunnen (ab 07:41),5
08:05 (+8),08:13,RE 62009,Elsterwerda (ab 06:40),8
08:09 (+1),08:10,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),6
08:13,08:13,RE 21836,Flughafen BER (ab 08:01),8
08:13 (+19),08:32,RE 3166,Stendal Hbf (ab 06:47),5
08:14,08:14,RB 18504,Berlin Hbf (ab 08:07),3
08:20,08:20,RJ 870,Dresden Hbf (ab 06:42),8
08:21 (+3),08:24,RB 62055,Wustermark (ab 07:39),5
08:23 (+1),08:24,ICE 806,Erfurt Hbf (ab 06:30),6
08:24 (+1),08:25,RE 3505,Stralsund Hbf (ab 05:02),4
08:26,08:26,DRF 1320,Dresden Hbf (ab 06:53),7
08:26 (+2),08:28,FLX 1320,Dresden Hbf (ab 06:53),7
08:29,08:29,RE 21838,Flughafen BER (ab 08:16),8
08:32,08:32,ICE 698,München Hbf (ab 21:55),6
08:33 (+2),08:35,ICE 2817,Hamburg-Altona (ab 05:34),5
08:33 (+3),08:36,ICE 505,Hamburg-Altona (ab 05:34),5
08:34 (+7),08:41,IC 2173,Rostock Hbf (ab 06:20),3
08:36,08:36,RB 62056,Rangsdorf (ab 08:21),8
08:40 (+9),08:49,ICE 1005,Berlin Gesundbrunnen (ab 08:26),5
08:41 (+1),08:42,RE 3149,Falkenberg(Elster) (ab 07:18),6
08:43,08:43,RB 18507,Lübbenau(Spreewald) (ab 07:44),
08:43,08:43,RE 18507,Lübbenau(Spreewald) (ab 07:44),8
08:46,08:46,ICE 936,Eisenach Hbf (ab 06:37),6
08:47,08:47,RE 3303,Stralsund Hbf (ab 05:10),4
08:51,08:51,RE 62006,Elstal (ab 08:07),3
09:04,09:04,RE 62011,Elsterwerda (ab 07:29),8
09:08 (+3),09:11,RE 3306,Luckenwalde (ab 08:35),6
09:13 (+4),09:17,RE 21844,Flughafen BER (ab 09:01),8
09:14,09:14,RB 18506,Berlin Hbf (ab 09:07),3
09:15 (+7),09:22,ICE 1104,München Hbf (ab 05:17),7
09:15 (+40),09:55,RE 3148,Rathenow (ab 08:05),4
09:21,09:21,RB 62057,Wustermark (ab 08:39),5
09:22 (+3),09:25,ICE 604,Nürnberg Hbf (ab 05:37),6
09:24 (+11),09:35,IC 2272,Chemnitz Hbf (ab 06:26),7
09:24 (+4),09:28,RE 4355,Rostock Hbf (ab 06:36),4
09:33 (+29),10:02,ICE 597,Berlin Hbf (ab 09:27),5
09:39 (+1),09:40,RE 3345,Schwedt(Oder) (ab 08:04),4
09:40 (+4),09:44,ICE 1505,Berlin Gesundbrunnen (ab 09:27),5
09:42 (+2),09:44,RE 3171,Jüterbog (ab 09:02),6
09:43,09:43,RB 18509,Lübbenau(Spreewald) (ab 08:44),
09:43 (+1),09:44,RE 18509,Lübbenau(Spreewald) (ab 08:44),8
09:49,09:49,RE 62008,Elstal (ab 09:07),3
