Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:08,RB 62086,Berlin Hbf (an 00:15),8
00:12 (+4),RE 3366,Angermünde (an 01:26),7
00:24,ICE 592,Berlin Hbf (an 00:30),6
00:30 (+13),ICE 2934,Berlin Gesundbrunnen (an 00:43),7
00:30 Ausfall,ICE 700,Berlin Gesundbrunnen (an 00:43),6
00:31,RB 21966,Berlin Hbf (an 00:39),
00:51,RE 3,Lindau-Reutin (an 23:25),
00:51,RE 3363,Halle(Saale)Hbf (an 03:12),
01:53,RE 3362,Bernau(b Berlin) (an 02:27),
04:29,ICE 1706,Hamburg Hbf (an 07:11),7
04:45,RB 21808,Berlin Hbf (an 04:53),
04:55,RE 62040,Doberlug-Kirchhain (an 06:14),
05:00,RB 56801,Schwerin Hbf (an 07:48),7
05:00,RE 21810,Berlin Hbf (an 05:08),
05:06,RE 62003,Elstal (an 05:53),8
05:10 (+1),RE 3302,Stralsund Hbf (an 08:45),6
05:10,RE 3340,Stralsund Hbf (an 08:45),
05:15,RE 21812,Berlin Hbf (an 05:23),
05:17,RE 3144,Falkenberg(Elster) (an 06:44),4
05:31 (+1),ICE 608,Hamburg Hbf (an 08:15),6
05:31,RB 21814,Berlin Hbf (an 05:39),
05:34 (+1),RE 3504,Stralsund Hbf (an 08:51),4
05:35 (+1),ICE 2863,München Hbf (an 13:15),5
05:35 (+1),ICE 593,München Hbf (an 13:15),5
05:38,RB 62050,Berlin-Spandau (an 05:59),
05:42 (+4),ICE 1501,München Hbf (an 09:41),5
05:44 (+1),RE 3167,Stendal Hbf (an 07:13),7
05:45 (+2),RB 18501,Berlin Hbf (an 05:53),8
05:45,RE 18501,Berlin Hbf (an 05:53),
05:46 Ausfall,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),4
05:51 (+1),RE 62000,Elsterwerda (an 07:15),
05:58 (+1),ICE 701,Graz Hbf (an 13:15),5
06:00,RE 21818,Berlin Hbf (an 06:08),
06:07,RE 62005,Berlin-Spandau (an 06:35),
06:10,RB 18500,Lübbenau(Spreewald) (an 07:18),
06:12 (+4),RE 3342,Schwedt(Oder) (an 07:55),6
06:15,RE 21820,Berlin Hbf (an 06:23),
06:15 (+1),RE 3164,Jüterbog (an 06:54),5
06:18,RJ 171,Praha hl.n. (an 11:25),
06:23,RB 62051,Rangsdorf (an 06:38),3
06:26 (+1),ICE 1604,Berlin Gesundbrunnen (an 10:31),7
06:26 (+1),ICE 1704,Hamburg Hbf (an 09:11),7
06:26 (+1),ICE 1714,Köln Hbf (an 18:25),
06:26 (+20),ICE 904,Berlin Gesundbrunnen (an 06:37),6
06:31,RE 21822,Berlin Hbf (an 06:39),8
06:34,RE 4352,Rostock Hbf (an 09:21),
06:35 (+2),ICE 503,München Hbf (an 11:07),5
06:38,RB 62052,Berlin-Spandau (an 06:59),8
06:42 (+1),ICE 1003,München Hbf (an 10:45),5
06:43 (+2),RE 3147,Rathenow (an 07:52),6
06:45 (+10),RB 18503,Berlin Hbf (an 06:53),8
06:45,RE 18503,Berlin Hbf (an 06:53),8
06:49,ICE 938,Ostseebad Binz (an 10:33),
06:49 (+1),RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),4
