Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:45,04:45,RB 18300,Wünsdorf-Waldstadt (ab 03:43),15
04:51,04:51,RB 61101,Berlin Ostkreuz (ab 04:48),15
05:45,05:45,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),16
06:03,06:03,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),
07:03,07:03,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),
07:15,07:15,RB 18307,Eberswalde Hbf (ab 06:35),22
07:27,07:27,RE 3107,Cottbus Hbf (ab 06:07),
07:45,07:45,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),16
08:03,08:03,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),
08:05,08:05,RB 61425,Müncheberg(Mark) (ab 07:25),16
08:06,08:06,RB 61224,Werneuchen (ab 07:34),17
08:15,08:15,RB 18309,Eberswalde Hbf (ab 07:35),22
08:22,08:22,RB 18206,Ludwigsfelde (ab 07:38),22
08:27,08:27,RE 3109,Cottbus Hbf (ab 07:03),
09:03,09:03,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),
10:03,10:03,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),
11:03,11:03,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),
11:15,11:15,RB 18315,Eberswalde Hbf (ab 10:35),22
11:27,11:27,RE 3115,Cottbus Hbf (ab 10:03),
11:35,11:35,RB 61194,Werneuchen (ab 11:04),17
11:45,11:45,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),16
12:03,12:03,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),
12:15,12:15,RB 18317,Eberswalde Hbf (ab 11:35),22
12:22,12:22,RB 18214,Ludwigsfelde (ab 11:38),22
12:27,12:27,RE 3117,Cottbus Hbf (ab 11:03),
12:45,12:45,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),15
13:03,13:03,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),
14:03,14:03,RE 3120,Hennigsdorf(b Berlin) (ab 13:35),
14:09,14:09,RB 34987,Tornesch (ab 19:14),
14:27,14:27,RE 3121,Cottbus Hbf (ab 13:03),
15:03,15:03,RE 3122,Hennigsdorf(b Berlin) (ab 14:35),
15:27,15:27,RE 3123,Cottbus Hbf (ab 14:03),
16:03,16:03,RE 3124,Hennigsdorf(b Berlin) (ab 15:34),
16:27,16:27,RE 3125,Cottbus Hbf (ab 15:03),
17:03,17:03,RE 3126,Hennigsdorf(b Berlin) (ab 16:34),
17:27,17:27,RE 3127,Rudersberg-Oberndorf (ab 06:49),
18:03,18:03,RE 3128,Hennigsdorf(b Berlin) (ab 17:34),
18:45,18:45,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),16
19:03,19:03,RE 3130,Hennigsdorf(b Berlin) (ab 18:34),
19:15,19:15,RB 18331,Eberswalde Hbf (ab 18:35),22
19:27,19:27,RE 3131,Rudersberg-Oberndorf (ab 07:49),
19:45,19:45,RB 18330,Blankenfelde(Teltow-Fläming) (ab 19:09),15
20:03,20:03,RE 3132,Hennigsdorf(b Berlin) (ab 19:35),
20:15,20:15,RB 18333,Eberswalde Hbf (ab 19:35),22
20:27,20:27,RE 3133,Rudersberg-Oberndorf (ab 08:19),
20:45,20:45,RB 18332,Blankenfelde(Teltow-Fläming) (ab 20:09),16
21:03,21:03,RE 3134,Hennigsdorf(b Berlin) (ab 20:35),
21:15,21:15,RB 18335,Eberswalde Hbf (ab 20:35),22
21:27,21:27,RE 3135,Rudersberg-Oberndorf (ab 08:49),
21:35,21:35,RB 61214,Werneuchen (ab 21:04),17
22:15,22:15,RB 18337,Eberswalde Hbf (ab 21:35),22
22:22,22:22,RB 18234,Ludwigsfelde (ab 21:38),22
22:32,22:32,RE 91437,Brand Tropical Islands (ab 21:43),
22:35,22:35,RB 61216,Werneuchen (ab 22:04),17
22:45,22:45,RB 18336,Blankenfelde(Teltow-Fläming) (ab 22:09),16
23:22,23:22,RB 18236,Ludwigsfelde (ab 22:38),21
23:56,23:56,RB 61138,Templin Stadt (ab 22:33),17
