Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:16 (+11),ICE 901,Berlin Ostbahnhof (an 00:23),12
00:20,ICE 645,Berlin Ostbahnhof (an 00:27),11
00:22,RE 3366,Eberswalde Hbf (an 01:04),
00:39 (+15),ICE 700,Berlin Gesundbrunnen (an 00:43),5
00:40,RE 3,Lindau-Reutin (an 22:57),
00:40,RE 3363,Jüterbog (an 01:41),1
00:45 (+23),ICE 947,Berlin Ostbahnhof (an 00:51),11
00:50,RE 3141,Schorndorf (an 10:39),13
00:52 (+4),RE 3140,Cottbus Hbf (an 02:40),11
00:53,RE 3165,Berlin-Spandau (an 01:03),
00:56,RE 56816,Berlin Südkreuz (an 01:02),1
01:04,RB 91558,Berlin Ostbahnhof (an 01:14),
01:22,RE 1,Magdeburg Hbf (an 10:50),
01:22,RE 94791,Berlin Ostbahnhof (an 01:33),
01:32 (+3),ICE 1707,Berlin Ostbahnhof (an 01:40),12
01:43,RB 21969,Naumburg(Saale)Hbf (an 14:13),
01:59 (+40),ICE 274,Berlin Ostbahnhof (an 02:07),12
03:03,RB 10,Berlin-Spandau (an 03:14),
03:03,RE 62090,Wustermark (an 03:33),7
04:11,RE 73751,Frankfurt(Oder) (an 05:29),11
04:15,RE 3705,Lübben(Spreewald) (an 04:50),
04:18,RE 3340,Angermünde (an 05:21),
04:23 (+16),ICE 646,Köln Hbf (an 09:33),14
04:25,RE 62001,Elstal (an 04:49),7
04:25,RE 8,Halle(Saale)Hbf (an 07:52),
04:28 (+1),ICE 277,Chur (an 14:22),13
04:30 (+1),RE 73801,Frankfurt(Oder) (an 05:36),11
04:35,RE 2,Berlin Gesundbrunnen (an 23:45),
04:35,RE 3101,Hennigsdorf(b Berlin) (an 05:23),13
04:39,ICE 1706,Hamburg Hbf (an 07:11),
04:46,RE 5,Salzburg Hbf (an 23:45),
04:46,RE 91399,Lübbenau(Spreewald) (an 06:03),
04:47 (+1),RE 3369,Berlin Südkreuz (an 04:53),4
04:47 (+1),RE 62040,Elsterwerda (an 06:29),1
04:48,RB 62094,Wustermark (an 05:18),8
04:54,RE 3145,Stendal Hbf (an 06:13),5
05:03 (+1),RE 94716,Berlin Zoologischer Garten (an 05:08),13
05:09 (+2),RE 3144,Falkenberg(Elster) (an 06:44),2
05:10 (+1),RB 56801,Aachen Hbf (an 16:07),6
05:10,RE 56801,Schwerin Hbf (an 07:48),6
05:14,RE 4351,Berlin Südkreuz (an 05:23),4
05:15 (+1),RE 3707,Dessau Hbf (an 06:53),13
05:22 (+1),RE 3302,Stralsund Hbf (an 08:45),5
05:25,RE 62003,Elstal (an 05:53),7
05:27 (+1),ICE 593,München Hbf (an 13:15),4
05:27 (+3),ICE 946,Köln Hbf (an 10:35),14
05:29,RE 3102,Cottbus Hbf (an 06:56),11
05:32,RE 3300,Lutherstadt Wittenberg Hbf (an 07:06),
05:32,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),2
05:32,RE 91801,Lutherstadt Wittenberg Hbf (an 07:06),
05:36,ICE 1501,München Hbf (an 09:41),4
05:37,RE 3103,Hennigsdorf(b Berlin) (an 06:23),14
05:42,ICE 608,Hamburg Hbf (an 08:15),6
05:43,RE 62000,Elsterwerda (an 07:15),2
05:45 (+1),RE 3704,Senftenberg (an 07:41),12
05:46,RE 3504,Stralsund Hbf (an 08:51),5
05:47,RB 62050,Wustermark (an 06:19),
05:51,EC 41,Warszawa Wschodnia (an 11:15),11
05:52 (+3),ICE 701,Graz Hbf (an 13:15),3
05:54,RE 3167,Stendal Hbf (an 07:13),7
05:58,RB 18500,Lübbenau(Spreewald) (an 07:18),1
05:59 (+1),ICE 240,Amsterdam Centraal (an 11:59),6
05:59,RE 94713,Frankfurt(Oder) (an 07:18),11
06:01,RE 94718,Berlin Zoologischer Garten (an 06:07),14
06:07 (+3),RE 3164,Jüterbog (an 06:54),2
06:14 (+4),RB 62051,Rangsdorf (an 06:38),1
06:15 (+1),RB 93009,Dessau Hbf (an 07:53),13
06:15,RE 3503,Fribourg/Freiburg gare rout. (an 06:52),4
06:18 (+292),ES 453,Praha hl.n. (an 10:51),11
06:23 (+1),RE 3342,Schwedt(Oder) (an 07:55),6
06:25,RE 62005,Elstal (an 06:49),7
06:26 (+2),RE 3104,Cottbus Hbf (an 07:57),12
06:29,ICE 279,Interlaken Ost (an 15:59),14
06:29 (+1),ICE 503,München Hbf (an 11:07),3
06:33 (+7),ICE 644,Köln Hbf (an 11:32),13
06:33 (+7),ICE 904,Berlin Gesundbrunnen (an 06:37),5
06:36 (+6),ICE 1003,München Hbf (an 10:45),4
06:37 (+1),ICE 1604,Berlin Gesundbrunnen (an 10:31),5
06:37 (+1),ICE 1704,Hamburg Hbf (an 09:11),7
06:37,RE 3105,Hennigsdorf(b Berlin) (an 07:23),14
06:40 (+4),RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
06:44 (+2),RE 62002,Elsterwerda (an 08:31),2 D - G
06:46,RE 3706,Senftenberg (an 08:41),11
06:46 (+1),RE 4352,Rostock Hbf (an 09:21),5
06:48,RB 62052,Dallgow-Döberitz (an 07:09),7
06:51 (+15),ICE 1272,Berlin Ostbahnhof (an 07:02),12
06:54 (+5),RE 3147,Rathenow (an 07:52),7
06:57 (+1),ICE 1548,Köln Hbf (an 12:16),13
06:59,RE 94715,Frankfurt(Oder) (an 08:20),11
07:00,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:01,RE 94720,Berlin Zoologischer Garten (an 07:07),14
07:06 (+18),ICE 9590,Paris Est (an 14:51),4
07:09 (+3),RE 3146,Falkenberg(Elster) (an 08:44),2
07:14 (+3),RB 62053,Rangsdorf (an 07:38),1
07:14 (+1),RE 4353,Berlin Südkreuz (an 07:23),4
07:15 (+19),RE 3711,Dessau Hbf (an 08:53),13
07:20 Ausfall,ICE 795,Karlsruhe Hbf (an 13:17),14
07:22 (+1),RE 3304,Stralsund Hbf (an 10:44),6
07:24 (+1),RE 62007,Elstal (an 07:53),7
07:26 (+2),RE 3106,Cottbus Hbf (an 08:56),12
07:27,ICE 2847,Stuttgart Hbf (an 12:38),
07:27 (+18),ICE 595,München Hbf (an 15:14),4
07:28 (+2),RJ 171,Praha hl.n. (an 11:25),3
07:29 (+2),ICE 944,Köln Hbf (an 12:33),14
07:32 (+4),RE 3343,Luckenwalde (an 08:27),2
07:36 (+1),IC 2274,Rostock Hbf (an 09:37),5
07:36 (+7),ICE 1503,München Hbf (an 11:43),4
07:37 (+61),RE 3107,Hennigsdorf(b Berlin) (an 08:23),14
07:38 (+1),ICE 606,Hamburg-Altona (an 10:24),6
07:43 (+2),RE 62004,Elsterwerda (an 09:14),2
07:46,RE 3506,Fribourg/Freiburg gare rout. (an 18:53),6
07:46 (+1),RE 3708,Senftenberg (an 09:41),11
07:48,EC 43,Warszawa Wschodnia (an 13:15),12
07:48,RB 62054,Berlin-Spandau (an 07:59),7
07:52 (+1),ICE 703,München Hbf (an 12:42),3
07:52,RB 18146,Berlin-Wannsee (an 08:10),13
07:54 (+2),RE 3169,Stendal Hbf (an 09:30),7
07:56,ICE 649,Berlin Ostbahnhof (an 08:03),12
07:59,RE 94717,Frankfurt(Oder) (an 09:18),11
08:00,RB 18504,Lübbenau(Spreewald) (an 09:15),2
08:07,ICE 148,Amsterdam Centraal (an 14:01),7
08:07 (+8),RE 3166,Jüterbog (an 08:54),2
08:10 (+2),RB 18145,Berlin Ostbahnhof (an 08:21),11
08:11 Ausfall,ICE 698,Berlin Gesundbrunnen (an 08:15),5
08:14 (+5),RB 62055,Berlin Südkreuz (an 08:21),1
08:15 (+1),RE 3713,Dessau Hbf (an 09:53),13
08:16 (+4),RE 3505,Berlin Südkreuz (an 08:24),3
08:18 (+1),ICE 642,Köln Hbf (an 13:34),14
08:21 (+38),ICE 851,Berlin Ostbahnhof (an 08:28),11
08:23 (+1),RE 3344,Schwedt(Oder) (an 09:55),6
08:25,RE 62009,Elstal (an 08:49),7 A - D
08:26 (+2),IC 2173,Dresden Hbf (an 10:28),4
08:26 (+1),RE 3108,Cottbus Hbf (an 09:55),12
08:27 (+4),ICE 1702,Hamburg Hbf (an 11:12),5
08:29 (+3),ICE 505,München Hbf (an 13:08),3
08:31 (+3),ICE 2871,Basel SBB (an 15:48),14
08:31 (+2),ICE 371,Basel SBB (an 15:48),14
08:36 (+3),ICE 1005,München Hbf (an 12:46),4
08:37,RE 3109,Hennigsdorf(b Berlin) (an 09:23),13
08:40 (+2),RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2 A - D
08:44,RE 62006,Elsterwerda (an 10:31),2 D - G
08:46,RE 3710,Senftenberg (an 10:41),11
08:46 (+1),RE 4354,Rostock Hbf (an 11:21),6
08:48,RB 62056,Wustermark (an 09:18),7
08:52 (+1),EC 59,Przemysl Glowny (an 18:43),12
08:52,RB 18148,Berlin-Wannsee (an 09:10),13
08:54,RE 3149,Rathenow (an 09:54),7
08:55,ICE 841,Berlin Ostbahnhof (an 09:03),11
08:58 (+1),ICE 936,Ostseebad Binz (an 12:29),6
08:59,RE 94719,Frankfurt(Oder) (an 10:18),12
09:00 (+2),ICE 1052,Köln Hbf (an 14:19),
09:00,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:05 Ausfall,ICE 837,Frankfurt(Main)Hbf (an 12:56),4
09:09,RE 3148,Falkenberg(Elster) (an 10:44),2
09:10,RB 18147,Berlin Ostbahnhof (an 09:21),12
09:14,RB 62057,Berlin Südkreuz (an 09:21),1
09:14 (+1),RE 4355,Berlin Südkreuz (an 09:23),4
09:15,RE 3715,Dessau Hbf (an 10:53),14
09:20 Ausfall,ICE 797,Frankfurt(M) Flughafen Fernbf (an 13:52),13
09:22 (+13),RE 3306,Stralsund Hbf (an 12:44),6
09:26 (+3),RE 3110,Cottbus Hbf (an 10:55),11
09:27,ICE 1104,Berlin Gesundbrunnen (an 09:31),5
09:27 (+1),ICE 597,München Hbf (an 17:16),4
09:27,RE 62011,Elstal (an 09:55),7
09:28 (+2),RJ 173,Praha hl.n. (an 13:25),3
09:31 (+1),ICE 942,Köln Hbf (an 14:32),13
09:32,RE 3345,Luckenwalde (an 10:27),2
09:33 (+1),ICE 541,Berlin Ostbahnhof (an 09:41),11
09:36 (+6),ICE 1505,München Hbf (an 13:43),4
09:37 (+1),RE 3111,Hennigsdorf(b Berlin) (an 10:23),14
09:38 (+12),IC 2272,Rostock Hbf (an 11:37),5
09:38 (+3),ICE 2816,Hamburg-Altona (an 12:24),6
09:38 (+5),ICE 604,Hamburg-Altona (an 12:24),6
09:41,ICE 676,Berlin Ostbahnhof (an 09:51),11
09:43,RE 62008,Baruth(Mark) (an 10:36),1
09:46,RE 3508,Stralsund Hbf (an 12:51),6
09:46 (+1),RE 3712,Senftenberg (an 11:41),12
09:47 (+1),RB 62058,Berlin-Spandau (an 09:59),7
09:52 (+2),EC 45,Warszawa Wschodnia (an 15:15),11
09:52,RB 18150,Berlin-Wannsee (an 10:10),13
09:54 (+1),ICE 91,Nürnberg Hbf (an 13:30),3
09:54 (+3),RE 3171,Stendal Hbf (an 11:30),7
09:55 (+1),ICE 146,Amsterdam Centraal (an 16:00),14
09:59 (+1),RE 94721,Frankfurt(Oder) (an 11:18),11
10:00,RB 18508,Lübbenau(Spreewald) (an 11:15),2
10:06 (+2),FLX 1234,Hamburg Hbf (an 12:34),6
10:07 (+3),RE 3168,Jüterbog (an 10:54),2
10:10 (+1),RB 18149,Berlin Ostbahnhof (an 10:21),11
10:14 (+3),RB 62059,Berlin Südkreuz (an 10:22),1
10:14 (+1),RE 3507,Berlin Südkreuz (an 10:24),4
10:15 (+1),RE 3717,Dessau Hbf (an 11:53),14
10:20,ICE 1708,Berlin Gesundbrunnen (an 10:24),8
10:22,RB 21857,Flughafen BER (an 10:45),1
10:23 (+1),RE 3346,Schwedt(Oder) (an 11:55),6
10:25,RE 62013,Elstal (an 10:49),7 A - D
10:26 (+1),IC 2175,Dresden Hbf (an 12:28),4
10:26 (+19),RE 3112,Cottbus Hbf (an 11:55),12
10:28 (+38),ICE 2837,Berlin Ostbahnhof (an 10:34),11
10:28 (+39),ICE 843,Berlin Ostbahnhof (an 10:34),11
10:29 (+22),ICE 2827,München Hbf (an 15:08),3
10:29 (+23),ICE 507,München Hbf (an 15:08),3
10:31 (+1),ICE 373,Chur (an 20:22),14
10:35 (+10),ICE 640,Köln Hbf (an 15:34),13
10:36 (+4),ICE 1007,München Hbf (an 14:45),4
10:37,RB 21859,Flughafen BER (an 11:00),
10:38,ICE 1700,Hamburg Hbf (an 13:12),7
10:38 (+1),RE 3113,Hennigsdorf(b Berlin) (an 11:23),14
10:40 (+3),RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2 A - D
10:42 Ausfall,ICE 996,Berlin Ostbahnhof (an 10:49),11
10:44 (+2),RE 62010,Elsterwerda (an 12:31),2 D - G
10:46 (+4),RE 3714,Senftenberg (an 12:41),12
10:46,RE 4356,Rostock Hbf (an 13:21),5
10:48 (+1),RB 62060,Berlin-Spandau (an 10:59),7
10:52 (+1),RB 21861,Flughafen BER (an 11:14),1
10:54 (+1),RE 3151,Rathenow (an 11:54),7
10:57 (+3),ICE 1546,Aachen Hbf (an 17:09),
10:58 (+14),ICE 934,Ostseebad Binz (an 14:29),6
10:59,RE 94723,Frankfurt(Oder) (an 12:18),11
11:00,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:01 (+2),RE 94728,Berlin Zoologischer Garten (an 11:07),13
11:05 (+1),ICE 839,Frankfurt(Main)Hbf (an 14:56),4
11:09 (+1),RE 3150,Falkenberg(Elster) (an 12:44),2
11:14 (+4),RB 62061,Berlin Südkreuz (an 11:21),1
11:14 (+1),RE 4357,Berlin Südkreuz (an 11:23),4
11:15 (+1),RE 3719,Dessau Hbf (an 12:53),13
11:20 Ausfall,ICE 799,Karlsruhe Hbf (an 17:19),14
11:22,RB 21865,Flughafen BER (an 11:45),1
11:22 (+1),RE 3308,Stralsund Hbf (an 14:44),6
11:26,RE 3114,Cottbus Hbf (an 12:55),11
11:27,ICE 1102,Berlin Gesundbrunnen (an 11:31),5
11:27 (+23),ICE 599,München Hbf (an 19:12),4
11:27,RE 62015,Elstal (an 11:53),7
11:28,RJ 175,Sturovo (an 21:24),3
11:32 (+1),ICE 940,Köln Hbf (an 16:33),13
11:32 (+1),RE 3347,Luckenwalde (an 12:27),2
11:33 (+3),ICE 543,Berlin Ostbahnhof (an 11:40),11
11:36 (+7),ICE 1507,München Hbf (an 15:43),4
11:37 (+1),ICE 602,Hamburg-Altona (an 14:24),6
11:37,RB 21867,Flughafen BER (an 12:00),1
11:37,RE 3115,Hennigsdorf(b Berlin) (an 12:23),14
11:38 (+2),IC 2270,Rostock Hbf (an 13:37),5
11:42 (+55),ICE 378,Berlin Ostbahnhof (an 11:50),11
11:42 (+1),RE 62012,Baruth(Mark) (an 12:36),2 A - D
11:46,RE 3510,Stralsund Hbf (an 14:51),6
11:46,RE 3716,Senftenberg (an 13:41),12
11:47,RB 62062,Berlin-Spandau (an 11:59),7
11:51,ICE 707,München Hbf (an 16:42),3
11:52,EC 47,Warszawa Wschodnia (an 17:15),11
11:52,RB 21869,Berlin Südkreuz (an 11:59),
11:54 (+1),FLX 1339,Berlin Südkreuz (an 11:59),3
11:55,RE 3173,Stendal Hbf (an 13:30),7
11:59,RE 94725,Frankfurt(Oder) (an 13:18),11
