Ankunft,Zugnr.,von (Abfahrt),Gleis
00:00 (+10),ICE 1000,München Hbf (ab 19:18),8
00:05,RB 62086,Baruth(Mark) (ab 23:19),8
00:08,RE 3359,Schwedt(Oder) (ab 22:11),4
00:10,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),7
00:13,FEX,Berlin Ostkreuz (ab 04:28),
00:13,RB 21964,Flughafen BER (ab 00:01),
00:22 (+72),ICE 592,München Hbf (ab 16:45),6
00:29,RB 21966,Flughafen BER (ab 00:16),8
00:42,ICE 700,München Hbf (ab 19:09),6
00:47 (+93),ICE 1500,München Hbf (ab 20:21),7
00:47 (+93),ICE 2920,München Hbf (ab 20:21),7
00:47,RE 3,Stralsund Hbf (ab 00:10),
00:47,RE 3363,Berlin Hbf (ab 00:40),4
00:53,RB 56816,Schwerin Hbf (ab 22:14),
00:53,RE 56816,Oranienburg (ab 00:15),
00:59,RB 21967,Berlin Hbf (ab 00:52),3
04:53,RE 3369,Eberswalde Hbf (ab 04:03),5
04:53 (+2),RE 62040,Wustermark (ab 04:16),3
04:58,RE 21810,Flughafen BER (ab 04:46),8
05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:08,RE 3302,Jüterbog (ab 04:22),6
05:13,RE 21812,Flughafen BER (ab 05:01),8
05:15 (+1),RE 3144,Rathenow (ab 04:09),4
05:21,RB 10,Berlin Hbf (ab 03:03),
05:23,RE 4351,Neustrelitz Hbf (ab 03:49),4
05:24 (+1),RB 62050,Wünsdorf-Waldstadt (ab 04:50),7
05:29,RB 21814,Flughafen BER (ab 05:16),8
05:32,ICE 593,Berlin Gesundbrunnen (ab 05:16),5
05:39,RE 3341,Schwedt(Oder) (ab 04:04),4
05:39,RE 91801,Eberswalde Hbf (ab 04:49),
05:40,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42 (+2),RE 3167,Jüterbog (ab 05:02),7
05:49 (+1),RE 62000,Elstal (ab 05:07),3
05:56,ICE 701,Berlin Hbf (ab 05:52),5
06:00 (+25),ICE 1541,Köln Hbf (ab 23:27),4
06:05,RE 62005,Elsterwerda (ab 04:29),8
06:06,RB 18500,Berlin Hbf (ab 05:58),3
06:09 (+1),RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:13 (+5),RE 3164,Stendal Hbf (ab 04:48),5
06:21,RB 62051,Wustermark (ab 05:39),3
06:23,RE 3503,Neubrandenburg (ab 04:27),4
06:24,ICE 904,München Hbf (ab 23:12),6
06:33 (+1),ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:36 (+1),RB 62052,Rangsdorf (ab 06:21),8
06:40 (+1),ICE 1003,Berlin Hbf (ab 06:36),5
06:41 (+2),RE 3147,Falkenberg(Elster) (ab 05:14),6
06:43 (+1),RB 18503,Cottbus Hbf (ab 05:23),8
06:43 (+1),RE 18503,Cottbus Hbf (ab 05:23),8
06:47,RE 3301,Pasewalk (ab 04:44),4
06:51,RE 62002,Elstal (ab 06:07),3
06:58,RE 21826,Flughafen BER (ab 06:46),8
07:04,RE 62007,Elsterwerda (ab 05:29),8
07:08 (+1),RB 18502,Berlin Hbf (ab 07:00),3
07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:13,RE 21828,Flughafen BER (ab 07:01),8
07:15,RE 3146,Stendal Hbf (ab 05:48),4
07:21,RB 62053,Wustermark (ab 06:39),3
07:22,ICE 606,Erfurt Hbf (ab 05:25),6
07:23 (+2),RE 4353,Rostock Hbf (ab 04:34),4
07:24 (+7),IC 2274,Dresden Hbf (ab 05:35),7
07:29,RE 21830,Flughafen BER (ab 07:16),8
07:32,ICE 595,Berlin Hbf (ab 07:27),5
07:34 (+7),EN 40476,Budapest-Nyugati (ab 19:30),8
07:34 (+7),NJ 456,Graz Hbf (ab 19:41),8
07:35,RJ 171,Berlin Hbf (ab 07:28),3
07:37 (+1),RB 62054,Rangsdorf (ab 07:23),6
07:39 (+6),RE 3343,Schwedt(Oder) (ab 06:04),4
07:40,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
07:42,RE 3169,Jüterbog (ab 07:02),6
07:43 (+1),RB 18505,Cottbus Hbf (ab 06:12),8
07:43,RE 18505,Cottbus Hbf (ab 06:12),8
07:49 (+2),RE 62004,Elstal (ab 07:07),3
07:58,ICE 2865,Berlin Gesundbrunnen (ab 07:41),5
07:58,ICE 2911,Berlin Gesundbrunnen (ab 07:41),5
07:58,ICE 698,München Hbf (ab 22:46),6
07:58,ICE 703,Berlin Gesundbrunnen (ab 07:41),5
08:05,RE 62009,Elsterwerda (ab 06:40),8
08:08,RB 18504,Berlin Hbf (ab 08:00),3
08:09 (+1),RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),6
08:13,RE 21836,Flughafen BER (ab 08:01),8
08:13 (+2),RE 3166,Stendal Hbf (ab 06:47),5
08:20 (+3),RJ 870,Dresden Hbf (ab 06:53),8
08:21,RB 62055,Wustermark (ab 07:39),5
08:23 (+12),ICE 806,Erfurt Hbf (ab 06:30),6
08:24,RE 3505,Stralsund Hbf (ab 05:02),4
08:33 (+6),ICE 505,Hamburg-Altona (ab 05:34),5
08:34,IC 2173,Rostock Hbf (ab 06:20),3
08:36 (+2),RB 62056,Rangsdorf (ab 08:21),8
08:40 (+4),ICE 1005,Berlin Gesundbrunnen (ab 08:26),5
08:41 (+3),RE 3149,Falkenberg(Elster) (ab 07:18),6
08:43 (+1),RB 18507,Lübbenau(Spreewald) (ab 07:44),8
08:46 (+3),ICE 936,Eisenach Hbf (ab 06:37),6
08:47 (+2),RE 3303,Stralsund Hbf (ab 05:10),4
08:51 (+1),RE 62006,Elstal (ab 08:07),3
09:04,RE 62011,Elsterwerda (ab 07:29),8
09:08 (+1),RB 18506,Berlin Hbf (ab 09:00),3
09:08,RE 3306,Luckenwalde (ab 08:35),6
09:15,ICE 1104,München Hbf (ab 05:17),7
09:15 (+1),RE 3148,Rathenow (ab 08:05),4
09:21 (+1),RB 62057,Wustermark (ab 08:39),5
09:22,ICE 2826,München Hbf (ab 04:03),6
09:22 (+2),ICE 604,Nürnberg Hbf (ab 05:37),6
09:23,RE 4355,Rostock Hbf (ab 06:37),4
09:24,IC 2272,Dresden Hbf (ab 07:35),7
09:29,RE 21846,Flughafen BER (ab 09:16),8
09:33,ICE 597,Berlin Hbf (ab 09:27),5
09:39,RE 3345,Schwedt(Oder) (ab 08:04),4
09:40 (+2),ICE 1505,Berlin Gesundbrunnen (ab 09:26),5
09:42,RE 3171,Jüterbog (ab 09:02),6
09:43,RB 18509,Lübbenau(Spreewald) (ab 08:45),8
09:43 Ausfall,RE 18509,Lübbenau(Spreewald) (ab 08:45),8
09:49 (+1),RE 62008,Elstal (ab 09:07),3
09:53,DRF 1234,Leipzig Hbf (ab 08:45),6
09:53 (+23),FLX 1234,Leipzig Hbf (ab 08:45),6
09:58,ICE 2294,München Hbf (ab 05:05),6
09:58 (+4),ICE 2929,Berlin Hbf (ab 09:54),5
09:58,ICE 804,München Hbf (ab 05:05),6
09:58,ICE 91,Berlin Hbf (ab 09:54),5
09:58,RB 21850,Flughafen BER (ab 09:46),8
10:02 (+26),FLX 1337,Berlin Hbf (ab 09:57),4
10:05,RE 62013,Elsterwerda (ab 08:40),8
10:08,RB 18508,Berlin Hbf (ab 10:00),3
10:09 (+1),RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),6
10:13 (+1),RE 3168,Stendal Hbf (ab 08:47),5
10:14,RB 21852,Flughafen BER (ab 10:01),8
10:15,ICE 1604,München Hbf (ab 06:19),7
10:20 (+20),RJ 384,Praha hl.n. (ab 06:31),8
10:22 (+1),ICE 2456,Frankfurt(Main)Hbf (ab 06:15),7
10:22 (+4),ICE 696,Frankfurt(Main)Hbf (ab 06:15),7
10:22,RB 62059,Wustermark (ab 09:39),6
10:24,RE 3507,Stralsund Hbf (ab 07:02),5
10:29,RB 21854,Flughafen BER (ab 10:16),8
10:29,RB 21857,Berlin Hbf (ab 10:22),3
10:33 (+16),ICE 2287,Hamburg-Altona (ab 07:34),4
10:33 (+15),ICE 507,Hamburg-Altona (ab 07:34),4
10:34,IC 2175,Rostock Hbf (ab 08:20),3
10:40 (+2),ICE 1007,Berlin Gesundbrunnen (ab 10:28),5
10:41,RE 3151,Falkenberg(Elster) (ab 09:18),6
10:43 (+1),RB 18511,Lübbenau(Spreewald) (ab 09:44),8
10:43,RE 18511,Lübbenau(Spreewald) (ab 09:44),8
10:44,RB 21859,Berlin Hbf (ab 10:37),
10:46,ICE 934,Darmstadt Hbf (ab 06:37),6
10:47 (+3),RE 3305,Stralsund Hbf (ab 07:10),4
10:51 (+3),RE 62010,Elstal (ab 10:05),3
10:58,RB 21858,Flughafen BER (ab 10:46),8
10:59,RB 21861,Berlin Hbf (ab 10:52),3
11:04 (+1),RE 62015,Elsterwerda (ab 09:29),8
11:08,RB 18510,Berlin Hbf (ab 11:00),3
11:08,RE 3308,Luckenwalde (ab 10:35),6
11:10 (+1),ICE 839,Stralsund Hbf (ab 08:07),5
11:13,RB 21860,Flughafen BER (ab 11:01),8
11:15,ICE 1102,München Hbf (ab 07:17),7
11:15 (+1),RE 3150,Rathenow (ab 10:02),4
11:21,RB 62061,Wustermark (ab 10:39),5
11:22,ICE 602,München Hbf (ab 06:49),6
11:23,RE 4357,Rostock Hbf (ab 08:37),4
11:24 (+6),IC 2270,Dresden Hbf (ab 09:35),7
11:29,RB 21862,Flughafen BER (ab 11:16),8
11:29,RB 21865,Berlin Hbf (ab 11:22),3
11:32,ICE 599,Berlin Gesundbrunnen (ab 11:17),5
11:39 (+5),ICE 1162,Stuttgart Hbf (ab 07:03),7
11:39 (+2),RE 3347,Schwedt(Oder) (ab 10:04),4
11:40 (+9),ICE 1507,Berlin Gesundbrunnen (ab 11:26),5
11:40 (+10),ICE 2933,Berlin Gesundbrunnen (ab 11:26),5
11:43 (+1),RB 18513,Lübbenau(Spreewald) (ab 10:44),8
11:43,RE 18513,Lübbenau(Spreewald) (ab 10:44),8
11:43 (+5),RE 3173,Jüterbog (ab 11:02),6
11:44 (+1),RB 21867,Berlin Hbf (ab 11:37),3
11:49 (+1),RE 62012,Elstal (ab 11:07),3
11:56,ICE 2297,Berlin Hbf (ab 11:51),4
11:56 (+18),ICE 707,Berlin Hbf (ab 11:51),4
11:58 (+9),ICE 2814,München-Pasing (ab 07:21),6
11:58 (+10),ICE 802,München Hbf (ab 07:12),6
11:59,RB 21869,Berlin Hbf (ab 11:52),
12:00,RB 21866,Flughafen BER (ab 11:46),8
12:02 (+5),FLX 1239,Berlin Hbf (ab 11:57),5
12:05,RE 62017,Baruth(Mark) (ab 11:21),8
12:08,RB 18512,Berlin Hbf (ab 12:00),3
12:10 (+2),RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),6
12:13,RB 21868,Flughafen BER (ab 12:00),8
12:13 (+2),RE 3170,Stendal Hbf (ab 10:32),5
12:15 (+9),ICE 1602,München Hbf (ab 08:21),6
12:20 (+17),RJ 178,Praha hl.n. (ab 08:31),8
12:21,RB 62063,Wustermark (ab 11:39),5
12:22 (+15),ICE 2912,Stuttgart Hbf (ab 06:49),6
12:22 (+15),ICE 694,Stuttgart Hbf (ab 06:49),6
12:25,RE 3509,Stralsund Hbf (ab 09:02),4
12:29,RB 21870,Flughafen BER (ab 12:16),8
12:29,RB 21873,Berlin Hbf (ab 12:22),3
12:33 (+9),ICE 2835,Hamburg Dammtor (ab 07:21),5
12:33 (+8),ICE 509,Hamburg-Altona (ab 09:34),5
12:34 (+23),IC 2177,Rostock Hbf (ab 10:21),3
12:40 (+9),ICE 1009,Berlin Gesundbrunnen (ab 12:26),5
12:41 (+2),RE 3153,Falkenberg(Elster) (ab 11:18),6
12:43 (+1),RB 18515,Lübbenau(Spreewald) (ab 11:44),8
12:43 (+1),RE 18515,Lübbenau(Spreewald) (ab 11:44),8
12:44,RB 21875,Berlin Hbf (ab 12:37),3
12:46 (+1),ICE 932,Saarbrücken Hbf (ab 06:28),6
12:47,RE 3307,Stralsund Hbf (ab 09:10),4
12:51 (+1),RE 62014,Elstal (ab 12:05),3
12:58,RB 21874,Flughafen BER (ab 12:46),8
12:59 (+1),RB 21877,Berlin Hbf (ab 12:52),3
13:04,RE 62019,Elsterwerda (ab 11:29),8
13:08,RB 18514,Berlin Hbf (ab 13:00),3
13:08,RE 3310,Luckenwalde (ab 12:35),6
13:10 (+1),ICE 931,Stralsund Hbf (ab 10:07),5
13:13,RB 21876,Flughafen BER (ab 13:01),8
13:15 (+10),ICE 1100,München Hbf (ab 09:19),7
13:15 (+1),RE 3152,Rathenow (ab 12:02),4
13:21,RB 62065,Wustermark (ab 12:39),5
13:22,ICE 600,München Hbf (ab 08:49),6
13:23,RE 4359,Rostock Hbf (ab 10:37),4
13:24 (+4),IC 2178,Dresden Hbf (ab 11:35),7
13:26 (+1),RB 21881,Berlin Hbf (ab 13:19),
13:29,RB 21878,Flughafen BER (ab 13:16),8
13:32 (+34),ICE 691,Berlin Gesundbrunnen (ab 13:17),5
13:39 (+5),RE 3349,Schwedt(Oder) (ab 12:04),4
13:40 (+3),ICE 1509,Saalfelden (ab 09:26),5
13:42,RB 18043,Jüterbog (ab 13:02),6
13:42,RE 3175,Jüterbog (ab 13:02),6
13:43 (+5),RB 18517,Lübbenau(Spreewald) (ab 12:44),8
13:43 (+6),RE 18517,Lübbenau(Spreewald) (ab 12:44),8
13:44 (+5),RB 21883,Berlin Hbf (ab 13:37),
13:49 (+3),RE 62016,Elstal (ab 13:07),3
13:53,DRF 1238,Stuttgart Hbf (ab 08:14),7
13:53 (+1),FLX 1238,Stuttgart Hbf (ab 08:14),7
13:58 (+1),ICE 1205,Berlin Hbf (ab 13:54),5
13:58 (+3),ICE 800,München Hbf (ab 09:12),6
13:58,RB 21882,Flughafen BER (ab 13:46),8
13:59,RB 21885,Berlin Hbf (ab 13:52),3
14:05,RE 62021,Baruth(Mark) (ab 13:20),8
14:08 (+2),RB 18516,Berlin Hbf (ab 14:00),3
14:09 (+1),RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),6
14:13,RB 21884,Flughafen BER (ab 14:01),8
14:13 (+4),RE 3172,Stendal Hbf (ab 12:31),5
14:15 (+4),ICE 1600,München Hbf (ab 10:22),7
14:21,RB 62067,Wustermark (ab 13:39),3
14:21 (+17),RJ 382,Praha hl.n. (ab 10:31),8
14:22 (+8),ICE 692,München Hbf (ab 06:42),6
14:23,RE 3511,Stralsund Hbf (ab 11:02),4
14:29,RB 21886,Flughafen BER (ab 14:16),8
14:29,RB 21889,Berlin Hbf (ab 14:22),3
14:33 (+1),ICE 601,Hamburg-Altona (ab 11:34),5
14:34,IC 2179,Rostock Hbf (ab 12:22),3
14:40,ICE 1101,Berlin Gesundbrunnen (ab 14:26),5
14:41 (+2),RE 3155,Falkenberg(Elster) (ab 13:18),6
14:43 (+2),RB 18519,Lübbenau(Spreewald) (ab 13:44),8
14:43 (+2),RE 18519,Lübbenau(Spreewald) (ab 13:44),8
14:46,ICE 930,Frankfurt(Main)Hbf (ab 11:02),6
14:47 (+1),RE 3309,Stralsund Hbf (ab 11:10),4
14:48 (+2),RB 62018,Elstal (ab 14:07),3
14:48 (+1),RE 62018,Elstal (ab 14:07),3
14:58,RB 21890,Flughafen BER (ab 14:46),8
15:04 (+14),RE 62023,Elsterwerda (ab 13:29),8
15:08 (+6),RB 18518,Berlin Hbf (ab 15:00),3
15:08 (+4),RE 3312,Luckenwalde (ab 14:35),6
15:10 (+1),ICE 933,Stralsund Hbf (ab 12:21),5
