Ankunft,Zugnr.,von (Abfahrt),Gleis
00:09 (+29),RE 73749,Magdeburg Hbf (ab 22:07),1
00:09,RE 73826,Frankfurt(Oder) (ab 23:07),6
00:23 (+96),ICE 901,Hamburg Hbf (ab 21:44),1
00:36,ICE 947,Köln Hbf (ab 19:27),3
00:41,RB 94796,Fürstenwalde(Spree) (ab 00:00),
01:14,RE 3742,Michendorf (ab 00:28),
01:33,RE 73791,Magdeburg Hbf (ab 23:21),1
01:33,RE 94791,Potsdam Hbf (ab 00:53),
01:36,RB 94752,Frankfurt(Oder) (ab 00:29),
01:40 (+129),ICE 1707,Hamburg-Altona (ab 22:34),2
02:07 (+12),ICE 274,Basel SBB (ab 18:16),2
02:48,RB 94793,Potsdam Hbf (ab 02:11),
04:21,RE 73751,Brandenburg Hbf (ab 03:13),
04:40,RE 73801,Berlin-Charlottenburg (ab 04:20),
04:49,RE 73716,Frankfurt(Oder) (ab 03:38),
04:56,RE 92402,Bad Belzig (ab 03:41),
05:10,RE 73758,Frankfurt(Oder) (ab 04:15),
05:26,RE 73753,Brandenburg Hbf (ab 04:17),1
05:47 (+3),RE 73718,Eisenhüttenstadt (ab 04:21),7
05:55,RE 3704,Dessau Hbf (ab 04:05),3
06:05 (+32),EC 430,Opalenica (ab 03:43),7
06:09,RE 73713,Magdeburg Hbf (ab 04:12),1
06:10 (+2),RE 73760,Frankfurt(Oder) (ab 05:08),7
06:24,RB 73803,Brandenburg Hbf (ab 05:22),
06:46 (+1),RE 73755,Brandenburg Hbf (ab 05:44),1
06:47 (+2),RE 73720,Frankfurt(Oder) (ab 05:42),
06:56,RE 3706,Dessau Hbf (ab 05:05),
07:02,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),2
07:02,ICE 2810,Frankfurt(Main)Hbf (ab 23:35),2
07:09 (+1),RE 73715,Magdeburg Hbf (ab 05:01),1
07:10 (+2),RE 73762,Eisenhüttenstadt (ab 05:36),
07:24,RE 73805,Magdeburg Hbf (ab 05:31),
07:40 (+13),IC 60409,Zürich HB (ab 19:59),6
07:40 (+13),NJ 409,Zürich HB (ab 19:59),6
07:46,RE 73757,Brandenburg Hbf (ab 06:44),1
07:47 (+1),RE 73722,Eisenhüttenstadt (ab 06:20),7
07:56,RE 94008,Dessau Hbf (ab 06:05),3
08:03,ICE 649,Hannover Hbf (ab 05:50),2
08:09,RE 73717,Magdeburg Hbf (ab 06:12),1
08:10 (+1),RE 73764,Eisenhüttenstadt (ab 06:20),7
08:21,RB 18145,Golm (ab 07:27),3
08:24,RE 73807,Brandenburg Hbf (ab 07:22),1
08:28 (+22),ICE 851,Hannover Hbf (ab 06:09),2
08:42,IC 2231,Magdeburg Hbf (ab 07:02),2
08:46,RE 73759,Brandenburg Hbf (ab 07:44),1
08:47 (+6),RE 73724,Frankfurt(Oder) (ab 07:41),7
08:56 (+8),RE 3710,Dessau Hbf (ab 07:05),7
09:03 (+3),ICE 841,Hannover Hbf (ab 06:50),2
09:09 (+2),RE 73719,Magdeburg Hbf (ab 07:12),1
09:10 (+1),RE 73766,Frankfurt(Oder) (ab 08:11),7
09:21,RB 18147,Golm (ab 08:27),3
09:24,RE 73809,Brandenburg Hbf (ab 08:22),1
09:28 (+30),ICE 541,Köln Hbf (ab 04:25),2
09:46,RE 73761,Brandenburg Hbf (ab 08:44),1
09:47 (+2),RE 73726,Frankfurt(Oder) (ab 08:38),7
09:51,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),2
09:56 (+1),RE 3712,Dessau Hbf (ab 08:05),3
10:02 (+6),ICE 741,Münster(Westf)Hbf (ab 06:24),2
10:06,EC 248,Warszawa Wschodnia (ab 04:49),7
10:09 (+2),RE 73721,Magdeburg Hbf (ab 08:12),1
10:10 (+1),RE 73768,Frankfurt(Oder) (ab 09:08),7
10:21,RB 18149,Golm (ab 09:27),2
10:24,RE 73811,Brandenburg Hbf (ab 09:22),1
10:29 (+5),ICE 843,Köln Hbf (ab 05:26),2
10:46,RE 73763,Brandenburg Hbf (ab 09:44),1
10:47 (+2),RE 73728,Frankfurt(Oder) (ab 09:38),7
10:49 (+10),ICE 996,Kassel-Wilhelmshöhe (ab 07:49),3
10:56,RE 3714,Dessau Hbf (ab 09:05),7
11:01 (+3),EC 54,Krakow Glowny (ab 04:07),6
11:09,RE 73723,Magdeburg Hbf (ab 09:12),1
11:10 (+1),RE 73770,Frankfurt(Oder) (ab 10:08),7
11:28 (+8),ICE 543,Köln Hbf (ab 06:25),2
11:46,RE 73765,Brandenburg Hbf (ab 10:44),1
11:47 (+2),RE 73730,Frankfurt(Oder) (ab 10:38),7
11:50,ICE 2826,Karlsruhe Hbf (ab 05:59),
11:50,ICE 378,Karlsruhe Hbf (ab 05:59),2
11:56 (+5),RE 3716,Dessau Hbf (ab 10:05),3
12:02 (+26),ICE 141,Amsterdam Centraal (ab 06:00),2
12:06,EC 246,Warszawa Wschodnia (ab 06:49),7
12:09 (+1),RE 73725,Magdeburg Hbf (ab 10:12),1
12:10 (+1),RE 73772,Frankfurt(Oder) (ab 11:08),7
12:28 (+11),ICE 845,Köln Hbf (ab 07:27),2
12:39 Ausfall,IC 2035,Norddeich (ab 05:39),2
12:46 (+1),RE 73767,Brandenburg Hbf (ab 11:44),1
12:47 (+3),RE 73732,Frankfurt(Oder) (ab 11:38),7
12:50 (+22),ICE 994,Stuttgart Hbf (ab 06:36),2
12:56,RE 3718,Dessau Hbf (ab 11:05),7
13:06,EC 230,Gdynia Glowna (ab 07:09),6
13:09,RE 73727,Magdeburg Hbf (ab 11:12),1
13:10 (+1),RE 73774,Frankfurt(Oder) (ab 12:08),7
13:28 (+10),ICE 2455,Köln Hbf (ab 08:25),2
13:28 (+10),ICE 545,Köln Hbf (ab 08:25),2
13:40,DRF 1321,Köln Hbf (ab 08:14),2
13:40 (+4),FLX 1321,Köln Hbf (ab 08:14),3
13:46 (+2),RE 73769,Brandenburg Hbf (ab 12:44),1
13:47 (+2),RE 73734,Frankfurt(Oder) (ab 12:38),7
13:50 (+2),ICE 376,Basel SBB (ab 06:16),2
13:56 (+2),RE 3720,Dessau Hbf (ab 12:05),3
14:02 (+2),ICE 143,Amsterdam Centraal (ab 08:00),2
14:06 (+11),EC 48,Warszawa Wschodnia (ab 08:49),7
14:09 (+1),RE 73729,Magdeburg Hbf (ab 12:12),1
14:09 (+1),RE 73776,Frankfurt(Oder) (ab 13:08),7
14:28,ICE 847,Köln Hbf (ab 09:27),2
14:28,RE 73812,Berlin Ostkreuz (ab 14:26),7
14:46 (+2),RE 73771,Brandenburg Hbf (ab 13:44),1
14:47 (+2),RE 73736,Frankfurt(Oder) (ab 13:38),7
14:49 (+15),ICE 992,Frankfurt(M) Flughafen Fernbf (ab 10:09),2
14:56 (+1),RE 3722,Dessau Hbf (ab 13:05),3
15:01 (+8),EC 56,Przemysl Glowny (ab 05:15),6
15:09 (+3),RE 73731,Magdeburg Hbf (ab 13:12),1
15:10,RE 73778,Frankfurt(Oder) (ab 14:08),7
15:21,RB 18159,Golm (ab 14:27),3
15:24,RB 73813,Brandenburg Hbf (ab 14:22),1
15:28 (+21),ICE 547,Köln Hbf (ab 10:24),2
15:46 (+1),RE 73773,Brandenburg Hbf (ab 14:44),1
15:47 (+5),RE 73738,Frankfurt(Oder) (ab 14:38),7
15:50 (+17),ICE 374,Interlaken Ost (ab 05:59),2
15:56,RE 3724,Dessau Hbf (ab 14:05),
16:02 (+1),ICE 145,Amsterdam Centraal (ab 10:00),2
16:06,EC 46,Warszawa Wschodnia (ab 10:49),7
16:09 (+3),RE 73733,Magdeburg Hbf (ab 14:12),1
16:10 (+1),RE 73780,Frankfurt(Oder) (ab 15:08),7
16:21,RB 18161,Golm (ab 15:27),
16:24,RE 73815,Brandenburg Hbf (ab 15:22),
16:29,ICE 849,Köln Hbf (ab 11:28),2
16:46,RE 73775,Brandenburg Hbf (ab 15:44),1
16:47 (+7),RE 73740,Frankfurt(Oder) (ab 15:38),7
16:49 (+44),ICE 2468,Karlsruhe Hbf (ab 10:40),3
16:49 (+45),ICE 798,Karlsruhe Hbf (ab 10:40),3
16:56,RE 3726,Dessau Hbf (ab 15:05),
17:09 (+3),RE 73735,Magdeburg Hbf (ab 15:12),1
17:10 (+4),RE 73782,Frankfurt(Oder) (ab 16:08),7
17:21,RB 18163,Golm (ab 16:27),3
17:24,RE 73817,Brandenburg Hbf (ab 16:22),1
17:28 (+20),ICE 549,Köln Hbf (ab 12:26),2
17:46,RE 73777,Brandenburg Hbf (ab 16:44),1
17:47 (+2),RE 73742,Frankfurt(Oder) (ab 16:38),7
17:50 (+20),ICE 372,Brig (ab 07:45),2
17:56 (+9),RE 3728,Dessau Hbf (ab 16:05),3
18:02 (+25),ICE 147,Amsterdam Centraal (ab 12:00),2
18:06,EC 44,Warszawa Wschodnia (ab 12:49),7
18:09 (+4),RE 73737,Magdeburg Hbf (ab 16:12),1
18:10 (+2),RE 73784,Frankfurt(Oder) (ab 17:08),7
18:21,RB 18165,Golm (ab 17:27),2
18:24,RE 73819,Brandenburg Hbf (ab 17:22),1
18:29 (+3),ICE 941,Köln Hbf (ab 13:27),2
18:40 Ausfall,IC 2431,Emden Außenhafen (ab 12:01),3
18:46 (+4),RE 73779,Brandenburg Hbf (ab 17:45),2
18:47 (+2),RE 73744,Frankfurt(Oder) (ab 17:38),7
18:49 (+9),ICE 796,Frankfurt(M) Flughafen Fernbf (ab 14:09),1
18:53 (+3),RJ 174,Budapest-Nyugati (ab 07:30),7
18:56,RE 3730,Dessau Hbf (ab 17:05),3
19:01,EC 58,Przemysl Glowny (ab 09:09),6
19:02,ICE 1549,Köln Hbf (ab 13:34),2
19:09,RE 73739,Magdeburg Hbf (ab 17:12),1
19:10,RE 73786,Frankfurt(Oder) (ab 18:08),
19:24,RE 73821,Brandenburg Hbf (ab 18:22),
19:28 (+61),ICE 641,Köln Hbf (ab 14:26),2
19:46,RE 73781,Brandenburg Hbf (ab 18:44),3
19:47,RE 73746,Frankfurt(Oder) (ab 18:38),7
19:50 (+9),ICE 370,Zürich HB (ab 10:59),1
19:56,RE 3732,Dessau Hbf (ab 18:05),3
