Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00 (+4),00:04,ICE 809,Hamburg-Altona (ab 21:36),
00:05,00:05,RB 62086,Baruth(Mark) (ab 23:19),
00:10,00:10,RE 3360,Lutherstadt Wittenberg Hbf (ab 22:52),
00:13,00:13,FEX,Blankenfelde(Teltow-Fläming) (ab 23:09),
00:15 (+6),00:21,ICE 1500,München Hbf (ab 20:21),7
00:22 (+36),00:58,ICE 592,München Hbf (ab 16:45),6
00:29 (+91),02:00,ICE 947,Cottbus Hbf (ab 17:49),5
00:47,00:47,RE 3,Moosburg (Oberbayern) (ab 00:00),
00:47,00:47,RE 3363,Berlin Hbf (ab 00:40),4
01:59,01:59,RB 21969,Berlin Hbf (ab 01:52),
03:14,03:14,RB 21803,Berlin Hbf (ab 03:07),
03:44,03:44,RB 21805,Berlin Hbf (ab 03:37),
04:29,04:29,RB 21809,Berlin Hbf (ab 04:22),3
04:52,04:52,RE 62040,Nauen (ab 04:03),3
05:04,05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:08,05:08,RE 3302,Jüterbog (ab 04:22),6
05:15,05:15,RE 3144,Rathenow (ab 04:09),4
05:29,05:29,RB 21814,Flughafen BER (ab 05:16),8
05:32,05:32,ICE 593,Berlin Gesundbrunnen (ab 05:16),5
05:39,05:39,RE 3341,Schwedt(Oder) (ab 04:04),4
05:40,05:40,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42,05:42,RE 3167,Jüterbog (ab 05:02),7
05:43,05:43,RB 18501,Cottbus Hbf (ab 04:24),8
05:47 (+60),06:47,ICE 1541,Köln Hbf (ab 23:27),5
05:49,05:49,RE 62000,Wittenberge (ab 04:05),3
06:05 (+1),06:06,RE 62005,Elsterwerda (ab 04:29),8
06:09,06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:13,06:13,RE 3164,Stendal Hbf (ab 04:48),5
06:14,06:14,RB 18500,Berlin Hbf (ab 06:07),
06:23,06:23,RE 3503,Neubrandenburg (ab 04:27),4
06:24 (+56),07:20,ICE 904,München Hbf (ab 23:12),6
06:29,06:29,RB 21822,Flughafen BER (ab 06:16),8
06:29,06:29,RB 21825,Berlin Hbf (ab 06:22),
06:41,06:41,RE 3147,Falkenberg(Elster) (ab 05:14),6
06:43,06:43,RB 18503,Cottbus Hbf (ab 05:23),8
06:47 (+2),06:49,RE 3301,Pasewalk (ab 04:44),4
06:51 (+2),06:53,RE 62002,Wittenberge (ab 05:05),3
06:58,06:58,RE 21826,Flughafen BER (ab 06:46),8
07:04,07:04,RE 62007,Elsterwerda (ab 05:29),8
07:08,07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:13,07:13,IC 60409,Zürich HB (ab 19:59),7
07:13,07:13,NJ 409,Zürich HB (ab 19:59),7
07:15,07:15,RE 3146,Stendal Hbf (ab 05:48),4
07:22 (+3),07:25,ICE 606,Erfurt Hbf (ab 05:25),6
07:23,07:23,RE 4353,Rostock Hbf (ab 04:34),4
07:32,07:32,ICE 595,Berlin Hbf (ab 07:27),5
07:33 (+81),08:54,EN 40476,Budapest-Nyugati (ab 19:30),7
07:33 (+81),08:54,NJ 456,Graz Hbf (ab 19:21),7
07:35 (+7),07:42,EC 171,Hamburg-Altona (ab 05:17),3
07:35 (+7),07:42,RJ 171,Hamburg-Altona (ab 05:17),3
07:39,07:39,RE 3343,Schwedt(Oder) (ab 06:04),4
07:40 (+3),07:43,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
07:49 (+5),07:54,RE 62004,Wismar (ab 04:26),3
07:51 (+10),08:01,ICE 2819,Hannover Hbf (ab 05:50),4
07:51 (+10),08:01,ICE 649,Hannover Hbf (ab 05:50),4
07:58 (+3),08:01,ICE 698,München Hbf (ab 22:46),6
08:05 (+1),08:06,RE 62009,Elsterwerda (ab 06:40),8
08:09 (+3),08:12,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),6
08:13 (+4),08:17,RE 3166,Stendal Hbf (ab 06:47),5
08:14,08:14,RB 18504,Berlin Hbf (ab 08:07),
08:20 (+3),08:23,RJ 870,Dresden Hbf (ab 06:53),8
08:21 (+20),08:41,ICE 2451,Hannover Hbf (ab 06:09),
08:21 (+22),08:43,ICE 851,Hannover Hbf (ab 06:09),5
08:23 (+9),08:32,ICE 806,Erfurt Hbf (ab 06:30),6
08:24,08:24,RE 3505,Stralsund Hbf (ab 05:02),4
08:29,08:29,RB 21841,Berlin Hbf (ab 08:22),
08:33 (+13),08:46,ICE 2795,Hamburg-Altona (ab 10:18),
08:33 (+19),08:52,ICE 505,Hamburg-Altona (ab 06:17),5
08:40 (+4),08:44,ICE 1005,Berlin Gesundbrunnen (ab 08:26),5
08:41 (+4),08:45,RE 3149,Falkenberg(Elster) (ab 07:18),6
08:43 (+3),08:46,RB 18507,Lübbenau(Spreewald) (ab 07:44),8
08:46 (+5),08:51,ICE 936,Eisenach Hbf (ab 06:37),6
08:47 (+5),08:52,RE 3303,Stralsund Hbf (ab 05:10),4
08:51 (+3),08:54,RE 62006,Wittenberge (ab 07:05),3
08:54 (+18),09:12,ICE 841,Hannover Hbf (ab 06:50),4
09:04 (+5),09:09,RE 62011,Elsterwerda (ab 07:29),8
09:08,09:08,RE 3306,Luckenwalde (ab 08:35),6
09:14,09:14,RB 18506,Berlin Hbf (ab 09:04),3
09:15,09:15,RE 3148,Rathenow (ab 08:05),
09:18 Ausfall,--:--,ICE 541,Köln Hbf (ab 04:25),5
09:22 (+9),09:31,ICE 2792,München Hbf (ab 14:48),
09:22 (+38),10:00,ICE 604,Nürnberg Hbf (ab 05:37),6
09:24,09:24,RE 4355,Rostock Hbf (ab 06:34),4
09:27,09:27,ICE 1104,München Hbf (ab 05:17),7
09:29,09:29,RB 21849,Berlin Hbf (ab 09:22),
09:33 (+19),09:52,ICE 597,Berlin Hbf (ab 09:27),5
09:35 (+2),09:37,EC 173,Kiel Hbf (ab 06:16),3
09:35 (+2),09:37,RJ 173,Kiel Hbf (ab 06:16),3
09:39,09:39,RE 3345,Schwedt(Oder) (ab 08:04),4
09:40 (+18),09:58,ICE 1505,Berlin Gesundbrunnen (ab 09:26),5
09:42 (+44),10:26,RE 3171,Jüterbog (ab 09:02),6
09:49 (+4),09:53,RE 62008,Wismar (ab 06:21),3
