Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06,00:06,ICE 947,Berlin Südkreuz (an 00:25),5
00:28,00:28,RE 62038,Berlin Hbf (an 00:38),6
02:00 (+10),02:10,ICE 647,Berlin Südkreuz (an 02:18),5
02:36,02:36,RB 62089,Berlin Hbf (an 02:47),5
04:29,04:29,RE 62040,Elsterwerda (an 06:29),6
04:30,04:30,RB 18241,Potsdam Hbf (an 05:23),4
04:37,04:37,RE 62001,Wismar (an 07:27),3
04:40 (+4),04:44,ICE 646,Köln Hbf (an 09:33),4
04:44 (+17),05:01,ICE 277,Chur (an 14:22),3
04:54,04:54,RE 3144,Falkenberg(Elster) (an 06:44),6
05:06,05:06,RE 3102,Cottbus Hbf (an 06:57),5
05:06,05:06,RE 4,Karlsruhe Hbf (an 19:53),
05:15,05:15,RE 3604,Wittenberge (an 07:53),
05:22,05:22,RE 62000,Elsterwerda (an 07:15),5
05:29,05:29,RB 18240,Berlin-Charlottenburg (an 05:34),5
05:30,05:30,RB 18243,Potsdam Hbf (an 06:23),4
05:37,05:37,RE 62003,Wittenberge (an 06:56),4
05:46 (+6),05:52,ICE 946,Köln Hbf (an 10:35),4
05:54,05:54,RE 3164,Jüterbog (an 06:54),
06:06,06:06,RE 3104,Cottbus Hbf (an 07:57),
06:06,06:06,RE 3167,Stendal Hbf (an 07:13),4
06:15,06:15,RE 3606,Wittenberge (an 08:54),
06:22,06:22,RE 62002,Elsterwerda (an 08:31),5
06:26 (+2),06:28,ICE 240,Amsterdam Centraal (an 11:59),3
06:29,06:29,ICE 1272,Berlin Gesundbrunnen (an 06:58),6
06:29,06:29,RB 18242,Berlin-Charlottenburg (an 06:35),5
06:30,06:30,RB 18245,Potsdam Hbf (an 07:23),4
06:37,06:37,RE 62005,Wismar (an 09:37),3
06:45 (+4),06:49,ICE 279,Interlaken Ost (an 15:59),4
06:45 (+1),06:46,RE 3605,Hennigsdorf (an 06:04),5
06:54,06:54,RE 3146,Falkenberg(Elster) (an 08:44),6
07:06,07:06,RE 3106,Cottbus Hbf (an 08:56),5
