Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:09 (+32),ICE 2845,Berlin Ostbahnhof (an 00:23),2
00:09 (+32),ICE 901,Berlin Ostbahnhof (an 00:23),2
00:38 (+13),ICE 947,Berlin Ostbahnhof (an 00:51),2
00:42,RE 62038,Berlin Hbf (an 00:36),1
00:46,RE 3140,Cottbus Hbf (an 03:00),2
00:57,RE 3141,Berlin-Charlottenburg (an 01:00),4
00:57,RE 3742,Berlin Ostkreuz (an 01:20),2
01:25 (+55),ICE 1707,Berlin Ostbahnhof (an 01:40),2
01:37,RB 21969,Naumburg(Saale)Hbf (an 14:13),2
01:51 (+19),ICE 274,Berlin Ostbahnhof (an 02:07),2
04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:21,RE 3705,Dessau Hbf (an 05:53),3
04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:29 (+1),ICE 646,Köln Hbf (an 09:33),4
04:33,RE 21813,Berlin Ostbahnhof (an 04:50),
04:35,ICE 277,Chur (an 14:22),4
04:39,RE 3702,Senftenberg (an 06:41),2
04:39,RE 92402,Lübben(Spreewald) (an 05:56),
04:42,RE 3101,Hennigsdorf(b Berlin) (an 05:23),4
05:04,RE 21817,Berlin Ostbahnhof (an 05:20),
05:09,RB 94753,Frankfurt(Oder) (an 06:35),
05:19,RE 2,Bingen(Rhein) Hbf (an 22:11),
05:19,RE 3102,Cottbus Hbf (an 06:56),2
05:30,RE 94758,Potsdam Hbf (an 05:51),
05:33 (+1),ICE 946,Köln Hbf (an 10:35),3
05:39 (+4),RE 3704,Senftenberg (an 07:41),2
05:39,RE 95111,Lübbenau(Spreewald) (an 07:03),
05:44 (+1),RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:44,RE 95005,Berlin-Spandau (an 05:54),
05:52,RE 94713,Frankfurt(Oder) (an 07:18),1
06:08,RE 94718,Berlin-Wannsee (an 06:20),1
06:19,RE 3104,Cottbus Hbf (an 07:57),2
06:30,RE 1,Bruchsal (an 07:32),
06:30,RE 94755,Frankfurt(Oder) (an 07:47),
06:30,RE 94760,Berlin-Wannsee (an 06:41),
06:36,ICE 279,Interlaken Ost (an 15:59),3
06:39 (+6),RE 3706,Senftenberg (an 08:41),2
06:44,ICE 1272,Berlin Ostbahnhof (an 07:02),2
06:44 (+9),RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:52,RE 94715,Frankfurt(Oder) (an 08:20),1
07:08,RE 92078,Berlin-Wannsee (an 07:20),
07:08,RE 94720,Berlin-Wannsee (an 07:20),1
07:19,RE 3106,Cottbus Hbf (an 08:56),2
07:21,RE 3711,Dessau Hbf (an 08:53),4
07:30,RE 94757,Frankfurt(Oder) (an 08:43),
07:30,RE 94762,Berlin-Wannsee (an 07:41),
07:39 (+2),RE 3708,Senftenberg (an 09:41),2
07:44,RE 3107,Hennigsdorf(b Berlin) (an 08:23),4
07:47,ICE 649,Berlin Ostbahnhof (an 08:03),2
07:52,RE 94717,Frankfurt(Oder) (an 09:18),1
07:58,RB 18146,Berlin-Wannsee (an 08:10),3
08:04,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:08,RE 94722,Berlin-Wannsee (an 08:20),
08:13 (+2),ICE 851,Berlin Ostbahnhof (an 08:28),2
08:19,RE 3108,Cottbus Hbf (an 09:55),1
08:21 (+21),RE 3713,Dessau Hbf (an 09:53),3
08:21,RE 7,Münster(Westf)Hbf (an 23:22),
08:30,RB 94764,Berlin-Wannsee (an 08:41),
08:30,RE 94759,Frankfurt(Oder) (an 09:43),
08:39 (+1),RE 3710,Senftenberg (an 10:41),2
