Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:05,RE 3359,Jüterbog (an 01:01),2
00:16,RE 3366,Eberswalde Hbf (an 01:04),3
00:20,RB 21964,Berlin Hbf (an 00:23),4
00:36,RB 21966,Berlin Hbf (an 00:39),4
00:43,RE 3363,Jüterbog (an 01:41),2
00:56,RB 21967,Naumburg(Saale)Hbf (an 13:13),1
04:42,RB 62094,Wustermark (an 05:18),
04:50,RE 3369,Berlin Südkreuz (an 04:53),2
04:50 (+1),RE 62040,Elsterwerda (an 06:29),
05:05 (+1),RB 56801,Schwerin Hbf (an 07:48),3
05:05,RE 56801,Schwerin Hbf (an 07:48),
05:10,RE 62003,Elstal (an 05:53),4
05:12 (+1),RE 3144,Jüterbog (an 05:56),
05:15 (+2),RE 3302,Stralsund Hbf (an 08:45),3
05:17 (+3),RE 4351,Berlin Südkreuz (an 05:23),2
05:35,RE 3,Pasewalk (an 23:19),
05:35,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),1
05:35,RE 91801,Lutherstadt Wittenberg Hbf (an 07:06),
05:41 (+1),RE 3504,Stralsund Hbf (an 08:51),3
05:42,RB 62050,Wustermark (an 06:19),
05:46 (+1),RE 62000,Elsterwerda (an 07:15),1
05:48 (+2),RE 3167,Schorndorf (an 17:09),3
06:03,RB 18500,Lübbenau(Spreewald) (an 07:18),1
06:10 (+5),RE 3164,Jüterbog (an 06:54),2
06:12,RE 62005,Elstal (an 06:49),4
06:16 (+3),RE 3342,Schwedt(Oder) (an 07:55),3
06:17 (+1),RB 62051,Rangsdorf (an 06:38),1
06:18 (+1),RE 3503,Berlin Südkreuz (an 06:23),2
06:41 (+1),RE 4352,Rostock Hbf (an 09:21),3
06:42,RB 62052,Dallgow-Döberitz (an 07:09),
06:43 (+1),RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2
06:47 (+1),RE 3147,Rathenow (an 07:52),3
06:48,RE 62002,Elsterwerda (an 08:31),1
06:50,RB 18503,Berlin Hbf (an 06:53),4
07:04,RE 20,Cottbus Hbf (an 21:48),
07:10,RE 62007,Elstal (an 07:53),4
07:12,RE 3146,Falkenberg(Elster) (an 08:44),2
07:15,RE 3304,Stralsund Hbf (an 10:44),3
07:17 (+1),RB 62053,Rangsdorf (an 07:38),1
07:17 (+2),RE 4353,Berlin Südkreuz (an 07:23),2
07:35 (+7),RE 3343,Luckenwalde (an 08:27),1
07:40,RE 3506,Stralsund Hbf (an 10:51),3
07:46 (+2),RE 62004,Elsterwerda (an 09:14),1
07:49,RE 3169,Stendal Hbf (an 09:30),3
07:50 (+3),RB 18505,Berlin Hbf (an 07:53),4
08:04,RB 18504,Lübbenau(Spreewald) (an 09:15),1
08:10 (+1),RE 3166,Jüterbog (an 08:54),2
08:12,RE 62009,Elstal (an 08:49),4
08:16 (+1),RE 3344,Schwedt(Oder) (an 09:55),3
08:17 (+1),RB 62055,Berlin Südkreuz (an 08:21),1
08:19,RE 3505,Berlin Südkreuz (an 08:24),2
08:41 (+1),RE 4354,Rostock Hbf (an 11:21),3
08:42 (+4),RB 62056,Wustermark (an 09:18),4
08:43 (+2),RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2
08:47 (+4),RE 3149,Rathenow (an 09:54),3
08:48,RE 62006,Elsterwerda (an 10:31),1
08:49 (+1),RB 18507,Berlin Hbf (an 08:53),4
09:04,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:10,RE 62011,Elstal (an 09:55),4
09:12,RE 3148,Falkenberg(Elster) (an 10:44),2
