Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:35,04:35,RB 61180,Werneuchen (ab 04:04),17
05:45,05:45,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),16
05:51,05:51,RB 61103,Berlin Ostkreuz (ab 05:48),15
06:15,06:15,RB 18305,Eberswalde Hbf (ab 05:35),21
06:45,06:45,RB 18304,Blankenfelde(Teltow-Fläming) (ab 06:09),15
07:15,07:15,RB 18307,Eberswalde Hbf (ab 06:35),21
09:15,09:15,RB 18311,Eberswalde Hbf (ab 08:35),21
09:22,09:22,RB 18208,Ludwigsfelde (ab 08:38),21
09:35,09:35,RB 61190,Werneuchen (ab 09:04),17
09:39,09:39,RB 18211,Oranienburg (ab 09:09),21
09:51,09:51,RB 61111,Berlin Ostkreuz (ab 09:48),15
09:56,09:56,RB 61110,Templin Stadt (ab 08:33),20
10:15,10:15,RB 18313,Eberswalde Hbf (ab 09:35),21
10:22,10:22,RB 18210,Ludwigsfelde (ab 09:38),21
10:39,10:39,RB 18213,Oranienburg (ab 10:09),21
10:56,10:56,RB 61112,Templin Stadt (ab 09:33),20
11:15,11:15,RB 18315,Eberswalde Hbf (ab 10:35),21
11:45,11:45,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),16
13:51,13:51,RB 61119,Berlin Ostkreuz (ab 13:48),15
14:06,14:06,RB 61234,Werneuchen (ab 13:34),17
14:06,14:06,RB 61437,Müncheberg(Mark) (ab 13:25),16
14:15,14:15,RB 18321,Eberswalde Hbf (ab 13:35),21
14:22,14:22,RB 18218,Ludwigsfelde (ab 13:38),21
14:35,14:35,RB 61200,Werneuchen (ab 14:04),17
14:39,14:39,RB 18221,Oranienburg (ab 14:09),21
14:45,14:45,RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),16
14:51,14:51,RB 61121,Berlin Ostkreuz (ab 14:48),15
14:56,14:56,RB 61120,Templin Stadt (ab 13:33),20
15:39,15:39,RB 18223,Oranienburg (ab 15:09),21
15:56,15:56,RB 61122,Templin Stadt (ab 14:33),20
16:15,16:15,RB 18325,Eberswalde Hbf (ab 15:35),21
16:45,16:45,RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:09),16
16:51,16:51,RB 61125,Berlin Ostkreuz (ab 16:48),15
17:22,17:22,RB 18224,Ludwigsfelde (ab 16:38),21
17:45,17:45,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),16
17:56,17:56,RB 61126,Templin Stadt (ab 16:33),20
18:15,18:15,RB 18329,Eberswalde Hbf (ab 17:35),21
18:23,18:23,RE 3129,Cottbus Hbf (ab 17:03),
18:35,18:35,RB 61208,Werneuchen (ab 18:04),17
18:39,18:39,RB 18229,Oranienburg (ab 18:09),21
18:45,18:45,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),16
18:51,18:51,RB 61129,Berlin Ostkreuz (ab 18:48),15
18:56,18:56,RB 61128,Templin Stadt (ab 17:33),20
19:06,19:06,RB 61447,Müncheberg(Mark) (ab 18:25),15
19:15,19:15,RB 18331,Eberswalde Hbf (ab 18:35),21
19:22,19:22,RB 18228,Ludwigsfelde (ab 18:38),21
19:45,19:45,RB 18330,Blankenfelde(Teltow-Fläming) (ab 19:09),15
19:51,19:51,RB 61131,Berlin Ostkreuz (ab 19:48),15
19:56,19:56,RB 61130,Templin Stadt (ab 18:33),20
20:22,20:22,RB 18230,Ludwigsfelde (ab 19:38),21
20:39,20:39,RB 18233,Oranienburg (ab 20:09),21
20:45,20:45,RB 18332,Blankenfelde(Teltow-Fläming) (ab 20:09),16
20:51,20:51,RB 61133,Berlin Ostkreuz (ab 20:48),15
20:56,20:56,RB 61132,Templin Stadt (ab 19:33),20
21:06,21:06,RB 61248,Werneuchen (ab 20:34),17
21:15,21:15,RB 18335,Eberswalde Hbf (ab 20:35),21
21:22,21:22,RB 18232,Ludwigsfelde (ab 20:38),21
21:56,21:56,RB 61134,Templin Stadt (ab 20:33),17
