Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:02,00:02,RB 94794,Potsdam Hbf (an 00:23),
00:02,00:02,RE 73795,Potsdam Hbf (an 00:23),
00:09,00:09,ICE 901,Berlin Ostbahnhof (an 00:23),2
00:31,00:31,RE 62038,Berlin Ostbahnhof (an 00:45),
00:46,00:46,RE 93240,Berlin Ostbahnhof (an 01:02),
00:50,00:50,RE 3745,Bad Belzig (an 01:46),3
00:50,00:50,RE 7,Neumünster (an 01:33),
00:51 (+30),01:21,ICE 947,Berlin Ostbahnhof (an 00:36),1
00:57,00:57,RE 3742,Berlin Ostbahnhof (an 01:14),
01:02,01:02,RB 94796,Berlin-Wannsee (an 01:14),
01:02,01:02,RE 91367,Potsdam Hbf (an 01:22),
01:16,01:16,RE 93994,Frankfurt(Oder) (an 02:38),
01:16,01:16,RE 94791,Frankfurt(Oder) (an 02:38),
01:25 (+11),01:36,ICE 1707,Berlin Ostbahnhof (an 01:40),2
02:09 (+7),02:16,ICE 274,Berlin Ostbahnhof (an 02:25),2
04:04,04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:07,04:07,ICE 646,Köln Hbf (an 09:33),3
04:21,04:21,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:24,04:24,RE 1,Verden(Aller) (an 23:41),
04:24,04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:35,04:35,ICE 277,Chur (an 14:22),3
04:39,04:39,RE 3702,Lübbenau(Spreewald) (an 06:03),
04:39,04:39,RE 81702,Lübbenau(Spreewald) (an 06:03),2
04:42,04:42,RE 2,Cottbus Hbf (an 06:56),
04:42,04:42,RE 3101,Hennigsdorf(b Berlin) (an 05:23),4
05:04,05:04,RB 21817,Berlin Ostbahnhof (an 05:20),
05:09,05:09,RB 94753,Frankfurt(Oder) (an 06:35),
05:09,05:09,RE 93754,Frankfurt(Oder) (an 06:35),
05:09,05:09,RE 94716,Berlin-Wannsee (an 05:21),3
05:19,05:19,RE 3102,Cottbus Hbf (an 06:56),1
05:21,05:21,RE 3707,Berlin-Wannsee (an 05:34),3
05:21,05:21,RE 92707,Berlin-Wannsee (an 05:34),
05:30,05:30,RE 93759,Potsdam Hbf (an 05:51),
05:30,05:30,RE 94758,Potsdam Hbf (an 05:51),4
05:33 (+2),05:35,ICE 946,Köln Hbf (an 10:35),3
05:39,05:39,RE 3704,Senftenberg (an 07:41),2
05:39,05:39,RE 94704,Lübbenau(Spreewald) (an 07:03),
05:44,05:44,RE 92303,Berlin-Spandau (an 05:54),
05:44,05:44,RE 95005,Berlin-Spandau (an 05:54),
05:48,05:48,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:52,05:52,RE 94713,Frankfurt(Oder) (an 07:18),
06:08,06:08,RE 93719,Berlin-Wannsee (an 06:20),
06:08,06:08,RE 94718,Berlin-Wannsee (an 06:20),
06:19,06:19,RE 3104,Cottbus Hbf (an 07:57),1
06:21,06:21,RE 3709,Dessau Hbf (an 07:53),3
06:30,06:30,RE 94755,Frankfurt(Oder) (an 07:47),
