Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:02,RB 94794,Potsdam Hbf (an 00:23),
00:02,RE 91695,Potsdam Hbf (an 00:23),
00:21 (+22),ICE 947,Berlin Ostbahnhof (an 00:36),2
00:35,RE 7,Rendsburg (an 23:58),
00:46 (+1),RE 3140,Cottbus Hbf (an 02:40),1
00:46,RE 93240,Cottbus Hbf (an 03:40),
00:49,ICE 901,Berlin Ostbahnhof (an 01:05),
00:57,RE 3141,Berlin-Charlottenburg (an 01:00),4
00:57,RE 3742,Berlin Ostbahnhof (an 01:14),
01:02,RE 1,Koblenz Hbf (an 22:57),
01:16,RE 93994,Berlin Ostbahnhof (an 01:33),
01:16,RE 94791,Berlin Ostbahnhof (an 01:33),
01:58,RE 73752,Berlin-Wannsee (an 03:10),
02:36,RE 3703,Berlin-Wannsee (an 03:48),
03:22 (+1),ICE 1707,Berlin Ostbahnhof (an 03:38),2
04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:04,RE 93752,Berlin Ostbahnhof (an 04:21),
04:04,RE 94751,Berlin Ostkreuz (an 04:25),
04:21,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:29,ICE 646,Minden(Westf) (an 06:48),
04:33,RE 21813,Flughafen BER (an 05:14),
04:39,RE 3702,Lübbenau(Spreewald) (an 06:03),
04:39,RE 92402,Lübben(Spreewald) (an 05:56),
04:42,RE 2,Dresden Hbf (an 18:33),
04:42,RE 3101,Berlin-Spandau (an 04:53),
05:04,FEX,Bruchsal (an 18:05),
05:04,RE 21817,Flughafen BER (an 05:45),
05:09,RB 94753,Berlin Ostkreuz (an 05:30),
05:09,RE 93754,Frankfurt(Oder) (an 06:35),
05:09,RE 94716,Berlin-Wannsee (an 05:21),
05:09,RE 94753,Berlin Ostbahnhof (an 05:26),
05:19,RE 3102,Cottbus Hbf (an 06:56),1
05:21,RE 3707,Potsdam-Rehbrücke (an 05:43),
05:30,RE 93759,Potsdam Hbf (an 05:51),
05:30,RE 94758,Potsdam Hbf (an 05:51),
05:33 (+2),ICE 946,Köln Hbf (an 10:35),3
05:39 (+17),RE 3704,Senftenberg (an 07:41),2
05:44,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:44,RE 92303,Berlin-Spandau (an 05:54),
05:52,RE 94713,Frankfurt(Oder) (an 07:18),2
06:08,RE 93719,Berlin-Wannsee (an 06:20),
06:08,RE 94718,Berlin-Wannsee (an 06:20),4
06:19 (+1),RE 3104,Cottbus Hbf (an 07:57),1
06:30,RE 94755,Frankfurt(Oder) (an 07:47),
06:30,RE 94760,Potsdam Hbf (an 06:51),4
06:39,RE 3706,Lübbenau(Spreewald) (an 08:03),2
06:44,RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:52,RE 94715,Frankfurt(Oder) (an 08:20),2
07:05 (+1),IC 2432,Norddeich Mole (an 14:20),3
07:08,RE 92078,Berlin-Wannsee (an 07:20),
07:08,RE 94720,Berlin-Wannsee (an 07:20),4
07:19,RE 3106,Cottbus Hbf (an 08:56),1
07:21 (+20),RE 3711,Dessau Hbf (an 08:53),4
07:30,RE 75851,Potsdam Hbf (an 07:51),
07:30,RE 94757,Berlin Ostkreuz (an 07:51),
07:39,RE 3708,Senftenberg (an 09:41),2
07:44,RE 3107,Hennigsdorf(b Berlin) (an 08:23),4
07:52,RE 93718,Berlin Ostbahnhof (an 08:09),
08:08,RE 33682,Berlin-Wannsee (an 08:20),
08:19,RE 3108,Cottbus Hbf (an 09:55),1
08:21,RE 3713,Dessau Hbf (an 09:53),3
08:30,RE 94759,Berlin Ostbahnhof (an 08:46),
08:39,RE 3710,Senftenberg (an 10:41),2
08:44,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:52,RE 93720,Berlin Ostbahnhof (an 09:09),
08:52,RE 94719,Berlin Ostbahnhof (an 09:09),
09:08,RE 33684,Berlin-Wannsee (an 09:20),
09:08,RE 94724,Berlin-Wannsee (an 09:20),3
09:19,RE 3110,Cottbus Hbf (an 10:55),1
09:21,RE 3715,Dessau Hbf (an 10:53),3
09:30,RB 94761,Berlin Ostbahnhof (an 09:46),
09:30,RE 75855,Potsdam Hbf (an 09:51),
09:30,RE 94761,Berlin Ostbahnhof (an 09:46),2
09:30,RE 94766,Berlin-Wannsee (an 09:41),4
09:39,RE 3712,Senftenberg (an 11:41),1
09:44,RE 3111,Hennigsdorf(b Berlin) (an 10:23),4
09:52,RE 93722,Berlin Ostbahnhof (an 10:09),
09:52,RE 94721,Berlin Ostbahnhof (an 10:09),2
10:08,RE 33686,Berlin-Wannsee (an 10:20),
10:08,RE 94726,Berlin-Wannsee (an 10:20),4
10:19,RE 3112,Cottbus Hbf (an 11:55),1
10:21,RE 3717,Potsdam-Rehbrücke (an 10:43),
10:30,RE 75857,Potsdam Hbf (an 10:51),
10:30,RE 94763,Berlin Ostbahnhof (an 10:46),
10:39 (+12),RE 3714,Senftenberg (an 12:41),2
10:44,RE 3113,Hennigsdorf(b Berlin) (an 11:23),4
10:52,RE 93724,Berlin Ostbahnhof (an 11:09),
11:08,RE 33688,Berlin-Wannsee (an 11:20),
11:19,RE 3114,Cottbus Hbf (an 12:55),
11:21 (+2),RE 3719,Dessau Hbf (an 12:53),3
11:30,RE 92646,Potsdam Hbf (an 11:51),
11:39,RE 3716,Senftenberg (an 13:41),2
11:44,RE 3115,Hennigsdorf(b Berlin) (an 12:23),4
12:08,RE 33690,Berlin-Wannsee (an 12:20),
12:08,RE 94730,Berlin-Wannsee (an 12:20),
12:19,RE 3116,Cottbus Hbf (an 13:55),1
12:21,RE 3721,Dessau Hbf (an 13:53),3
12:30,RB 94772,Potsdam Hbf (an 12:51),
12:30,RE 94772,Potsdam Hbf (an 12:51),
12:39 (+1),RE 3718,Senftenberg (an 14:41),2
12:44,RE 3117,Hennigsdorf(b Berlin) (an 13:23),4
12:48 Ausfall,IC 2035,Berlin Ostbahnhof (an 13:04),1
12:52,RE 93728,Berlin Ostbahnhof (an 13:09),
13:08,RE 33692,Berlin-Wannsee (an 13:20),
13:19,RE 3118,Cottbus Hbf (an 14:55),1
13:21 (+1),RE 3723,Dessau Hbf (an 14:53),3
13:30 (+1),RE 94769,Berlin Ostkreuz (an 13:51),
13:30,RE 94774,Potsdam Hbf (an 13:51),
13:39 (+1),RE 3720,Senftenberg (an 15:41),2
13:44,RE 3119,Hennigsdorf(b Berlin) (an 14:23),4
13:52,RE 93730,Berlin Ostbahnhof (an 14:09),
13:52,RE 94729,Berlin Ostkreuz (an 14:14),
14:08,RE 92654,Berlin-Wannsee (an 14:20),
14:19,RE 3120,Cottbus Hbf (an 15:55),1
14:21,RE 3725,Dessau Hbf (an 15:53),3
14:30,RE 94771,Berlin Ostbahnhof (an 14:46),
14:30,RE 94776,Potsdam Hbf (an 14:51),4
14:39 (+1),RE 3722,Senftenberg (an 16:41),2
14:44,RE 3121,Hennigsdorf(b Berlin) (an 15:23),4
14:52,RE 93732,Berlin Ostbahnhof (an 15:09),
15:08,RE 33696,Berlin-Wannsee (an 15:20),
15:08,RE 94736,Berlin-Wannsee (an 15:20),
15:12 Ausfall,IC 2034,Norddeich Mole (an 22:14),3
15:19,RE 3122,Cottbus Hbf (an 16:55),1
15:21 (+1),RE 3727,Dessau Hbf (an 16:53),3
15:30,RE 92642,Potsdam Hbf (an 15:51),
15:30,RE 94773,Berlin Ostbahnhof (an 15:46),
15:30,RE 94778,Potsdam Hbf (an 15:51),
15:39 (+4),RE 3724,Senftenberg (an 17:41),2
15:44,RE 3123,Hennigsdorf(b Berlin) (an 16:23),4
15:52,RE 93734,Berlin Ostbahnhof (an 16:09),
16:08,RE 92478,Berlin-Wannsee (an 16:20),
16:19,RE 3124,Cottbus Hbf (an 17:55),1
16:21,RE 3729,Dessau Hbf (an 17:53),4
16:30,RB 94780,Potsdam Hbf (an 16:51),4
16:30,RE 75859,Potsdam Hbf (an 16:51),
16:30,RE 94775,Berlin Ostbahnhof (an 16:46),
16:39 (+3),RE 3726,Senftenberg (an 18:41),2
16:44,RE 3125,Hennigsdorf(b Berlin) (an 17:23),4
16:52,RE 93736,Berlin Ostbahnhof (an 17:09),
17:08,RE 94740,Berlin-Wannsee (an 17:20),
17:19,RE 3126,Cottbus Hbf (an 18:55),1
17:21 (+3),RE 3731,Dessau Hbf (an 18:53),4
17:30,RB 94782,Berlin-Wannsee (an 17:41),
17:30,RE 75861,Potsdam Hbf (an 17:51),
17:30,RE 94777,Berlin Ostbahnhof (an 17:46),
17:39 (+1),RE 3728,Senftenberg (an 19:41),2
17:44,RE 3127,Hennigsdorf(b Berlin) (an 18:23),4
17:52,RE 93738,Berlin Ostbahnhof (an 18:09),
18:08,RE 92496,Berlin-Wannsee (an 18:20),
18:08,RE 94742,Berlin-Wannsee (an 18:20),
18:19,RE 3128,Cottbus Hbf (an 19:55),1
18:21 (+2),RE 3733,Dessau Hbf (an 19:53),3
18:30,RB 94779,Berlin Ostbahnhof (an 18:46),
18:30,RE 75863,Potsdam Hbf (an 18:51),
18:30,RE 94779,Berlin Ostbahnhof (an 18:46),
18:30,RE 94784,Berlin-Wannsee (an 18:41),
18:39 (+3),RE 3730,Senftenberg (an 20:41),2
18:44,RE 3129,Hennigsdorf(b Berlin) (an 19:23),4
18:45 (+19),IC 2431,Cottbus Hbf (an 20:21),1
18:52,RB 94739,Berlin Ostbahnhof (an 19:09),
18:52,RE 94739,Berlin Ostbahnhof (an 19:09),
18:58 Ausfall,ICE 1549,Berlin Ostbahnhof (an 19:13),2
19:08,RE 94744,Berlin-Wannsee (an 19:20),
19:19 (+1),RE 3130,Cottbus Hbf (an 20:55),1
19:21 (+8),RE 3735,Dessau Hbf (an 20:53),3
19:30,RB 94781,Berlin Ostbahnhof (an 19:46),
19:30,RB 94786,Potsdam Hbf (an 19:51),
19:30,RE 75865,Potsdam Hbf (an 19:51),
19:30,RE 94781,Berlin Ostbahnhof (an 19:46),
19:39 (+1),RE 3732,Senftenberg (an 21:41),2
19:44 (+3),RE 3131,Hennigsdorf(b Berlin) (an 20:23),4
19:52,RE 93742,Berlin Ostbahnhof (an 20:09),
19:52,RE 94741,Berlin Ostbahnhof (an 20:09),
20:05 (+7),ICE 540,Köln Hbf (an 01:39),4
20:08,RE 94746,Berlin-Wannsee (an 20:20),
20:19 (+1),RE 3132,Cottbus Hbf (an 21:55),1
20:21 (+1),RE 3737,Dessau Hbf (an 21:53),3
20:30,RE 94783,Berlin Ostbahnhof (an 20:46),
20:30,RE 94788,Potsdam Hbf (an 20:51),
20:35 (+1),ICE 679,Kassel-Wilhelmshöhe (an 23:55),3
20:39 (+4),RE 3734,Lübbenau(Spreewald) (an 22:04),2
20:44,RE 3133,Berlin-Spandau (an 20:54),
20:52,RE 93744,Berlin Ostbahnhof (an 21:09),
20:52,RE 94743,Berlin Ostbahnhof (an 21:09),
21:00 Ausfall,ICE 1055,Berlin Ostbahnhof (an 21:15),2
21:08,RE 94748,Berlin-Wannsee (an 21:20),
21:15 (+42),ICE 643,Berlin Ostbahnhof (an 21:29),1
21:19,RE 3134,Cottbus Hbf (an 22:55),1
21:21,RE 3739,Dessau Hbf (an 22:53),3
21:30,RE 94785,Berlin Ostbahnhof (an 21:46),
21:39,RE 3736,Lübbenau(Spreewald) (an 23:04),2
21:43 (+10),ICE 840,Hannover Hbf (an 00:09),3
21:44,RE 3135,Hennigsdorf(b Berlin) (an 22:25),4
22:02,RE 94790,Berlin-Wannsee (an 22:14),
22:24,RE 3741,Bad Belzig (an 23:19),4
22:27,ICE 945,Berlin Ostbahnhof (an 22:39),1
22:44,RE 3137,Hennigsdorf(b Berlin) (an 23:26),4
22:47,RE 3136,Cottbus Hbf (an 00:40),1
22:52,RE 94747,Berlin Ostkreuz (an 23:14),
23:02,RB 94792,Berlin-Wannsee (an 23:14),
23:02,RE 91393,Potsdam Hbf (an 23:22),
23:21,RE 3743,Dessau Hbf (an 00:53),3
23:34 (+6),ICE 645,Berlin Ostbahnhof (an 23:49),2
23:39,RE 3740,Berlin Ostbahnhof (an 23:56),2
23:44,RE 3139,Berlin-Charlottenburg (an 23:46),4
23:46,RE 3138,Cottbus Hbf (an 01:40),1
23:48 (+1),ICE 1540,Köln Hbf (an 06:12),3
23:52,RB 21958,Berlin-Charlottenburg (an 23:54),4
23:52,RE 94749,Erkner (an 00:31),2
