Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:15,RE 73826,Berlin Hbf (an 00:21),
00:48,RB 94796,Berlin Hbf (an 00:53),
01:43,RB 94752,Berlin Gesundbrunnen (an 01:50),
01:43,RE 73752,Berlin-Wannsee (an 03:10),
02:23,RE 3701,Berlin-Wannsee (an 02:49),
02:23,RE 3703,Berlin-Wannsee (an 02:48),
03:00,RE 1,Magdeburg Hbf (an 21:50),
03:00,RE 94754,Berlin Hbf (an 03:05),
04:56,RE 94716,Berlin-Wannsee (an 05:21),
05:16,RE 94758,Potsdam Hbf (an 05:51),
05:29,RE 3103,Berlin-Spandau (an 05:54),
05:29,RE 92303,Berlin-Spandau (an 05:54),
05:33,RE 2,Dresden Hbf (an 08:33),
05:33,RE 3102,Cottbus Hbf (an 06:56),1
05:54,RE 94718,Berlin-Wannsee (an 06:20),2
06:06,RE 94713,Erkner (an 06:31),1
06:16,RE 94760,Potsdam Hbf (an 06:51),2
06:29,RE 3105,Berlin-Spandau (an 06:54),
06:33,RE 3104,Cottbus Hbf (an 07:57),1
06:53,RE 3706,Berlin Ostbahnhof (an 06:56),1
06:54,RE 92078,Berlin-Wannsee (an 07:20),
06:54,RE 94720,Berlin-Wannsee (an 07:20),2
07:06,RE 94715,Erkner (an 07:31),1
07:08,RE 3711,Dessau Hbf (an 08:53),2
07:16,RE 75851,Potsdam Hbf (an 07:51),
07:16,RE 94762,Potsdam Hbf (an 07:51),
07:29,RE 3107,Hennigsdorf(b Berlin) (an 08:23),2
07:33,RE 3106,Cottbus Hbf (an 08:56),1
07:53 (+1),RE 3708,Senftenberg (an 09:41),1
07:54,RE 33682,Berlin-Wannsee (an 08:20),
07:54,RE 94722,Berlin-Wannsee (an 08:20),
08:08,RE 3713,Dessau Hbf (an 09:53),2
08:16,RB 94764,Berlin-Wannsee (an 08:41),
08:16,RE 75853,Potsdam Hbf (an 08:51),
08:29,RE 3109,Hennigsdorf(b Berlin) (an 09:23),2
08:33,RE 3108,Cottbus Hbf (an 09:55),1
08:53,RE 3710,Senftenberg (an 10:41),1
08:54,RE 33684,Berlin-Wannsee (an 09:20),
08:54,RE 94724,Berlin Hbf (an 08:59),
09:08 Ausfall,RE 3715,Dessau Hbf (an 10:53),2
09:16,RE 75855,Potsdam Hbf (an 09:51),
09:16,RE 94766,Berlin-Wannsee (an 09:41),
09:29,RE 3111,Berlin-Spandau (an 09:54),
