Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:12,RB 62086,Berlin-Spandau (an 00:35),
00:16,RE 3360,Angermünde (an 01:53),
00:16,RE 3366,Angermünde (an 01:53),3
00:19,RE 3359,Jüterbog (an 01:19),1
00:20,RB 21964,Berlin Hbf (an 00:23),4
00:36,RB 21966,Berlin Hbf (an 00:39),4
00:43,RE 3363,Halle(Saale)Hbf (an 03:12),
00:56,RB 21967,Naumburg(Saale)Hbf (an 13:13),1
01:57,RE 3362,Eberswalde Hbf (an 02:48),
04:42,RB 62094,Wustermark (an 05:18),
04:50,RE 3369,Berlin Südkreuz (an 04:53),2
04:50 (+1),RE 62040,Elsterwerda (an 06:29),
05:05 (+1),RB 56801,Schwerin Hbf (an 07:48),3
05:05,RE 56801,Schwerin Hbf (an 07:48),
05:10,RE 62003,Elstal (an 05:53),4
05:12 (+1),RE 3144,Jüterbog (an 05:56),
05:15 (+1),RE 3302,Stralsund Hbf (an 08:45),3
05:15,RE 3340,Greifswald (an 08:19),
05:17,RE 4351,Berlin Südkreuz (an 05:23),2
05:35 (+1),RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),
05:41 (+1),RE 3504,Stralsund Hbf (an 08:51),3
05:42,RB 62050,Wustermark (an 06:19),
05:46 (+21),RE 62000,Elsterwerda (an 07:15),1
05:48 (+1),RE 3167,Stendal Hbf (an 07:13),3
06:03,RB 18500,Lübbenau(Spreewald) (an 07:18),1
06:10,RE 3164,Jüterbog (an 06:54),2
06:12,RE 62005,Elstal (an 06:49),4
06:16,RE 3342,Schwedt(Oder) (an 07:55),3
06:17 (+2),RB 62051,Rangsdorf (an 06:38),1
06:18,RE 3503,Sargans (an 22:24),2
06:41 (+2),RE 4352,Rostock Hbf (an 09:21),3
06:42 (+1),RB 62052,Wustermark (an 07:18),
06:43,RE 3,Erfurt Hbf (an 21:00),
06:43 (+2),RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),
06:47 (+3),RE 3147,Rathenow (an 07:52),3
06:48,RE 62002,Elsterwerda (an 08:31),1
06:50 (+2),RB 18503,Berlin Hbf (an 06:53),4
07:04,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:04,RE 20,Cottbus Hbf (an 21:48),
07:10 (+1),RE 62007,Elstal (an 07:53),4
07:12 (+1),RE 3146,Falkenberg(Elster) (an 08:44),2
07:15,RE 3304,Stralsund Hbf (an 10:44),
07:17 (+3),RB 62053,Rangsdorf (an 07:38),1
07:17 (+2),RE 4353,Berlin Südkreuz (an 07:23),2
07:35,RE 3343,Luckenwalde (an 08:27),1
07:40,RE 3506,St. Gallen(CH) (an 23:34),3
07:43 (+17),RB 62054,Wustermark (an 08:18),
07:46 (+1),RE 62004,Elsterwerda (an 09:14),1
07:49,RE 3169,Stendal Hbf (an 09:30),3
07:50,RB 18505,Berlin Hbf (an 07:53),4
08:04,RB 18504,Lübbenau(Spreewald) (an 09:15),1
08:10 (+7),RE 3166,Jüterbog (an 08:54),2
08:12 (+21),RE 62009,Elstal (an 08:49),4
08:16 (+10),RE 3344,Schwedt(Oder) (an 09:55),3
08:17 (+7),RB 62055,Berlin Südkreuz (an 08:21),1
08:19 (+1),RE 3505,Sargans (an 23:24),2
08:41 (+1),RE 4354,Rostock Hbf (an 11:21),3
08:42 (+6),RB 62056,Wustermark (an 09:18),4
08:43,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2
08:47,RE 3149,Rathenow (an 09:54),3
08:48,RE 62006,Elsterwerda (an 10:31),1
08:49 (+2),RB 18507,Berlin Hbf (an 08:53),4
09:04,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:10 (+22),RE 62011,Elstal (an 09:55),4
09:12 (+14),RE 3148,Falkenberg(Elster) (an 10:44),2
09:15,RE 3306,Stralsund Hbf (an 12:44),3
09:17 (+1),RB 62057,Berlin Südkreuz (an 09:21),1
09:17 (+1),RE 4355,Berlin Südkreuz (an 09:23),2
09:35 (+13),RE 3345,Luckenwalde (an 10:27),1
09:41,RE 3508,Stralsund Hbf (an 12:51),3
09:42,RB 62058,Wustermark (an 10:18),
09:46 (+2),RE 62008,Baruth(Mark) (an 10:36),1
09:48 (+13),RE 3171,Stendal Hbf (an 11:30),3
09:50 (+3),RB 18509,Berlin Hbf (an 09:53),4
10:04,RB 18508,Lübbenau(Spreewald) (an 11:15),1
10:05 (+1),RB 21850,Berlin Hbf (an 10:08),4
10:10 (+4),RE 3168,Jüterbog (an 10:54),2
10:12,RE 62013,Elstal (an 10:49),4
10:16 (+1),RE 3346,Schwedt(Oder) (an 11:55),3
10:17 (+1),RB 62059,Berlin Südkreuz (an 10:22),1
10:17,RE 3507,Berlin Südkreuz (an 10:24),2
10:21,RB 21852,Berlin Hbf (an 10:24),4
10:26,RB 21857,Flughafen BER (an 10:45),1
10:36,RB 21854,Berlin Hbf (an 10:39),4
10:41,RE 4356,Rostock Hbf (an 13:21),3
10:42,RB 62060,Wustermark (an 11:18),
10:43,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2
10:47 (+5),RE 3151,Rathenow (an 11:54),3
10:48,RE 62010,Elsterwerda (an 12:31),1
10:50 (+2),RB 18511,Berlin Hbf (an 10:53),4
10:56,RB 21861,Flughafen BER (an 11:14),1
11:04,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:05 (+8),RB 21858,Berlin Hbf (an 11:08),4
11:10 (+1),RE 62015,Elstal (an 11:53),4
11:12 (+1),RE 3150,Falkenberg(Elster) (an 12:44),2
11:15 (+10),RE 3308,Stralsund Hbf (an 14:44),3
11:17 (+10),RB 62061,Berlin Südkreuz (an 11:21),1
11:17,RE 4357,Berlin Südkreuz (an 11:23),2
11:20,RB 21860,Berlin Hbf (an 11:23),4
11:26,RB 21865,Flughafen BER (an 11:45),1
11:35 (+3),RE 3347,Luckenwalde (an 12:27),
11:36,RB 21862,Berlin Hbf (an 11:39),4
11:41,RB 21867,Flughafen BER (an 12:00),1
11:41 (+3),RE 3510,Stralsund Hbf (an 14:51),3
11:43,RB 62062,Wustermark (an 12:18),
11:46,RE 62012,Baruth(Mark) (an 12:36),1
11:50 (+18),RB 18513,Berlin Hbf (an 11:53),4
11:50 (+2),RE 3173,Stendal Hbf (an 13:30),3
12:04,RB 18512,Lübbenau(Spreewald) (an 13:15),1
12:07 (+7),RB 21866,Berlin Hbf (an 12:09),4
12:10 (+1),RE 3170,Jüterbog (an 12:54),
12:12 (+7),RE 62017,Elstal (an 12:49),4
12:16,RE 3348,Angermünde (an 13:23),
12:17 (+2),RB 62063,Berlin Südkreuz (an 12:21),1
12:19 Ausfall,RE 18751,Berlin Südkreuz (an 12:25),2
12:19 Ausfall,RE 3509,Berlin Südkreuz (an 12:25),2
12:20 (+3),RB 21868,Berlin Hbf (an 12:23),4
12:26,RB 21873,Flughafen BER (an 12:46),1
12:36,RB 21870,Berlin Hbf (an 12:39),4
12:41,RB 21875,Flughafen BER (an 13:00),1
12:41 Ausfall,RE 4358,Rostock Hbf (an 15:21),3
12:42,RB 62064,Wustermark (an 13:19),
12:43 (+2),RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),2
12:47 (+1),RE 3153,Rathenow (an 13:54),3
12:48,RE 62014,Elsterwerda (an 14:31),1
