Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:16,00:16,RE 3366,Eberswalde Hbf (an 01:04),
00:16,00:16,RE 93066,Berlin Gesundbrunnen (an 00:26),
04:42,04:42,RB 62094,Berlin-Spandau (an 04:59),
04:50,04:50,RE 3369,Berlin Südkreuz (an 04:53),2
04:50,04:50,RE 62040,Elsterwerda (an 06:29),
05:05,05:05,RB 56801,Schwerin Hbf (an 07:48),3
05:05,05:05,RE 56801,Schwerin Hbf (an 07:48),
05:10,05:10,RE 62003,Elstal (an 05:53),4
05:15,05:15,RE 3302,Stralsund Hbf (an 08:45),3
05:35,05:35,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),1
05:41,05:41,RE 3504,Stralsund Hbf (an 08:51),
05:42,05:42,RB 62050,Berlin-Spandau (an 05:59),
05:46,05:46,RE 62000,Elsterwerda (an 07:15),1
05:48,05:48,RE 3167,Stendal Hbf (an 07:13),
06:03,06:03,RB 18500,Lübbenau(Spreewald) (an 07:18),
06:03,06:03,RE 20,Magdeburg Hbf (an 23:03),
06:12,06:12,RE 62005,Elstal (an 06:49),4
06:16,06:16,RE 3342,Schwedt(Oder) (an 07:55),3
06:41,06:41,RE 4352,Rostock Hbf (an 09:21),3
06:42,06:42,RB 62052,Berlin-Spandau (an 06:59),
06:43,06:43,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2
06:47,06:47,RE 3147,Berlin-Spandau (an 07:04),
06:48,06:48,RE 62002,Elsterwerda (an 08:31),1
07:04,07:04,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:10,07:10,RE 62007,Elstal (an 07:53),4
07:12,07:12,RE 3146,Herzberg(Elster) (an 08:31),2
07:15,07:15,RE 3304,Stralsund Hbf (an 10:44),3
07:17,07:17,RB 62053,Rangsdorf (an 07:38),1
07:17,07:17,RE 4353,Berlin Südkreuz (an 07:23),2
07:35,07:35,RE 3343,Luckenwalde (an 08:27),1
07:40,07:40,RE 3506,St. Gallen(CH) (an 23:34),3
07:43,07:43,RB 62054,Berlin-Spandau (an 07:59),
07:46,07:46,RE 62004,Elsterwerda (an 09:14),1
07:49,07:49,RE 3169,Stendal Hbf (an 09:30),3
07:50,07:50,RB 18505,Berlin Hbf (an 07:53),4
08:04,08:04,RB 18504,Lübbenau(Spreewald) (an 09:15),
08:12,08:12,RE 62009,Berlin-Spandau (an 08:35),
08:16,08:16,RE 3344,Schwedt(Oder) (an 09:55),3
08:19,08:19,RE 3505,Sargans (an 23:24),2
08:41 (+1),08:42,RE 4354,Rostock Hbf (an 11:21),3
08:42,08:42,RB 62056,Berlin-Spandau (an 08:59),
08:43,08:43,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2
08:47,08:47,RE 3149,Berlin-Spandau (an 09:04),
08:48,08:48,RE 62006,Elsterwerda (an 10:31),1
09:04,09:04,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:10 (+30),09:40,RE 62011,Elstal (an 09:55),4
09:12,09:12,RE 3148,Herzberg(Elster) (an 10:31),2
09:15,09:15,RE 3306,Stralsund Hbf (an 12:44),3
09:17,09:17,RB 62057,Berlin Südkreuz (an 09:21),1
09:17 (+1),09:18,RE 4355,Berlin Südkreuz (an 09:23),2
09:35,09:35,RE 3345,Luckenwalde (an 10:27),1
09:41,09:41,RE 3508,Tramelan gare (an 18:37),3
09:42,09:42,RB 62058,Berlin-Spandau (an 09:59),
09:46,09:46,RE 62008,Baruth(Mark) (an 10:36),1
09:48 (+5),09:53,RE 3171,Stendal Hbf (an 11:30),3
09:50,09:50,RB 18509,Berlin Hbf (an 09:53),4
10:04,10:04,RB 18508,Lübbenau(Spreewald) (an 11:15),
10:05,10:05,RB 21850,Berlin Hbf (an 10:08),4
10:10,10:10,RE 3168,Jüterbog (an 10:54),2
10:12,10:12,RE 62013,Elstal (an 10:49),4
10:16,10:16,RE 3346,Schwedt(Oder) (an 11:55),3
10:17,10:17,RE 3507,Berlin Südkreuz (an 10:24),2
10:41,10:41,RE 4356,Rostock Hbf (an 13:21),3
10:42,10:42,RB 62060,Berlin-Spandau (an 10:59),
10:43,10:43,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2
10:47,10:47,RE 3151,Rathenow (an 11:54),3
10:48,10:48,RE 62010,Elsterwerda (an 12:31),1
11:04,11:04,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:10,11:10,RE 62015,Elstal (an 11:53),4
11:12,11:12,RE 3150,Thyrow (an 11:35),
