Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:06 Ausfall,RE 73749,Frankfurt(Oder) (an 01:18),1
00:15,RE 73826,Berlin Hbf (an 00:21),
00:21,RE 7,Lübbenau(Spreewald) (an 19:54),
00:21,RE 94045,Berlin Hbf (an 00:27),
00:48,RE 73796,Brandenburg Hbf (an 01:54),
01:29 (+53),RE 73791,Frankfurt(Oder) (an 02:38),1
01:43,RE 73752,Berlin Hbf (an 01:48),
04:08,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:17,RE 73751,Frankfurt(Oder) (an 05:29),
04:27,RE 2,Düsseldorf Hbf (an 23:53),
04:27,RE 3101,Berlin-Spandau (an 04:53),
04:32,RE 73756,Brandenburg Hbf (an 05:33),2
04:37,RE 73801,Frankfurt(Oder) (an 05:36),
04:56,RE 73716,Magdeburg Hbf (an 06:50),2
05:08,RE 3707,Berlin-Wannsee (an 05:34),
05:16,RE 73758,Brandenburg Hbf (an 06:19),
05:22 (+13),RE 73753,Frankfurt(Oder) (an 06:35),1
05:54,RE 73718,Magdeburg Hbf (an 07:50),2
06:08,RE 3709,Berlin-Wannsee (an 06:34),
06:16,RE 73760,Potsdam Hbf (an 06:51),
06:34,RE 73804,Brandenburg Hbf (an 07:33),
06:43,RE 73755,Frankfurt(Oder) (an 07:47),1
06:54,RE 73720,Magdeburg Hbf (an 08:50),2
07:06 (+1),RE 73715,Frankfurt(Oder) (an 08:20),1
07:08,RE 3711,Berlin-Wannsee (an 07:34),
07:16,RE 73762,Brandenburg Hbf (an 08:23),
07:21,RE 73805,Berlin Ostbahnhof (an 07:24),1
07:34,RE 73806,Brandenburg Hbf (an 08:33),
07:43,RE 73757,Frankfurt(Oder) (an 08:43),1
07:44,RB 18146,Potsdam Hbf (an 08:19),
07:54,RE 73722,Magdeburg Hbf (an 09:50),2
08:06 (+1),RE 73717,Frankfurt(Oder) (an 09:18),1
08:08,RE 3713,Berlin-Wannsee (an 08:34),
08:16,RE 73764,Brandenburg Hbf (an 09:19),
08:34,RE 73808,Brandenburg Hbf (an 09:33),2
08:43,RE 73759,Frankfurt(Oder) (an 09:43),1
08:44,RB 18148,Golm (an 09:36),2
08:54 (+1),RE 73724,Magdeburg Hbf (an 10:50),2
09:06 (+1),RE 73719,Frankfurt(Oder) (an 10:18),1
09:08,RE 3715,Dessau Hbf (an 10:53),2
09:16,RE 73766,Brandenburg Hbf (an 10:19),2
09:34,RB 73810,Brandenburg Hbf (an 10:33),2
09:43,RE 73761,Frankfurt(Oder) (an 10:43),1
09:44,RB 18150,Golm (an 10:36),2
09:53,RE 3712,Berlin Ostbahnhof (an 09:56),1
09:54 (+2),RE 73726,Magdeburg Hbf (an 11:50),2
10:06,RE 73721,Frankfurt(Oder) (an 11:18),1
10:08,RE 3717,Berlin-Charlottenburg (an 10:24),
10:16,RE 73768,Brandenburg Hbf (an 11:19),2
10:17,RB 18149,Berlin Ostbahnhof (an 10:21),1
10:21 (+2),RE 73811,Berlin Ostkreuz (an 10:31),1
10:43,RE 73763,Frankfurt(Oder) (an 11:43),1
10:53 (+2),RE 3714,Berlin Ostbahnhof (an 10:56),1
10:54 (+1),RE 73728,Magdeburg Hbf (an 12:50),2
11:06,RE 73723,Frankfurt(Oder) (an 12:18),1
11:08 (+1),RE 3719,Dessau Hbf (an 12:53),2
11:16,RE 73770,Brandenburg Hbf (an 12:19),2
11:43,RE 73765,Frankfurt(Oder) (an 12:43),1
11:53 (+17),RE 3716,Berlin Ostbahnhof (an 11:56),1
11:54 (+3),RE 73730,Magdeburg Hbf (an 13:50),2
12:06 (+7),RE 73725,Frankfurt(Oder) (an 13:18),1
12:08,RE 3721,Berlin-Wannsee (an 12:34),
12:16,RE 73772,Brandenburg Hbf (an 13:19),
12:43,RE 73767,Frankfurt(Oder) (an 13:43),
12:54,RE 73732,Magdeburg Hbf (an 14:50),
13:06 (+3),RE 73727,Frankfurt(Oder) (an 14:18),1
13:08,RE 3723,Berlin-Wannsee (an 13:34),
13:16,RE 73774,Brandenburg Hbf (an 14:19),
13:43,RE 73769,Frankfurt(Oder) (an 14:43),1
13:54 (+13),RE 73734,Magdeburg Hbf (an 15:50),2
14:06 (+12),RE 73729,Frankfurt(Oder) (an 15:18),1
14:08,RE 3725,Dessau Hbf (an 15:53),2
14:16,RE 73776,Brandenburg Hbf (an 15:19),2
14:34,RE 73812,Brandenburg Hbf (an 15:33),2
14:43,RE 73771,Frankfurt(Oder) (an 15:43),1
14:44,RB 18160,Golm (an 15:36),2
14:53,RE 3722,Berlin Ostbahnhof (an 14:56),1
14:54 (+14),RE 73736,Magdeburg Hbf (an 16:50),2
15:06 (+1),RE 73731,Frankfurt(Oder) (an 16:18),1
15:08,RE 3727,Dessau Hbf (an 16:53),2
15:16,RE 73778,Brandenburg Hbf (an 16:23),2
15:17,RB 18159,Berlin Ostbahnhof (an 15:21),1
15:21,RB 73813,Berlin Ostbahnhof (an 15:24),1
15:34,RE 73814,Brandenburg Hbf (an 16:33),2
15:43,RE 73773,Frankfurt(Oder) (an 16:43),1
15:44,RB 18162,Golm (an 16:36),2
15:53,RE 3724,Berlin Ostbahnhof (an 15:56),1
15:54 (+1),RE 73738,Magdeburg Hbf (an 17:50),2
16:06 (+2),RE 73733,Frankfurt(Oder) (an 17:18),1
16:08,RE 3729,Dessau Hbf (an 17:53),2
16:16,RE 73780,Brandenburg Hbf (an 17:19),2
16:17,RB 18161,Berlin Ostbahnhof (an 16:21),1
16:21,RE 73815,Berlin Ostbahnhof (an 16:24),1
16:34,RE 73816,Brandenburg Hbf (an 17:33),2
16:43,RE 73775,Frankfurt(Oder) (an 17:43),1
16:44,RB 18164,Golm (an 17:36),2
16:53 (+6),RE 3726,Berlin Ostbahnhof (an 16:56),1
16:54 (+10),RE 73740,Magdeburg Hbf (an 18:50),2
17:06 (+12),RE 73735,Frankfurt(Oder) (an 18:18),1
17:08,RE 3731,Dessau Hbf (an 18:53),2
17:16,RE 73782,Brandenburg Hbf (an 18:23),
17:17,RB 18163,Berlin Ostbahnhof (an 17:21),1
17:21,RE 73817,Berlin Ostbahnhof (an 17:24),1
17:34,RE 73818,Brandenburg Hbf (an 18:34),
17:43,RE 73777,Frankfurt(Oder) (an 18:43),1
17:44,RB 18166,Potsdam Hbf (an 18:19),
17:54,RE 73742,Magdeburg Hbf (an 19:50),
18:06 (+1),RE 73737,Frankfurt(Oder) (an 19:18),1
18:08,RE 3733,Berlin-Wannsee (an 18:34),
18:16,RE 73784,Brandenburg Hbf (an 19:19),2
18:34,RE 73820,Brandenburg Hbf (an 19:33),2
18:43,RE 73779,Frankfurt(Oder) (an 19:47),1
18:54 (+8),RE 73744,Magdeburg Hbf (an 20:50),2
19:08,RE 3735,Berlin-Wannsee (an 19:34),
19:16,RE 73786,Brandenburg Hbf (an 20:19),
19:34,RB 73822,Berlin Hbf (an 19:39),
19:54,RE 73746,Magdeburg Hbf (an 21:50),
20:06 (+11),RE 73741,Frankfurt(Oder) (an 21:18),1
20:08,RE 3737,Berlin-Wannsee (an 20:34),
20:16 (+11),RE 73788,Brandenburg Hbf (an 21:21),2
20:43 (+1),RE 73783,Frankfurt(Oder) (an 21:43),1
20:53,RE 3734,Berlin Ostbahnhof (an 20:56),1
20:54 (+4),RE 73748,Magdeburg Hbf (an 22:50),2
21:06 (+2),RE 73743,Frankfurt(Oder) (an 22:18),1
21:08 (+1),RE 3739,Dessau Hbf (an 22:53),2
21:21 (+1),RE 73825,Eisenhüttenstadt (an 22:51),1
21:43 (+1),RE 73785,Frankfurt(Oder) (an 22:43),1
21:48,RE 73790,Magdeburg Hbf (an 23:55),2
