Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:48,04:48,RE 73756,Berlin Ostkreuz (ab 04:23),4
05:04,05:04,RE 73753,Kirchmöser (ab 04:16),1
05:12,05:12,RE 73716,Erkner (ab 04:24),4
05:14,05:14,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:32,05:32,RE 73758,Erkner (ab 04:50),4
06:04,06:04,RB 73803,Brandenburg Hbf (ab 05:22),1
06:11,06:11,RE 73718,Eisenhüttenstadt (ab 04:21),4
06:14,06:14,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:25,06:25,RE 73755,Brandenburg Hbf (ab 05:44),1
06:27,06:27,EC 430,Przemysl Glowny (ab 18:49),3
06:34,06:34,RE 3706,Dessau Hbf (ab 05:05),2
06:46,06:46,RE 3105,Cottbus Hbf (ab 04:57),3
06:47,06:47,RE 73715,Magdeburg Hbf (ab 05:01),1
07:24,07:24,RE 3711,Senftenberg (ab 05:11),4
07:25,07:25,RE 73757,Brandenburg Hbf (ab 06:44),1
07:47,07:47,RE 73717,Magdeburg Hbf (ab 06:12),1
08:11,08:11,RE 73722,Eisenhüttenstadt (ab 06:20),4
08:32,08:32,RE 73764,Eisenhüttenstadt (ab 06:20),4
08:46,08:46,RE 3109,Cottbus Hbf (ab 07:03),3
08:50,08:50,RE 73808,Berlin Ostbahnhof (ab 08:30),4
09:14,09:14,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:24,09:24,RE 3715,Senftenberg (ab 07:14),4
09:34,09:34,RE 3712,Dessau Hbf (ab 08:05),2
09:47,09:47,RE 73721,Magdeburg Hbf (ab 08:12),1
10:11,10:11,RE 73726,Frankfurt(Oder) (ab 08:38),4
10:13,10:13,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:24,10:24,RE 3717,Senftenberg (ab 08:14),4
10:32,10:32,RE 73768,Frankfurt(Oder) (ab 09:08),4
10:46,10:46,RE 3113,Cottbus Hbf (ab 09:03),3
10:47,10:47,RE 73723,Magdeburg Hbf (ab 09:12),1
11:11,11:11,RE 73728,Frankfurt(Oder) (ab 09:38),4
11:14,11:14,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),1
11:24,11:24,RE 3719,Senftenberg (ab 09:14),4
11:25,11:25,RE 73765,Brandenburg Hbf (ab 10:44),1
11:34,11:34,RE 3716,Dessau Hbf (ab 10:05),2
11:47,11:47,RE 73725,Magdeburg Hbf (ab 10:12),1
12:11,12:11,RE 73730,Frankfurt(Oder) (ab 10:38),4
12:14,12:14,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:24,12:24,RE 3721,Senftenberg (ab 10:14),4
12:34,12:34,RE 3718,Dessau Hbf (ab 11:05),2
12:46,12:46,RE 3117,Cottbus Hbf (ab 11:03),3
13:11,13:11,RE 73732,Frankfurt(Oder) (ab 11:38),4
13:14,13:14,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:24,13:24,RE 3723,Senftenberg (ab 11:14),4
13:32,13:32,RE 73774,Frankfurt(Oder) (ab 12:07),4
13:34,13:34,RE 3720,Dessau Hbf (ab 12:05),2
13:46,13:46,RE 3119,Cottbus Hbf (ab 12:03),3
13:47,13:47,RE 73729,Magdeburg Hbf (ab 12:12),1
14:11,14:11,RE 73734,Frankfurt(Oder) (ab 12:38),4
14:14,14:14,RE 3120,Hennigsdorf(b Berlin) (ab 13:35),1
14:24,14:24,RE 3725,Senftenberg (ab 12:14),4
14:25,14:25,RE 73771,Brandenburg Hbf (ab 13:44),1
14:32,14:32,RE 73776,Frankfurt(Oder) (ab 13:07),4
14:34,14:34,RE 3722,Dessau Hbf (ab 13:05),2
14:46,14:46,RE 3121,Cottbus Hbf (ab 13:03),3
14:47,14:47,RE 73731,Magdeburg Hbf (ab 13:12),1
14:50,14:50,RE 73812,Berlin Ostkreuz (ab 14:26),4
14:59,14:59,RB 18159,Potsdam Hbf (ab 14:41),1
15:01 (+8),15:09,RB 18160,Berlin Ostbahnhof (ab 14:39),4
15:04,15:04,RB 73813,Brandenburg Hbf (ab 14:22),1
15:11 (+4),15:15,RE 73736,Frankfurt(Oder) (ab 13:38),4
15:14,15:14,RE 3122,Hennigsdorf(b Berlin) (ab 14:35),1
15:24 (+24),15:48,RE 3727,Senftenberg (ab 13:14),4
15:25,15:25,RE 73773,Brandenburg Hbf (ab 14:44),1
15:32,15:32,RE 73778,Frankfurt(Oder) (ab 14:07),4
15:34 (+9),15:43,RE 3724,Dessau Hbf (ab 14:05),2
15:46 (+11),15:57,RE 3123,Cottbus Hbf (ab 14:03),3
15:47 (+4),15:51,RE 73733,Magdeburg Hbf (ab 14:12),1
15:50,15:50,RE 73814,Berlin Ostbahnhof (ab 15:30),
15:59,15:59,RB 18161,Potsdam Hbf (ab 15:41),1
16:04,16:04,RE 73815,Brandenburg Hbf (ab 15:22),1
16:10,16:10,RE 73738,Frankfurt(Oder) (ab 14:38),4
16:13,16:13,RE 3124,Hennigsdorf(b Berlin) (ab 15:35),1
16:24,16:24,RE 3729,Troisvierges (ab 04:35),4
16:25,16:25,RE 73775,Brandenburg Hbf (ab 15:44),1
16:32,16:32,RE 73780,Frankfurt(Oder) (ab 15:07),4
16:34,16:34,RE 3726,Dessau Hbf (ab 15:05),2
16:46,16:46,RE 3125,Cottbus Hbf (ab 15:03),3
17:11,17:11,RE 73740,Frankfurt(Oder) (ab 15:38),4
17:14,17:14,RE 3126,Hennigsdorf(b Berlin) (ab 16:35),1
17:24,17:24,RE 3731,Senftenberg (ab 15:14),4
17:34 (+35),18:09,RE 3728,Dessau Hbf (ab 16:05),2
17:46 (+38),18:24,RE 3127,Cottbus Hbf (ab 16:03),3
17:47,17:47,RE 73737,Magdeburg Hbf (ab 16:12),1
17:59,17:59,RB 18165,Potsdam Hbf (ab 17:41),1
18:04,18:04,RE 73819,Brandenburg Hbf (ab 17:22),1
18:11,18:11,RE 73742,Frankfurt(Oder) (ab 16:38),4
18:14,18:14,RE 3128,Hennigsdorf(b Berlin) (ab 17:34),1
18:24 (+93),19:57,RE 3733,Senftenberg (ab 16:14),4
18:25,18:25,RE 73779,Brandenburg Hbf (ab 17:45),1
18:32,18:32,RE 73784,Frankfurt(Oder) (ab 17:07),4
18:34 (+18),18:52,RE 3730,Dessau Hbf (ab 17:05),2
18:46 (+17),19:03,RE 3129,Rudersberg-Oberndorf (ab 07:19),3
18:47 (+7),18:54,RE 73739,Magdeburg Hbf (ab 17:12),1
18:50,18:50,RE 73820,Berlin Ostbahnhof (ab 18:30),
19:04,19:04,RE 73821,Brandenburg Hbf (ab 18:21),1
19:11,19:11,RE 73744,Frankfurt(Oder) (ab 17:38),4
19:13,19:13,RE 3130,Hennigsdorf(b Berlin) (ab 18:34),1
19:24,19:24,RE 3735,Senftenberg (ab 17:14),4
19:25,19:25,RE 73781,Brandenburg Hbf (ab 18:44),1
