Abfahrt,Zugnr.,nach (Ankunft),Gleis
20:03 (+1),ICE 540,Hannover Hbf (an 22:28),4
20:08,RE 73823,Fürstenwalde(Spree) (an 21:05),2
20:19,RE 3132,Cottbus Hbf (an 21:55),2
20:21 (+13),RE 3737,Dessau Hbf (an 21:53),3
20:35 (+5),ICE 679,Kassel-Wilhelmshöhe (an 23:13),3
20:35 (+1),ICE 794,Berlin Ostbahnhof (an 20:49),2
20:39 (+1),RE 3734,Lübbenau(Spreewald) (an 22:04),2
20:44,RE 3133,Hennigsdorf(b Berlin) (an 21:23),3
20:52,RE 94743,Berlin Ostbahnhof (an 21:09),
21:00 (+3),ICE 1055,Berlin Ostbahnhof (an 21:15),1
21:08,RE 73825,Erkner (an 21:49),2
21:15 (+25),ICE 643,Berlin Ostbahnhof (an 21:29),2
21:21 (+2),RE 3739,Bad Belzig (an 22:45),3
21:22 (+9),RE 3134,Cottbus Hbf (an 22:55),2
21:35 (+1),ICE 278,Berlin Ostbahnhof (an 21:51),2
21:39 (+4),RE 3736,Lübben(Spreewald) (an 22:56),2
21:43 (+9),ICE 840,Hannover Hbf (an 00:16),3
21:44 (+1),RE 3135,Hennigsdorf(b Berlin) (an 22:25),4
21:52,RE 94745,Berlin Ostbahnhof (an 22:09),
22:24 (+1),RE 3741,Bad Belzig (an 23:48),4
22:27 (+65),ICE 945,Berlin Ostbahnhof (an 22:39),2
22:35 (+24),ICE 792,Berlin Ostbahnhof (an 22:49),2
22:39 (+4),RE 3738,Berlin Ostbahnhof (an 22:56),2
22:39,RE 92738,Berlin Ostbahnhof (an 22:56),
22:44 (+13),RE 3137,Hennigsdorf(b Berlin) (an 23:26),4
22:47,RE 3136,Cottbus Hbf (an 00:40),2
22:47,RE 93336,Berlin Ostbahnhof (an 23:03),
22:52,RE 94747,Berlin Ostbahnhof (an 23:09),
23:21,RE 3743,Dessau Hbf (an 00:53),3
23:26 (+21),ICE 645,Berlin Ostbahnhof (an 23:41),2
23:29 (+14),ICE 276,Berlin Ostbahnhof (an 23:47),2
23:34 (+2),ICE 273,Zürich HB (an 10:00),3
23:39,RE 3740,Berlin Ostbahnhof (an 23:56),2
23:44 (+2),RE 3139,Berlin-Charlottenburg (an 23:46),4
23:46,RE 3138,Cottbus Hbf (an 01:40),2
23:48,ICE 1540,Köln Hbf (an 06:12),3
23:52,RB 21958,Berlin-Charlottenburg (an 23:54),4
