Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:05,RE 3359,Jüterbog (an 01:01),2
00:16,RE 3366,Eberswalde Hbf (an 01:04),3
00:43,RE 3363,Halle(Saale)Hbf (an 03:12),
01:57,RE 3362,Berlin Gesundbrunnen (an 03:13),
04:42,RB 62094,Berlin-Spandau (an 04:59),
04:50,RE 3369,Berlin Südkreuz (an 04:53),2
04:50,RE 62040,Elsterwerda (an 06:29),
05:05 (+1),RB 56801,Schwerin Hbf (an 07:48),3
05:05,RE 56801,Schwerin Hbf (an 07:48),
05:12,RE 3144,Falkenberg(Elster) (an 06:44),2
05:15 (+3),RE 3302,Stralsund Hbf (an 08:45),3
05:17,RE 4351,Berlin Südkreuz (an 05:23),2
05:35,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),1
05:41 (+1),RE 3504,Stralsund Hbf (an 08:51),3
05:42,RB 62050,Berlin-Spandau (an 05:59),
05:46,RE 62000,Elsterwerda (an 07:15),1
05:48,RE 3167,Stendal Hbf (an 07:13),3
05:51,RB 18501,Berlin Hbf (an 05:53),4
06:03,RB 18500,Lübbenau(Spreewald) (an 07:18),1
06:10,RE 3164,Jüterbog (an 06:54),2
06:12,RE 62005,Elstal (an 06:49),4
06:16 (+1),RE 3342,Schwedt(Oder) (an 07:55),3
06:17,RB 62051,Berlin Südkreuz (an 06:21),1
06:18,RE 3503,Sargans (an 22:24),2
06:41 (+1),RE 4352,Rostock Hbf (an 09:21),3
06:42,RB 62052,Berlin-Spandau (an 06:59),
06:43,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2
06:47,RE 3147,Rathenow (an 07:52),3
06:48,RE 62002,Elsterwerda (an 08:31),1
06:50,RB 18503,Berlin Hbf (an 06:53),4
07:04,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:10,RE 62007,Elstal (an 07:53),4
07:12,RE 3146,Falkenberg(Elster) (an 08:44),2
07:15 (+1),RE 3304,Stralsund Hbf (an 10:44),3
07:17,RB 62053,Berlin Südkreuz (an 07:21),1
07:17,RE 4353,Berlin Südkreuz (an 07:23),2
07:35,RE 3343,Luckenwalde (an 08:27),1
07:40 (+1),RE 3506,Stralsund Hbf (an 10:51),3
07:43,RB 62054,Berlin-Spandau (an 07:59),
07:46,RE 62004,Elsterwerda (an 09:14),1
07:49,RE 3169,Stendal Hbf (an 09:30),3
07:50,RB 18505,Berlin Hbf (an 07:53),4
08:04,RB 18504,Lübbenau(Spreewald) (an 09:15),1
08:10,RE 3166,Jüterbog (an 08:54),2
08:12,RE 62009,Elstal (an 08:49),4
08:16,RE 3,Dresden-Neustadt (an 22:17),
08:16 (+3),RE 3344,Schwedt(Oder) (an 09:55),3
08:17,RB 62055,Berlin Südkreuz (an 08:21),1
08:19,RE 3505,Sargans (an 23:24),2
08:41,RE 4354,Rostock Hbf (an 11:21),3
08:42,RB 62056,Wustermark (an 09:18),4
08:43,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2
08:47,RE 3149,Rathenow (an 09:54),3
08:48,RE 62006,Elsterwerda (an 10:31),1
08:49,RB 18507,Berlin Hbf (an 08:53),4
09:04,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:10,RE 62011,Elstal (an 09:55),4
09:12,RE 3148,Falkenberg(Elster) (an 10:44),2
09:15,RE 3306,Stralsund Hbf (an 12:44),3
09:17,RB 62057,Berlin Südkreuz (an 09:21),1
09:17,RE 4355,Berlin Südkreuz (an 09:23),2
09:35,RE 3345,Luckenwalde (an 10:27),1
09:41,RE 3508,Stralsund Hbf (an 12:51),3
