Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:06,RE 73826,Berlin Hbf (an 00:21),
00:38,RB 94796,Berlin Hbf (an 00:53),
01:09,RE 2,Dresden Hbf (an 08:33),
01:09,RE 3140,Cottbus Hbf (an 02:40),
01:33,RB 94752,Berlin Gesundbrunnen (an 01:50),
01:33,RE 73752,Berlin-Wannsee (an 03:10),
01:51,RE 1,Magdeburg Hbf (an 21:50),
01:51,RE 94754,Berlin Hbf (an 03:05),
02:13,RE 3701,Berlin-Wannsee (an 02:49),
02:13,RE 3703,Berlin-Wannsee (an 02:48),
04:46,RE 94716,Berlin-Wannsee (an 05:21),
05:07,RE 94758,Potsdam Hbf (an 05:51),
05:20,RE 3103,Berlin-Spandau (an 05:54),
05:20,RE 92303,Berlin-Spandau (an 05:54),
05:42,RE 3102,Cottbus Hbf (an 06:56),1
05:44,RE 94718,Berlin-Wannsee (an 06:20),2
05:46,RB 18203,Ludwigsfelde (an 06:24),13
06:01,RE 3704,Lübbenau(Spreewald) (an 07:03),
06:01,RE 95111,Lübbenau(Spreewald) (an 07:03),
06:07,RE 94760,Potsdam Hbf (an 06:51),2
06:16,RE 94713,Erkner (an 06:31),1
06:18,RB 18202,Berlin-Lichtenberg (an 06:22),14
06:20,RE 3105,Berlin-Spandau (an 06:54),
06:22,RB 18305,Blankenfelde(Teltow-Fläming) (an 06:51),13
06:41,RB 18304,Eberswalde Hbf (an 07:27),14
06:41,RB 24,Köln Hbf (an 21:12),
06:42,RE 3104,Cottbus Hbf (an 07:57),1
06:44,RE 92078,Berlin-Wannsee (an 07:20),
06:44,RE 94720,Berlin-Wannsee (an 07:20),2
06:46,RB 18205,Ludwigsfelde (an 07:24),13
06:59,RE 3711,Dessau Hbf (an 08:53),2
07:07,RE 75851,Potsdam Hbf (an 07:51),
07:07,RE 94762,Potsdam Hbf (an 07:51),
07:16,RE 94715,Erkner (an 07:31),1
07:18,RB 18204,Berlin-Lichtenberg (an 07:22),14
07:20,RE 3107,Hennigsdorf(b Berlin) (an 08:23),2
07:22,RB 18307,Blankenfelde(Teltow-Fläming) (an 07:51),13
07:41,RB 18306,Eberswalde Hbf (an 08:27),14
07:42,RE 3106,Cottbus Hbf (an 08:56),1
07:44,RE 33682,Berlin-Wannsee (an 08:20),
07:44,RE 94722,Berlin-Wannsee (an 08:20),
07:46,RB 18207,Ludwigsfelde (an 08:24),13
08:02,RE 3708,Senftenberg (an 09:41),1
08:02,RE 94008,Lübbenau(Spreewald) (an 09:03),
08:07,RB 94764,Berlin-Wannsee (an 08:41),
08:07,RE 75853,Potsdam Hbf (an 08:51),
08:18,RB 18206,Berlin-Lichtenberg (an 08:22),14
08:20,RE 3109,Hennigsdorf(b Berlin) (an 09:23),2
08:22,RB 18309,Blankenfelde(Teltow-Fläming) (an 08:51),13
08:41,RB 18308,Eberswalde Hbf (an 09:27),14
08:42,RE 3108,Cottbus Hbf (an 09:55),1
08:44,RE 33684,Berlin-Wannsee (an 09:20),
08:44,RE 94724,Berlin Hbf (an 08:59),
08:48,RB 61109,Templin Stadt (an 10:18),7
08:59 Ausfall,RE 3715,Dessau Hbf (an 10:53),2
09:02,RE 3710,Senftenberg (an 10:41),1
09:07,RE 75855,Potsdam Hbf (an 09:51),
09:07,RE 94766,Berlin-Wannsee (an 09:41),
09:20,RE 3111,Berlin-Spandau (an 09:54),
09:22,RB 18311,Blankenfelde(Teltow-Fläming) (an 09:51),13
09:41,RB 18310,Eberswalde Hbf (an 10:27),14
09:42,RE 3110,Cottbus Hbf (an 10:55),1
09:44,RE 33686,Berlin-Wannsee (an 10:20),
09:44,RE 94726,Berlin-Wannsee (an 10:20),
09:48,RB 61111,Templin Stadt (an 11:18),7
09:59,RE 3717,Dessau Hbf (an 11:53),2
10:02 (+1),IC 2472,Ostseebad Binz (an 14:12),14
10:02 (+2),RE 3712,Senftenberg (an 11:41),1
10:02,RE 94012,Lübbenau(Spreewald) (an 11:03),
10:07,RE 75857,Potsdam Hbf (an 10:51),
10:07,RE 94768,Potsdam Hbf (an 10:51),2
10:20,RE 3113,Hennigsdorf(b Berlin) (an 11:23),2
10:22,RB 18313,Blankenfelde(Teltow-Fläming) (an 10:51),13
10:41 (+1),RB 18312,Eberswalde Hbf (an 11:27),14
10:42,RE 3112,Cottbus Hbf (an 11:55),1
10:44,RE 33688,Berlin-Wannsee (an 11:20),
10:44,RE 94728,Berlin-Wannsee (an 11:20),2
10:46,RB 18213,Ludwigsfelde (an 11:24),13
10:46,RB 32,Flughafen BER (an 11:05),
10:59 Ausfall,RE 3719,Dessau Hbf (an 12:53),2
11:02 (+3),RE 3714,Senftenberg (an 12:41),1
11:07,RE 92646,Potsdam Hbf (an 11:51),
11:07,RE 94770,Potsdam Hbf (an 11:51),
11:18,RB 18212,Berlin-Lichtenberg (an 11:22),14
11:20,RE 3115,Hennigsdorf(b Berlin) (an 12:23),2
11:22,RB 18315,Flughafen BER (an 11:40),
11:41,RB 18314,Eberswalde Hbf (an 12:27),14
11:42,RE 3114,Cottbus Hbf (an 12:55),1
11:44,RE 33690,Berlin-Wannsee (an 12:20),
11:44,RE 94730,Berlin-Wannsee (an 12:20),
11:46,RB 18215,Ludwigsfelde (an 12:24),13
11:48,RB 61115,Templin Stadt (an 13:18),7
