Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
05:13,05:13,RE 56301,Schwerin Hbf (an 07:48),
05:51,05:51,RE 3504,Stralsund Hbf (an 08:51),3
05:59,05:59,RE 3503,Sargans (an 22:24),4
06:44,06:44,RE 4352,Rostock Hbf (an 09:25),3
06:44,06:44,RE 5,Freilassing (an 23:36),
06:55,06:55,RB 24,Köln Messe/Deutz (an 21:18),
07:02,07:02,RE 56303,Schwerin Hbf (an 09:48),
07:51,07:51,RE 3506,St. Gallen(CH) (an 23:34),3
07:55,07:55,RB 18306,Eberswalde Hbf (an 08:27),3
07:59,07:59,RE 3505,Sargans (an 23:24),4
08:51,08:51,RE 34921,Waren(Müritz) (an 10:40),
08:51,08:51,RE 4354,Rostock Hbf (an 11:22),3
08:55,08:55,RB 18308,Eberswalde Hbf (an 09:27),3
09:02,09:02,RE 56305,Schwerin Hbf (an 11:48),
09:07,09:07,RB 18311,Blankenfelde(Teltow-Fläming) (an 09:51),4
09:58,09:58,RE 34984,Stralsund Hbf (an 12:51),
09:58,09:58,RE 3508,Stralsund Hbf (an 12:51),3
10:07,10:07,RB 18313,Blankenfelde(Teltow-Fläming) (an 10:51),4
10:46,10:46,RE 34923,Waren(Müritz) (an 12:38),
10:59 (+6),11:05,RE 4357,Berlin-Lichtenberg (an 11:14),4
11:02,11:02,RE 56307,Schwerin Hbf (an 13:48),3
11:51,11:51,RE 3510,Stralsund Hbf (an 14:51),
11:55,11:55,RB 18314,Eberswalde Hbf (an 12:27),3
12:51,12:51,RE 34925,Rostock Hbf (an 15:29),
12:51,12:51,RE 4358,Rostock Hbf (an 15:29),3
12:55,12:55,RB 18316,Eberswalde Hbf (an 13:27),3
12:59 (+7),13:06,RE 4359,Berlin-Lichtenberg (an 13:14),
13:02,13:02,RE 56309,Schwerin Hbf (an 15:48),
13:55,13:55,RB 18318,Eberswalde Hbf (an 14:27),3
13:56,13:56,RE 34988,Stralsund Hbf (an 16:51),
13:56,13:56,RE 3512,Stralsund Hbf (an 16:51),3
14:52,14:52,RE 4360,Rostock Hbf (an 17:23),3
14:55,14:55,RB 18320,Eberswalde Hbf (an 15:27),3
15:02,15:02,RE 56311,Schwerin Hbf (an 17:48),
15:03 (+3),15:06,RE 4361,Berlin-Lichtenberg (an 15:10),4
15:07,15:07,RB 18323,Blankenfelde(Teltow-Fläming) (an 15:51),4
15:51,15:51,RE 3514,Stralsund Hbf (an 18:51),3
16:51,16:51,RE 34929,Rostock Hbf (an 19:21),
16:51,16:51,RE 4362,Rostock Hbf (an 19:21),3
16:59 (+4),17:03,RE 4363,Berlin-Lichtenberg (an 17:13),4
17:02,17:02,RE 56313,Schwerin Hbf (an 19:48),
17:51,17:51,RE 34992,Stralsund Hbf (an 20:51),
17:51,17:51,RE 3516,Stralsund Hbf (an 20:51),3
17:59,17:59,RE 3515,Berlin-Lichtenberg (an 18:12),4
18:51,18:51,RE 34960,Rostock Hbf (an 21:27),
18:51,18:51,RE 4364,Rostock Hbf (an 21:27),3
18:59 (+6),19:05,RE 4365,Berlin-Lichtenberg (an 19:10),4
19:02,19:02,RE 56315,Schwerin Hbf (an 21:48),
19:51,19:51,RE 34994,Stralsund Hbf (an 22:51),
19:51,19:51,RE 3518,Stralsund Hbf (an 22:51),3
19:59,19:59,RE 3517,Berlin-Lichtenberg (an 20:12),4
20:07,20:07,RB 18333,Flughafen BER (an 20:40),4
20:51,20:51,RE 34964,Rostock Hbf (an 23:21),
20:51,20:51,RE 4366,Rostock Hbf (an 23:21),3
20:59 (+1),21:00,RE 4367,Berlin-Lichtenberg (an 21:09),4
21:02,21:02,RE 56317,Schwerin Hbf (an 23:48),
21:07,21:07,RB 18335,Flughafen BER (an 21:40),4
21:51,21:51,RE 34996,Neustrelitz Hbf (an 22:59),
21:51,21:51,RE 3520,Neubrandenburg (an 23:29),3
21:55,21:55,RB 92974,Eberswalde Hbf (an 22:27),
22:55,22:55,RB 18336,Eberswalde Hbf (an 23:27),
23:57,23:57,RE 3522,Neubrandenburg (an 01:38),3
