Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:22,RE 3366,Eberswalde Hbf (an 01:04),6
00:25,RB 62086,Berlin-Spandau (an 00:35),7
00:29 (+21),ICE 947,Berlin Ostbahnhof (an 00:36),11
00:40,RE 3,Dresden-Neustadt (an 22:17),
00:40,RE 3363,Halle(Saale)Hbf (an 03:12),
00:43,ICE 276,Berlin Gesundbrunnen (an 00:47),
00:47,RB 56816,Berlin Südkreuz (an 00:53),
00:47,RE 56816,Berlin Südkreuz (an 00:53),
00:47,RE 93036,Berlin Südkreuz (an 00:53),
00:50,RE 3141,Berlin-Charlottenburg (an 01:00),13
00:52,RB 21967,Naumburg(Saale)Hbf (an 13:13),
00:52,RE 2,Dresden Hbf (an 08:33),
00:52 (+3),RE 3140,Cottbus Hbf (an 02:40),11
00:52,RE 93240,Cottbus Hbf (an 03:40),
00:53,RE 3165,Rathenow (an 01:54),3
00:55,RE 91367,Potsdam Hbf (an 01:22),
00:57,ICE 901,Berlin Ostbahnhof (an 01:05),12
01:22 Ausfall,ICE 1500,Berlin Gesundbrunnen (an 01:26),5
01:22,RE 93994,Berlin Ostbahnhof (an 01:33),
01:22,RE 94791,Berlin Ostbahnhof (an 01:33),
01:50,RE 73752,Berlin-Wannsee (an 03:10),
02:30,RE 3703,Berlin-Wannsee (an 03:48),
03:03,RB 10,Frankfurt(Main)Hbf (an 07:03),
03:03,RE 62090,Wustermark (an 03:33),7
03:07,RE 1,Kaiserslautern Hbf (an 08:24),
03:30 (+2),ICE 1707,Berlin Ostbahnhof (an 03:38),12
03:52,FEX,Bruchsal (an 18:05),
03:57,RE 62092,Berlin-Spandau (an 04:09),
04:11,RE 73751,Frankfurt(Oder) (an 05:29),
04:11,RE 93752,Berlin Ostbahnhof (an 04:21),
04:11,RE 94751,Berlin Ostkreuz (an 04:25),
04:15,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:18,RE 3340,Angermünde (an 05:21),5
04:23,ICE 646,Minden(Westf) (an 06:48),
04:25,RE 62001,Berlin-Spandau (an 04:35),
04:25,RE 62047,Berlin-Spandau (an 04:35),
04:25,RE 8,Lübeck Hbf (an 23:52),
04:30,RE 73801,Frankfurt(Oder) (an 05:36),11
04:35,RE 2,Dresden Hbf (an 18:33),
04:35,RE 3101,Berlin-Spandau (an 04:53),
04:39,ICE 1706,Hamburg Hbf (an 07:11),8
04:39,RE 21813,Flughafen BER (an 05:14),12
04:46,RE 3702,Lübbenau(Spreewald) (an 06:03),
04:46,RE 4350,Rostock Hbf (an 07:21),
04:46,RE 5,Göppingen (an 07:06),
04:46,RE 92402,Lübben(Spreewald) (an 05:56),
04:47,RE 3369,Berlin Südkreuz (an 04:53),4
04:47,RE 62040,Elsterwerda (an 06:29),1
04:48,RB 62094,Berlin-Spandau (an 04:59),
04:54,RE 3145,Stendal Hbf (an 06:13),
05:03,RE 94716,Berlin-Wannsee (an 05:21),
05:09,RE 3144,Falkenberg(Elster) (an 06:44),2
05:09,RE 4,Singen(Hohentwiel) (an 20:43),
05:10 (+2),RB 56801,Schwerin Hbf (an 07:48),6
05:10,RE 21817,Flughafen BER (an 05:45),12
05:10,RE 56801,Schwerin Hbf (an 07:48),6
05:14,RE 4351,Berlin Südkreuz (an 05:23),4
05:16 (+6),RB 94753,Berlin Ostkreuz (an 05:30),
05:16,RE 93754,Frankfurt(Oder) (an 06:35),
05:16,RE 94753,Berlin Ostbahnhof (an 05:26),
05:22 (+1),RE 3302,Stralsund Hbf (an 08:45),5
05:24,RE 93759,Potsdam Hbf (an 05:51),
05:24 (+20),RE 94758,Potsdam Hbf (an 05:51),
05:25,RE 62003,Elstal (an 05:53),7
05:26,RE 3102,Cottbus Hbf (an 06:56),11
05:27 (+1),ICE 946,Köln Hbf (an 10:35),14
05:32 (+1),RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),2
05:36 (+2),ICE 1501,München Hbf (an 09:41),4
05:37,RE 3103,Hennigsdorf(b Berlin) (an 06:23),14
05:42,ICE 2816,Hamburg Hbf (an 08:15),6
05:42,ICE 608,Hamburg Hbf (an 08:15),6
05:43,RE 62000,Elsterwerda (an 07:15),2
05:45 (+17),RE 3704,Senftenberg (an 07:41),12
05:46 (+1),RE 3504,Stralsund Hbf (an 08:51),5
05:47,RB 62050,Berlin-Spandau (an 05:59),7
05:52 (+1),ICE 279,Interlaken Ost (an 15:59),
05:54,RE 3167,Stendal Hbf (an 07:13),7
05:58,RB 18500,Lübbenau(Spreewald) (an 07:18),1
05:59,ICE 240,Amsterdam Centraal (an 11:59),6
05:59,RE 94713,Frankfurt(Oder) (an 07:18),
06:01,RE 94718,Berlin-Wannsee (an 06:20),
06:07,RE 3164,Jüterbog (an 06:54),2
06:14,RB 62051,Berlin Südkreuz (an 06:21),1
06:15,RE 3503,Sargans (an 22:24),4
06:23 (+1),RE 3342,Schwedt(Oder) (an 07:55),6
06:24,RE 94760,Potsdam Hbf (an 06:51),
06:25,RE 62005,Elstal (an 06:49),7
06:26 (+1),RE 3104,Cottbus Hbf (an 07:57),12
06:29,ICE 2523,Leipzig Hbf (an 07:45),
06:33 (+13),ICE 644,Köln Hbf (an 11:32),14
