Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:11 (+11),00:22,RE 73826,Berlin Hbf (an 00:21),6
00:43,00:43,RE 73796,Magdeburg Hbf (an 02:48),
01:04,01:04,RE 3140,Cottbus Hbf (an 02:40),1
01:04,01:04,RE 94140,Cottbus Hbf (an 02:40),
01:38,01:38,RE 73752,Berlin Hbf (an 01:48),
01:38,01:38,RE 92753,Berlin-Wannsee (an 02:10),
02:18,02:18,RE 3701,Berlin Gesundbrunnen (an 02:35),
02:18,02:18,RE 3703,Berlin-Wannsee (an 02:48),
02:44,02:44,RB 21802,Berlin Hbf (an 02:54),
02:56,02:56,RE 73754,Magdeburg Hbf (an 05:08),
04:28,04:28,RE 1,Göttingen (an 15:51),
04:51,04:51,RE 73716,Magdeburg Hbf (an 06:50),6
05:04,05:04,RE 3707,Dessau Hbf (an 06:53),7
05:08,05:08,ICE 946,Köln Hbf (an 10:35),6
05:12,05:12,RE 73758,Brandenburg Hbf (an 06:19),7
05:22,05:22,RB 21817,Flughafen BER (an 05:45),2
05:25,05:25,RE 92303,Berlin-Spandau (an 05:54),
05:28,05:28,RE 73753,Erkner (an 05:48),1
05:38,05:38,RE 3102,Cottbus Hbf (an 06:56),1
05:49,05:49,RE 73718,Magdeburg Hbf (an 07:50),7
05:56,05:56,ICE 240,Amsterdam Centraal (an 11:59),
05:57,05:57,RE 3704,Senftenberg (an 07:41),1
05:57,05:57,RE 95111,Lübbenau(Spreewald) (an 07:03),
06:12,06:12,RE 73760,Brandenburg Hbf (an 07:19),7
06:15,06:15,ICE 279,Interlaken Ost (an 15:59),6
06:21,06:21,ICE 644,Köln Hbf (an 11:32),7
06:25,06:25,RE 3105,Hennigsdorf(b Berlin) (an 07:23),7
06:27,06:27,ES 453,Praha hl.n. (an 10:51),2
06:38,06:38,RE 3104,Cottbus Hbf (an 07:57),
06:42,06:42,ICE 1548,Köln Hbf (an 12:16),3
06:48,06:48,RE 73755,Erkner (an 07:10),1
06:49,06:49,RE 73720,Magdeburg Hbf (an 08:50),6
06:49,06:49,RE 92078,Berlin-Wannsee (an 07:20),
07:04,07:04,RE 3711,Dessau Hbf (an 08:53),7
07:06,07:06,ICE 795,Karlsruhe Hbf (an 13:17),6
07:11,07:11,RE 73715,Erkner (an 07:31),1
07:12,07:12,RE 73762,Brandenburg Hbf (an 08:23),7
07:12,07:12,RE 75851,Berlin-Wannsee (an 07:41),
07:19,07:19,ICE 944,Köln Hbf (an 12:33),6
07:25,07:25,RE 3107,Hennigsdorf(b Berlin) (an 08:23),7
07:48,07:48,RE 73757,Erkner (an 08:11),1
07:49,07:49,RE 33682,Magdeburg Hbf (an 09:50),
07:49,07:49,RE 73722,Magdeburg Hbf (an 09:50),7
07:56,07:56,ICE 148,Amsterdam Centraal (an 14:00),
07:58,07:58,RE 3708,Senftenberg (an 09:41),2
07:58,07:58,RE 94008,Lübbenau(Spreewald) (an 09:03),
08:00,08:00,ICE 642,Köln Hbf (an 13:34),6
08:04,08:04,RE 3713,Berlin-Wannsee (an 08:34),
08:12,08:12,RE 73764,Brandenburg Hbf (an 09:19),7
08:12,08:12,RE 75853,Berlin-Wannsee (an 08:41),
08:17,08:17,ICE 371,Freiburg(Breisgau) Hbf (an 15:01),6
08:25,08:25,RE 3109,Berlin-Spandau (an 08:54),7
