Ankunft,Zugnr.,von (Abfahrt),Gleis
05:40,RE 3102,Berlin-Charlottenburg (ab 05:15),1
05:42,RB 61250,Werneuchen (ab 05:06),7
05:42,RE 94718,Erkner (ab 05:28),2
05:44,RB 18203,Berlin-Lichtenberg (ab 05:41),13
06:05,RE 94760,Erkner (ab 05:48),2
06:14,RE 94713,Berlin-Wannsee (ab 05:39),1
06:16,RB 18202,Ludwigsfelde (ab 05:38),14
06:20,RB 18305,Eberswalde Hbf (ab 05:35),13
06:39,RB 18304,Wünsdorf-Waldstadt (ab 05:43),14
06:40,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:42,RB 61252,Werneuchen (ab 06:04),8
06:42,RE 94720,Erkner (ab 06:28),2
06:44,RB 18205,Berlin-Lichtenberg (ab 06:41),13
06:57,RE 3711,Senftenberg (ab 05:11),2
07:01,RB 61104,Templin Stadt (ab 05:33),7
07:14,RE 94715,Berlin-Wannsee (ab 06:39),1
07:16,RB 18204,Ludwigsfelde (ab 06:38),14
07:18,RE 3107,Cottbus Hbf (ab 06:07),2
07:20,RB 18307,Eberswalde Hbf (ab 06:35),13
07:39,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),14
07:40,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:42,RB 61254,Werneuchen (ab 07:04),7
07:44,RB 18207,Berlin-Lichtenberg (ab 07:41),13
08:00 (+1),RE 3708,Bad Belzig (ab 06:41),1
08:16,RB 18206,Ludwigsfelde (ab 07:38),14
08:18,RE 3109,Cottbus Hbf (ab 07:03),2
08:20,RB 18309,Eberswalde Hbf (ab 07:35),13
08:39,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),14
08:40,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:56 Ausfall,RE 3715,Senftenberg (ab 07:14),2
09:00 (+1),RE 3710,Dessau Hbf (ab 07:05),1
09:20,RB 18311,Eberswalde Hbf (ab 08:35),13
09:39,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),14
09:40,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:56 (+1),RE 3717,Senftenberg (ab 08:14),2
10:00,IC 2472,Dresden Hbf (ab 08:01),14
10:00 (+3),RE 3712,Bad Belzig (ab 08:41),1
10:01,RB 61110,Templin Stadt (ab 08:33),7
