Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:10,00:10,RB 21962,Berlin Hbf (an 00:16),
00:15,00:15,RE 73826,Berlin Hbf (an 00:21),
00:21,00:21,RE 3745,Bad Belzig (an 01:31),2
00:21,00:21,RE 7,Offenburg (an 23:37),
00:48,00:48,RB 94796,Berlin-Wannsee (an 01:14),
00:48,00:48,RE 91367,Potsdam Hbf (an 01:22),
00:58,00:58,RB 21968,Berlin Hbf (an 01:04),
01:43,01:43,RB 94752,Berlin Hbf (an 01:48),
01:43,01:43,RE 73752,Brandenburg Hbf (an 02:54),
01:49,01:49,RE 21800,Berlin Hbf (an 01:54),
01:50,01:50,RB 21969,Naumburg(Saale)Hbf (an 13:50),1
02:23,02:23,RE 3701,Berlin Hbf (an 02:29),
02:23,02:23,RE 3703,Berlin-Wannsee (an 02:48),
02:49,02:49,RB 21802,Berlin Hbf (an 02:54),
04:08,04:08,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:17,04:17,RE 73751,Frankfurt(Oder) (an 05:29),
04:27,04:27,RE 3101,Berlin-Spandau (an 04:53),
04:32,04:32,RE 1,Koblenz Hbf (an 21:56),
04:32,04:32,RE 94756,Berlin Hbf (an 04:37),
04:37,04:37,RE 73801,Frankfurt(Oder) (an 05:36),
04:38,04:38,RE 21806,Berlin Hbf (an 04:44),
04:56,04:56,RE 94716,Berlin-Wannsee (an 05:21),2
05:08,05:08,RE 3707,Roßlau(Elbe) (an 06:48),
05:16,05:16,RE 93759,Potsdam Hbf (an 05:51),
05:16,05:16,RE 94758,Potsdam Hbf (an 05:51),
05:22,05:22,RB 94753,Frankfurt(Oder) (an 06:35),
05:22,05:22,RE 93754,Frankfurt(Oder) (an 06:35),
05:29,05:29,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:33,05:33,RE 2,Singen(Hohentwiel) (an 08:50),
05:52,05:52,RE 3704,Senftenberg (an 07:41),1
05:54,05:54,RE 93719,Berlin Hbf (an 05:59),
05:54,05:54,RE 94718,Berlin-Wannsee (an 06:20),2
06:06,06:06,RE 94713,Frankfurt(Oder) (an 07:18),1
06:08,06:08,RE 3709,Berlin Hbf (an 06:13),
06:16,06:16,RE 94760,Potsdam Hbf (an 06:51),2
06:29,06:29,RE 3105,Hennigsdorf(b Berlin) (an 07:23),2
06:33,06:33,RE 3104,Cottbus Hbf (an 07:57),1
06:53 (+17),07:10,RE 3706,Senftenberg (an 08:41),1
06:54,06:54,RE 94720,Berlin-Wannsee (an 07:20),2
07:08,07:08,RE 3711,Dessau Hbf (an 08:53),2
07:16,07:16,RE 94762,Potsdam Hbf (an 07:51),
07:29,07:29,RE 3107,Hennigsdorf(b Berlin) (an 08:23),2
07:33,07:33,RE 3106,Cottbus Hbf (an 08:56),1
07:44,07:44,RB 18146,Berlin-Wannsee (an 08:10),
07:53 (+10),08:03,RE 3708,Senftenberg (an 09:41),1
07:54,07:54,RE 94722,Berlin-Wannsee (an 08:20),
08:06,08:06,RE 94717,Frankfurt(Oder) (an 09:18),1
08:08,08:08,RE 3713,Dessau Hbf (an 09:53),2
08:16,08:16,RB 94764,Potsdam Hbf (an 08:51),
08:16,08:16,RE 94764,Potsdam Hbf (an 08:51),
08:29,08:29,RE 3109,Hennigsdorf(b Berlin) (an 09:23),2
08:33,08:33,RE 3108,Cottbus Hbf (an 09:55),1
08:44,08:44,RB 18148,Berlin-Wannsee (an 09:10),
08:53,08:53,RE 3710,Senftenberg (an 10:41),1
08:54,08:54,RE 94724,Berlin-Wannsee (an 09:20),
09:06,09:06,RE 94719,Frankfurt(Oder) (an 10:18),1
09:08 (+8),09:16,RE 3715,Dessau Hbf (an 10:53),2
09:16,09:16,RE 94766,Potsdam Hbf (an 09:51),
09:29,09:29,RE 3111,Hennigsdorf(b Berlin) (an 10:23),2
09:33,09:33,RE 3110,Cottbus Hbf (an 10:55),1
09:44,09:44,RB 18150,Potsdam Griebnitzsee (an 10:15),2
09:53 (+2),09:55,RE 3712,Senftenberg (an 11:41),1
09:54,09:54,RE 94726,Berlin-Wannsee (an 10:20),
10:08 (+2),10:10,RE 3717,Dessau Hbf (an 11:53),2
10:16,10:16,RE 94768,Potsdam Hbf (an 10:51),2
10:17,10:17,RB 18149,Berlin Ostbahnhof (an 10:21),1
10:29,10:29,RE 3113,Hennigsdorf(b Berlin) (an 11:23),2
10:33 Ausfall,--:--,RE 3112,Cottbus Hbf (an 11:55),1
10:53 (+7),11:00,RE 3714,Senftenberg (an 12:41),1
10:54,10:54,RE 94728,Berlin-Wannsee (an 11:20),2
11:08,11:08,RE 3719,Dessau Hbf (an 12:53),2
11:16,11:16,RE 94770,Potsdam Hbf (an 11:51),
11:29,11:29,RE 3115,Hennigsdorf(b Berlin) (an 12:23),2
11:33,11:33,RE 3114,Cottbus Hbf (an 12:55),1
11:53 (+11),12:04,RE 3716,Senftenberg (an 13:41),1
11:54,11:54,RE 94730,Berlin-Wannsee (an 12:20),
12:08,12:08,RE 3721,Dessau Hbf (an 13:53),2
12:16,12:16,RB 94772,Potsdam Hbf (an 12:51),
12:16,12:16,RE 94772,Potsdam Hbf (an 12:51),
12:29,12:29,RE 3117,Hennigsdorf(b Berlin) (an 13:23),2
12:33,12:33,RE 3116,Cottbus Hbf (an 13:55),1
12:53 (+18),13:11,RE 3718,Senftenberg (an 14:41),1
12:54,12:54,RE 94732,Berlin-Wannsee (an 13:20),
13:08,13:08,RE 3723,Dessau Hbf (an 14:53),2
13:16,13:16,RE 94774,Potsdam Hbf (an 13:51),
13:29,13:29,RE 3119,Hennigsdorf(b Berlin) (an 14:23),2
13:33,13:33,RE 3118,Cottbus Hbf (an 14:55),1
13:43,13:43,RE 94769,Frankfurt(Oder) (an 14:43),
13:53 (+3),13:56,RE 3720,Lübbenau(Spreewald) (an 15:03),
13:54 (+1),13:55,RE 94734,Berlin-Wannsee (an 14:20),
14:06,14:06,RE 94729,Frankfurt(Oder) (an 15:18),
14:08 (+4),14:12,RE 3725,Dessau Hbf (an 15:53),2
14:16,14:16,RE 73835,Potsdam Hbf (an 14:51),
14:16,14:16,RE 94776,Potsdam Hbf (an 14:51),
14:29 (+4),14:33,RE 3121,Hennigsdorf(b Berlin) (an 15:23),2
14:33 (+7),14:40,RE 3120,Cottbus Hbf (an 15:55),1
14:43,14:43,RE 94771,Frankfurt(Oder) (an 15:43),
14:44,14:44,RB 18160,Berlin-Wannsee (an 15:10),
14:54,14:54,RE 94736,Berlin-Wannsee (an 15:20),
15:06,15:06,RE 94731,Frankfurt(Oder) (an 16:18),1
15:08,15:08,RE 3727,Dessau Hbf (an 16:53),2
15:16,15:16,RE 94778,Potsdam Hbf (an 15:51),
15:29,15:29,RE 3123,Hennigsdorf(b Berlin) (an 16:23),2
15:33,15:33,RE 3122,Cottbus Hbf (an 16:55),1
15:44,15:44,RB 18162,Berlin-Wannsee (an 16:10),
15:54,15:54,RB 94738,Berlin-Wannsee (an 16:20),
15:54,15:54,RE 94738,Berlin-Wannsee (an 16:20),
16:08,16:08,RE 3729,Berlin-Wannsee (an 16:34),
16:16,16:16,RB 94780,Potsdam Hbf (an 16:51),2
16:16,16:16,RE 73839,Potsdam Hbf (an 16:51),
16:29,16:29,RE 3125,Berlin-Spandau (an 16:54),
16:33,16:33,RE 3124,Cottbus Hbf (an 17:55),1
16:44,16:44,RB 18164,Berlin-Wannsee (an 17:10),
16:53,16:53,RE 3726,Senftenberg (an 18:41),1
16:54,16:54,RB 94740,Berlin-Wannsee (an 17:20),
16:54,16:54,RE 94740,Berlin-Wannsee (an 17:20),
17:08,17:08,RE 3731,Dessau Hbf (an 18:53),2
17:16,17:16,RB 94782,Potsdam Hbf (an 17:51),
17:16,17:16,RE 94782,Potsdam Hbf (an 17:51),
17:17,17:17,RB 18163,Berlin Ostbahnhof (an 17:21),1
17:29,17:29,RE 3127,Hennigsdorf(b Berlin) (an 18:23),2
17:33,17:33,RE 3126,Cottbus Hbf (an 18:55),1
17:44,17:44,RB 18166,Berlin-Wannsee (an 18:10),
17:53,17:53,RE 3728,Senftenberg (an 19:41),1
17:54,17:54,RE 94742,Berlin-Wannsee (an 18:20),
18:08,18:08,RE 3733,Dessau Hbf (an 19:53),2
18:16,18:16,RE 73843,Potsdam Hbf (an 18:51),
18:16,18:16,RE 94784,Potsdam Hbf (an 18:51),
18:17,18:17,RB 18165,Berlin Ostbahnhof (an 18:21),1
18:29,18:29,RE 3129,Hennigsdorf(b Berlin) (an 19:23),2
18:33,18:33,RE 3128,Cottbus Hbf (an 19:55),1
18:53,18:53,RE 3730,Senftenberg (an 20:41),1
18:54,18:54,RE 94744,Berlin-Wannsee (an 19:20),
19:08,19:08,RE 3735,Dessau Hbf (an 20:53),2
19:16,19:16,RB 94786,Potsdam Hbf (an 19:51),
19:16,19:16,RE 94786,Potsdam Hbf (an 19:51),
19:29,19:29,RE 3131,Hennigsdorf(b Berlin) (an 20:23),2
19:33,19:33,RE 3130,Cottbus Hbf (an 20:55),1
19:53,19:53,RE 3732,Senftenberg (an 21:41),1
