Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:09,00:09,RB 62086,Berlin Hbf (an 00:15),
00:12,00:12,RB 91666,Berlin Gesundbrunnen (an 00:26),
00:12,00:12,RE 3,Stralsund Hbf (an 22:49),
00:12,00:12,RE 91666,Bernau(b Berlin) (an 00:44),
00:24,00:24,ICE 592,Berlin Hbf (an 00:30),6
00:30 (+10),00:40,ICE 700,Berlin Gesundbrunnen (an 00:43),6
00:30,00:30,RE 3366,Eberswalde Hbf (an 01:22),7
00:31,00:31,FEX,Berlin Ostbahnhof (an 05:20),
01:01,01:01,RB 21967,Weimar (an 12:16),3
04:29 (+10),04:39,ICE 1706,Hamburg Hbf (an 07:11),7
04:38,04:38,RB 62094,Berlin-Spandau (an 04:59),
04:55,04:55,RE 62040,Elsterwerda (an 06:29),
05:01,05:01,RE 56301,Schwerin Hbf (an 07:48),
05:06,05:06,RE 62003,Berlin-Spandau (an 05:38),
05:10,05:10,RE 3302,Stralsund Hbf (an 08:45),6
05:15,05:15,RE 21812,Berlin Hbf (an 05:23),
05:31,05:31,ICE 608,Hamburg Hbf (an 08:15),
05:31,05:31,RB 21814,Berlin Hbf (an 05:39),8
05:34,05:34,RE 3504,Stralsund Hbf (an 08:51),4
05:35,05:35,ICE 2837,Fulda (an 08:47),
05:35,05:35,ICE 593,München Hbf (an 13:15),5
05:38,05:38,RB 62050,Berlin-Spandau (an 05:59),
05:42 (+8),05:50,ICE 1501,München Hbf (an 09:41),5
05:44,05:44,RE 3167,Stendal Hbf (an 07:13),7
05:45,05:45,RB 18501,Berlin Hbf (an 05:52),8
05:45,05:45,RE 18501,Berlin Hbf (an 05:52),8
05:46,05:46,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),4
05:51,05:51,RE 62000,Elsterwerda (an 07:15),3
05:58 (+2),06:00,ICE 701,Graz Hbf (an 13:15),5
06:00,06:00,RE 21818,Berlin Hbf (an 06:08),8
06:07,06:07,RE 62005,Elstal (an 06:49),8
06:12,06:12,RE 3342,Angermünde (an 07:23),6
06:15,06:15,RE 21820,Berlin Hbf (an 06:23),8
06:16,06:16,RB 18500,Lübbenau(Spreewald) (an 07:17),3
06:16,06:16,RE 20,Cottbus Hbf (an 22:43),
06:19,06:19,RJ 251,Villach Hbf (an 18:27),4
06:19,06:19,RJX 251,Villach Hbf (an 18:27),4
06:26 (+3),06:29,ICE 1604,Berlin Gesundbrunnen (an 10:31),7
06:26 (+3),06:29,ICE 1704,Hamburg Hbf (an 09:18),7
06:26 (+3),06:29,ICE 1714,Köln Hbf (an 18:25),
06:26,06:26,ICE 904,Berlin Gesundbrunnen (an 06:37),6
06:31,06:31,RB 21822,Berlin Hbf (an 06:39),
06:34,06:34,RE 4352,Rostock Hbf (an 09:26),
06:35 (+13),06:48,ICE 503,München Hbf (an 11:07),5
06:38,06:38,RB 62052,Berlin-Spandau (an 06:59),
06:42 (+2),06:44,ICE 1003,München Hbf (an 10:45),5
06:42,06:42,ICE 2833,Erfurt Hbf (an 08:12),
06:43,06:43,RE 3147,Schorndorf (an 12:09),
06:45 (+1),06:46,RB 18503,Berlin Hbf (an 06:53),8
06:45,06:45,RE 18503,Berlin Hbf (an 06:53),
06:49 (+1),06:50,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),
06:54,06:54,RE 62002,Elsterwerda (an 08:31),3
07:00,07:00,RE 21826,Berlin Hbf (an 07:08),8
07:06 (+36),07:42,RE 62007,Elstal (an 07:53),8
07:10,07:10,RE 3304,Stralsund Hbf (an 10:44),6
07:13,07:13,ICE 9590,Paris Est (an 14:51),5
07:15,07:15,RB 21828,Berlin Hbf (an 07:23),
07:16,07:16,IC 60409,Berlin Hbf (an 07:22),7
07:16,07:16,NJ 409,Berlin Hbf (an 07:22),7
07:16,07:16,RB 18502,Lübbenau(Spreewald) (an 08:15),3
07:17 (+3),07:20,RE 3146,Falkenberg(Elster) (an 08:44),4
07:23,07:23,RB 62053,Rangsdorf (an 07:38),3
07:24,07:24,ICE 606,Hamburg-Altona (an 10:24),6
07:26 (+7),07:33,IC 2274,Rostock Hbf (an 09:37),7
07:31,07:31,RE 21830,Berlin Hbf (an 07:39),8
07:34,07:34,RE 3506,Stralsund Hbf (an 10:51),4
07:35 (+4),07:39,ICE 595,München Hbf (an 15:15),5
07:36 (+32),08:08,EN 40476,Berlin Hbf (Tief) (an 07:41),8
07:36 (+32),08:08,NJ 456,Berlin Hbf (an 07:41),8
07:37 (+7),07:44,RJ 171,Praha hl.n. (an 11:25),3
07:39,07:39,RB 62054,Berlin-Spandau (an 07:59),6
07:42,07:42,ICE 1503,München Hbf (an 11:43),5
07:44,07:44,RE 3169,Stendal Hbf (an 09:30),6
07:45,07:45,RB 18505,Berlin Hbf (an 07:53),8
07:45,07:45,RE 18505,Berlin Hbf (an 07:53),8
07:46,07:46,RE 3343,Luckenwalde (an 08:27),4
07:49,07:49,ICE 1131,Saarbrücken Hbf (an 14:17),7
07:51,07:51,RE 62004,Elsterwerda (an 09:14),3
08:00,08:00,ICE 703,München Hbf (an 12:42),5
08:00,08:00,RB 21834,Berlin Hbf (an 08:09),
08:07,08:07,RE 62009,Berlin-Spandau (an 08:35),8
08:08,08:08,ICE 698,Berlin Gesundbrunnen (an 08:22),6
08:12,08:12,RE 3344,Angermünde (an 09:23),6
08:15,08:15,RE 21836,Berlin Hbf (an 08:23),8
08:16,08:16,RB 18504,Lübbenau(Spreewald) (an 09:15),3
08:27,08:27,DRF 1322,Köln Hbf (an 13:41),7
08:28,08:28,FLX 1322,Köln Hbf (an 13:41),7
08:31,08:31,RE 21838,Berlin Hbf (an 08:39),8
08:34,08:34,RE 4354,Rostock Hbf (an 11:24),4
08:35 (+6),08:41,ICE 2285,München Hbf (an 13:08),5
08:35,08:35,ICE 2465,Bamberg (an 11:15),
08:35 (+6),08:41,ICE 505,München Hbf (an 13:08),5
08:36,08:36,IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),3
08:38,08:38,RB 62056,Wustermark (an 09:18),8
08:42 (+4),08:46,ICE 1005,München Hbf (an 12:46),5
08:43,08:43,RE 3149,Schorndorf (an 12:39),6
08:45,08:45,RB 18507,Berlin Hbf (an 08:53),8
08:45,08:45,RE 18507,Berlin Hbf (an 08:53),8
08:49,08:49,ICE 936,Ostseebad Binz (an 12:29),6
08:49,08:49,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),
08:54,08:54,RE 62006,Elsterwerda (an 10:31),3
09:00,09:00,RB 21842,Berlin Hbf (an 09:08),8
09:06,09:06,RE 62011,Elstal (an 09:55),8
09:10,09:10,RE 3306,Stralsund Hbf (an 12:44),6
09:13,09:13,ICE 837,Frankfurt(Main)Hbf (an 12:56),
09:15,09:15,RE 21844,Berlin Hbf (an 09:23),8
09:16,09:16,RB 18506,Lübbenau(Spreewald) (an 10:15),3
09:17,09:17,ICE 1104,Berlin Gesundbrunnen (an 09:31),7
09:17,09:17,RE 3148,Herzberg(Elster) (an 10:31),4
09:24,09:24,ICE 2814,Hamburg-Altona (an 12:24),
09:24,09:24,ICE 604,Hamburg-Altona (an 12:24),6
09:26 (+4),09:30,IC 2272,Rostock Hbf (an 11:37),7
09:31,09:31,RB 21846,Berlin Hbf (an 09:39),
09:34,09:34,RE 3508,Stralsund Hbf (an 12:51),4
09:35,09:35,ICE 597,München Hbf (an 17:16),5
09:37,09:37,RJ 173,Praha hl.n. (an 13:25),3
09:38,09:38,RB 62058,Berlin-Spandau (an 09:59),
09:42 (+1),09:43,ICE 1505,München Hbf (an 13:43),5
09:44 (+28),10:12,RE 3171,Stendal Hbf (an 11:30),
09:45,09:45,RB 18509,Berlin Hbf (an 09:53),8
09:45,09:45,RE 18509,Berlin Hbf (an 09:53),
09:46,09:46,RE 3345,Luckenwalde (an 10:27),4
09:50 (+3),09:53,ICE 1073,Frankfurt(Main)Hbf (an 13:57),7
09:51,09:51,RE 62008,Baruth(Mark) (an 10:36),3
09:55 (+40),10:35,FLX 1234,Hamburg Hbf (an 12:34),6
10:00,10:00,ICE 2827,Nürnberg Hbf (an 13:30),
