Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:05,00:05,RE 3182,Stendal Hbf (ab 22:50),
00:13 (+27),00:40,ICE 2823,Berlin Gesundbrunnen (ab 15:17),12
00:13 (+27),00:40,ICE 901,Hamburg-Altona (ab 21:26),
00:15,00:15,RB 62086,Baruth(Mark) (ab 23:19),7
00:15,00:15,RB 93786,Berlin Südkreuz (ab 00:08),
00:16,00:16,RB 21962,Flughafen BER (ab 23:42),14
00:19,00:19,RE 3360,Lutherstadt Wittenberg Hbf (ab 22:39),
00:19 (+8),00:27,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),6
00:26 (+14),00:40,ICE 947,Köln Hbf (ab 19:27),11
00:27,00:27,RB 93045,Senftenberg (ab 22:26),
00:35 (+2),00:37,ICE 700,München Hbf (ab 19:09),5
00:43 (+36),01:19,ICE 2832,München Hbf (ab 16:45),7
00:43 (+36),01:19,ICE 592,München Hbf (ab 16:45),7
00:49,00:49,RE 3141,Cottbus Hbf (ab 23:03),13
00:50,00:50,RE 3140,Berlin-Charlottenburg (ab 00:42),11
00:53,00:53,RE 1,Karlsruhe Hbf (ab 09:59),
01:03,01:03,ICE 1500,München Hbf (ab 20:21),5
01:13,01:13,RE 7,Berlin Zoologischer Garten (ab 06:21),
01:29 (+37),02:06,ICE 1707,Hamburg-Altona (ab 22:34),
01:48,01:48,RE 73752,Berlin Ostbahnhof (ab 01:34),14
02:03 (+25),02:28,ICE 274,Basel SBB (ab 18:16),12
04:20,04:20,ICE 646,Berlin Ostbahnhof (ab 04:09),14
04:24,04:24,ICE 277,Berlin Ostbahnhof (ab 04:15),13
04:33,04:33,RE 2,Liberec (ab 18:29),
04:35,04:35,ICE 1706,Berlin Südkreuz (ab 04:29),8
04:37,04:37,RE 73756,Berlin Ostkreuz (ab 04:23),14
05:13,05:13,RE 3707,Lübbenau(Spreewald) (ab 03:53),13
05:21,05:21,ICE 2839,Berlin Gesundbrunnen (ab 11:17),4
05:21 (+1),05:22,ICE 593,Berlin Gesundbrunnen (ab 05:16),4
05:22,05:22,RE 73758,Frankfurt(Oder) (ab 04:15),13
05:24,05:24,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),11
05:25,05:25,ICE 946,Berlin Ostbahnhof (ab 05:15),14
05:32,05:32,ICE 1501,Berlin Gesundbrunnen (ab 05:26),4
05:35 (+91),07:06,ICE 1541,Köln Hbf (ab 23:27),11
05:35 (+38),06:13,ICE 2903,Duisburg Hbf (ab 00:09),
05:35,05:35,RE 3103,Cottbus Hbf (ab 04:00),14
