Ankunft,Zugnr.,von (Abfahrt),Gleis
00:02 (+15),RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:03,RB 21962,Flughafen BER (ab 23:42),7
00:09 (+3),RE 73826,Erkner (ab 23:43),6
00:09,RE 92750,Berlin Zoologischer Garten (ab 23:52),
00:15,RB 93045,Lübben(Spreewald) (ab 23:15),7
00:15 (+1),RE 93045,Lübben(Spreewald) (ab 23:15),7
00:23 (+23),ICE 901,Hamburg-Altona (ab 21:26),1
00:37,RE 2,Bestensee (ab 00:07),
00:41 (+12),ICE 947,Köln Hbf (ab 19:27),3
00:41,RB 94796,Erkner (ab 00:20),
00:51,RB 21968,Flughafen BER (ab 00:30),7
01:02,RE 3140,Berlin-Charlottenburg (ab 00:42),1
01:14,RE 7,Schönwalde(Spreewald) (ab 06:50),
01:33,RE 1,Erkner (ab 00:20),
01:36,RE 73752,Erkner (ab 01:16),6
01:40 (+46),ICE 1707,Hamburg-Altona (ab 22:34),2
01:53,FEX,Berlin Potsdamer Platz (ab 18:56),
01:53,RB 21969,Berlin-Charlottenburg (ab 01:33),3
02:44 (+31),ICE 274,Basel SBB (ab 18:16),2
04:20,RE 3101,Berlin Ostkreuz (ab 04:16),7
04:21,RE 73751,Berlin Zoologischer Garten (ab 04:04),
04:40,RE 73801,Berlin-Charlottenburg (ab 04:20),
04:49 (+2),RE 94716,Erkner (ab 04:24),7
04:56,RE 91510,Berlin Zoologischer Garten (ab 04:39),
05:02 (+2),RE 3707,Lübbenau(Spreewald) (ab 03:53),7
05:10 (+2),RE 94758,Frankfurt(Oder) (ab 04:15),
05:23 (+4),RE 3103,Cottbus Hbf (ab 03:51),7
05:36 (+1),RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:47 (+2),RE 94718,Eisenhüttenstadt (ab 04:21),7
05:55,RB 91518,Berlin-Wannsee (ab 05:26),
06:02 (+2),RB 93009,Lübben(Spreewald) (ab 05:00),7
06:05 (+15),EC 430,Opalenica (ab 03:43),7
06:09,RE 94713,Berlin Zoologischer Garten (ab 05:52),1
06:10 (+2),RE 94760,Frankfurt(Oder) (ab 05:08),3
06:23 (+1),RE 3105,Cottbus Hbf (ab 04:57),6
06:36 (+4),RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:47 (+2),RE 94720,Frankfurt(Oder) (ab 05:42),6
06:56 (+1),RE 3706,Dessau Hbf (ab 05:05),2
07:02,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),2
07:02 (+14),RE 3711,Senftenberg (ab 05:11),7
07:09,RE 94715,Berlin Zoologischer Garten (ab 06:52),1
07:17,ES 453,Bruxelles Midi (ab 19:22),1
07:23 (+9),RE 3107,Cottbus Hbf (ab 06:07),7
07:36,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:47 (+2),RE 94722,Frankfurt(Oder) (ab 06:42),
07:56 (+1),RE 3708,Dessau Hbf (ab 06:05),2
08:02 (+4),RE 3713,Senftenberg (ab 06:14),7
08:03,ICE 649,Hannover Hbf (ab 05:30),2
08:07 (+34),IC 60409,Zürich HB (ab 19:59),7
08:07 (+34),NJ 409,Zürich HB (ab 19:59),7
08:09,RE 94717,Berlin Zoologischer Garten (ab 07:52),1
08:10 (+2),RB 94764,Frankfurt(Oder) (ab 07:11),
08:21,RB 18145,Berlin-Wannsee (ab 07:51),6
08:23,RE 3109,Cottbus Hbf (ab 07:03),7
08:28 (+4),ICE 851,Hannover Hbf (ab 05:46),2
08:36,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:47,RE 94724,Frankfurt(Oder) (ab 07:41),
08:56,RE 3710,Dessau Hbf (ab 07:05),2
09:02 (+3),RE 3715,Senftenberg (ab 07:14),7
09:03 (+3),ICE 841,Hannover Hbf (ab 06:32),2
09:09,RE 94719,Berlin Zoologischer Garten (ab 08:52),1
09:10,RE 94766,Frankfurt(Oder) (ab 08:11),
09:21,RB 18147,Berlin-Wannsee (ab 08:51),7
09:23,RE 3111,Cottbus Hbf (ab 08:04),6
09:36,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:41 (+3),ICE 541,Köln Hbf (ab 04:25),2
09:47,RE 94726,Frankfurt(Oder) (ab 08:38),
09:51,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),3
09:56 (+11),RE 3712,Dessau Hbf (ab 08:05),2
10:02 (+3),RE 3717,Senftenberg (ab 08:14),7
10:06,EC 248,Warszawa Wschodnia (ab 04:49),7
10:09,RE 94721,Berlin Zoologischer Garten (ab 09:52),1
10:10,RE 94768,Frankfurt(Oder) (ab 09:08),
10:21,RB 18149,Berlin-Wannsee (ab 09:51),2
10:26 (+28),RE 3113,Cottbus Hbf (ab 09:03),6
10:34 (+17),ICE 843,Köln Hbf (ab 05:26),6
10:36,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:47,RE 94728,Frankfurt(Oder) (ab 09:38),7
10:49 (+6),ICE 996,Kassel-Wilhelmshöhe (ab 07:49),1
10:56 (+9),RE 3714,Dessau Hbf (ab 09:05),2
11:01 (+99),EC 54,Krakow Glowny (ab 04:07),6
11:02 (+3),RE 3719,Senftenberg (ab 09:14),7
11:09,RE 94723,Berlin Zoologischer Garten (ab 10:52),
11:10,RE 94770,Frankfurt(Oder) (ab 10:08),
11:23,RE 3115,Cottbus Hbf (ab 10:03),7
11:36,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),1
11:40 Ausfall,ICE 543,Köln Hbf (ab 06:25),6
11:47 (+2),RE 94730,Frankfurt(Oder) (ab 10:38),7
11:50 (+12),ICE 378,Karlsruhe Hbf (ab 05:59),2
11:56 (+1),RE 3716,Dessau Hbf (ab 10:05),3
12:02 (+18),RE 3721,Senftenberg (ab 10:14),7
12:06,EC 246,Warszawa Wschodnia (ab 06:49),7
12:09,RE 94725,Berlin Zoologischer Garten (ab 11:52),1
12:10 (+3),RB 94772,Frankfurt(Oder) (ab 11:08),
12:10 (+1),RE 94772,Frankfurt(Oder) (ab 11:08),3
12:13 (+13),ICE 141,Amsterdam Centraal (ab 06:00),2
12:17 (+3),ICE 1138,Frankfurt(M) Flughafen Regionalbf (ab 07:41),1
12:23 (+2),RE 3117,Cottbus Hbf (ab 11:03),7
12:36 (+3),RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:41 (+18),ICE 845,Köln Hbf (ab 07:27),1
12:47 (+2),RE 94732,Frankfurt(Oder) (ab 11:38),7
12:50,ICE 994,Stuttgart Hbf (ab 06:36),2
12:56,RE 3718,Dessau Hbf (ab 11:05),3
13:02 (+3),RE 3723,Senftenberg (ab 11:14),7
13:06 (+4),EC 230,Gdynia Glowna (ab 07:09),6
13:06 (+1),IC 2035,Norddeich (ab 05:39),2
13:09,RE 94727,Berlin Zoologischer Garten (ab 12:52),1
13:10 (+3),RE 94774,Frankfurt(Oder) (ab 12:08),3
13:23 (+10),RE 3119,Cottbus Hbf (ab 12:03),7
13:36,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:40,ICE 545,Köln Hbf (ab 08:25),2
13:47 (+2),RE 94734,Frankfurt(Oder) (ab 12:38),
13:50 (+11),ICE 376,Basel SBB (ab 06:16),6
13:56 (+1),RE 3720,Dessau Hbf (ab 12:05),2
14:02 (+14),RE 3725,Senftenberg (ab 12:14),7
14:05,DRF 1321,Köln Hbf (ab 08:14),2
14:05 (+2),FLX 1321,Köln Hbf (ab 08:14),2
14:06,EC 48,Warszawa Wschodnia (ab 08:49),7
14:09 (+5),RE 94729,Berlin Zoologischer Garten (ab 13:52),1
14:09,RE 94776,Frankfurt(Oder) (ab 13:08),3
14:23 (+3),RE 3121,Cottbus Hbf (ab 13:03),6
14:36,RE 3120,Hennigsdorf(b Berlin) (ab 13:35),1
14:39,ICE 847,Köln Hbf (ab 09:27),2
14:47 (+3),RE 94736,Frankfurt(Oder) (ab 13:38),7
14:49 (+14),ICE 992,Frankfurt(M) Flughafen Fernbf (ab 10:09),2
14:56 (+1),RE 3722,Dessau Hbf (ab 13:05),3
15:01 (+16),EC 56,Przemysl Glowny (ab 05:15),6
15:02 (+24),RE 3727,Senftenberg (ab 13:14),7
15:09,RE 94731,Berlin Zoologischer Garten (ab 14:52),1
15:10 (+2),RE 94778,Frankfurt(Oder) (ab 14:08),6
15:21,RB 18159,Berlin-Wannsee (ab 14:51),3
15:23 (+8),RE 3123,Cottbus Hbf (ab 14:03),7
15:36 (+12),RE 3122,Hennigsdorf(b Berlin) (ab 14:35),1
15:40,ICE 547,Köln Hbf (ab 10:24),2
15:47 (+2),RB 94738,Frankfurt(Oder) (ab 14:38),
15:47 (+1),RE 94738,Frankfurt(Oder) (ab 14:38),7
15:50,ICE 374,Interlaken Ost (ab 05:59),3
15:56 (+8),RE 3724,Dessau Hbf (ab 14:05),2
16:02 (+3),RE 3729,Troisvierges (ab 04:35),7
16:06 (+8),EC 46,Warszawa Wschodnia (ab 10:49),7
16:09 (+1),RE 94733,Berlin Zoologischer Garten (ab 15:52),1
16:10,RB 94780,Frankfurt(Oder) (ab 15:08),
16:10,RE 73839,Frankfurt(Oder) (ab 15:08),
16:21,RB 18161,Berlin-Wannsee (ab 15:51),3
16:23 (+3),RE 3125,Cottbus Hbf (ab 15:03),7
16:36 (+2),RE 3124,Hennigsdorf(b Berlin) (ab 15:35),1
16:39 (+88),ICE 849,Köln Hbf (ab 11:28),2
16:47 (+2),RB 94740,Frankfurt(Oder) (ab 15:38),
16:47 (+2),RE 94740,Frankfurt(Oder) (ab 15:38),7
16:49 (+1),ICE 798,Karlsruhe Hbf (ab 10:40),3
16:56 (+5),RE 3726,Dessau Hbf (ab 15:05),2
17:02 (+6),RE 3731,Senftenberg (ab 15:14),7
17:09,RE 94735,Berlin Zoologischer Garten (ab 16:52),1
17:10,RB 94782,Frankfurt(Oder) (ab 16:08),
17:10,RE 94782,Frankfurt(Oder) (ab 16:08),3
17:21,RB 18163,Berlin-Wannsee (ab 16:51),2
17:23 (+2),RE 3127,Cottbus Hbf (ab 16:03),7
17:36 (+2),RE 3126,Hennigsdorf(b Berlin) (ab 16:35),1
17:39 (+7),ICE 549,Köln Hbf (ab 12:26),6
17:47 (+2),RE 94742,Frankfurt(Oder) (ab 16:38),7
17:50,ICE 372,Brig (ab 07:45),3
17:56,RE 3728,Dessau Hbf (ab 16:05),2
18:02 (+4),RE 3733,Senftenberg (ab 16:14),6
18:06 (+5),EC 44,Warszawa Wschodnia (ab 12:49),7
18:09,RE 94737,Berlin Zoologischer Garten (ab 17:52),1
18:10,RE 73843,Frankfurt(Oder) (ab 17:10),
18:10,RE 94784,Frankfurt(Oder) (ab 17:08),3
18:21,RB 18165,Berlin-Wannsee (ab 17:51),2
18:23 (+5),RE 3129,Cottbus Hbf (ab 17:03),7
18:36,RE 3128,Hennigsdorf(b Berlin) (ab 17:35),1
18:36 (+9),RJ 174,Budapest-Nyugati (ab 07:30),7
18:40,ICE 941,Köln Hbf (ab 13:27),2
18:47 (+2),RE 94744,Frankfurt(Oder) (ab 17:38),7
18:56 (+6),RE 3730,Dessau Hbf (ab 17:05),1
19:01 (+3),EC 58,Przemysl Glowny (ab 09:09),6
19:01 (+3),IC 2431,Emden  Außenhafen (ab 12:01),1
19:02 (+3),RE 3735,Senftenberg (ab 17:14),7
19:09,RB 94739,Berlin Zoologischer Garten (ab 18:52),
19:09,RE 94739,Berlin Zoologischer Garten (ab 18:52),1
19:10,RB 94786,Frankfurt(Oder) (ab 18:08),
19:10,RE 73786,Frankfurt(Oder) (ab 18:08),
19:13 Ausfall,ICE 1549,Köln Hbf (ab 13:34),2
19:23,RE 3131,Cottbus Hbf (ab 18:03),7
19:36,RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:47,RE 94746,Frankfurt(Oder) (ab 18:38),
19:50 (+1),ICE 370,Zürich HB (ab 10:59),3
19:56,RE 3732,Dessau Hbf (ab 18:05),2
20:01 (+26),ICE 641,Köln Hbf (ab 14:26),2
20:02,ICE 149,Amsterdam Centraal (ab 14:00),
20:02,RE 3737,Senftenberg (ab 18:14),7
20:06,EC 42,Warszawa Wschodnia (ab 14:49),7
20:09,RE 94741,Berlin Zoologischer Garten (ab 19:52),
20:10,RE 94788,Frankfurt(Oder) (ab 19:08),
20:23,RE 3133,Cottbus Hbf (ab 19:03),6
20:25,RE 73823,Berlin Zoologischer Garten (ab 20:08),1
20:36,RE 3132,Hennigsdorf(b Berlin) (ab 19:35),1
20:39,EC 431,Jaworzno Szczakowa (ab 05:58),2
20:41 (+1),ICE 943,Köln Hbf (ab 15:28),1
20:42 (+24),RJ 172,Praha hl.n. (ab 16:31),7
20:47,RE 94748,Frankfurt(Oder) (ab 19:42),
20:49 (+23),ICE 794,Karlsruhe Hbf (ab 14:40),6
20:56,RE 3734,Dessau Hbf (ab 19:05),2
21:02 (+11),RE 3739,Senftenberg (ab 19:14),7
21:09,RE 94743,Berlin Zoologischer Garten (ab 20:52),1
21:15 (+2),ICE 1055,Köln Hbf (ab 15:36),2
21:23 (+8),RE 3135,Cottbus Hbf (ab 20:03),7
21:25,RE 73825,Berlin-Charlottenburg (ab 21:04),1
21:29 (+3),ICE 643,Köln Hbf (ab 16:26),3
21:37,RE 3134,Hennigsdorf(b Berlin) (ab 20:36),1
21:41,RE 91491,Frankfurt(Oder) (ab 20:32),
21:41 (+2),RE 94790,Frankfurt(Oder) (ab 20:32),7
21:51 (+2),ICE 278,Basel SBB (ab 14:16),3
22:02,ICE 241,Amsterdam Centraal (ab 16:00),
22:04 (+2),RE 3741,Senftenberg (ab 20:14),7
22:04,RE 7,Bad Belzig (ab 00:22),
22:09 (+7),EC 40,Warszawa Wschodnia (ab 16:49),6
22:09,RE 94745,Berlin Zoologischer Garten (ab 21:52),
22:27,TES,Fangschleuse Tesla Süd (ab 21:44),
22:39 (+2),ICE 945,Köln Hbf (ab 17:24),3
22:41,RB 94792,Erkner (ab 22:19),
22:41,RE 91393,Erkner (ab 22:19),
22:45 Ausfall,ES 452,Praha hl.n. (ab 18:00),6
22:49 (+5),ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),3
22:56,RE 3738,Dessau Hbf (ab 21:05),7
