Ankunft,Zugnr.,von (Abfahrt),Gleis
00:00 Ausfall,ICE 655,Helmstedt (ab 22:11),12
00:05,RE 3182,Stendal Hbf (ab 22:50),
00:13 (+31),ICE 901,Hamburg-Altona (ab 21:26),
00:16,FEX,Berlin Ostkreuz (ab 00:00),
00:16,RB 21962,Berlin Ostkreuz (ab 00:00),14
00:19,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),
00:21 (+25),ICE 276,Brig (ab 13:45),12
00:21,RE 73826,Berlin Ostkreuz (ab 00:06),14
00:23,RB 21964,Flughafen BER (ab 00:01),
00:26 (+19),ICE 947,Köln Hbf (ab 19:27),
00:27,RE 3745,Senftenberg (ab 22:26),14
00:27,RE 7,Berlin Ostkreuz (ab 00:12),
00:30 (+2),ICE 2826,München Hbf (ab 16:45),7
00:30 (+2),ICE 592,München Hbf (ab 16:45),7
00:30,RE 3319,Stralsund Hbf (ab 21:10),
00:33 (+4),ICE 645,Köln Hbf (ab 18:25),12
00:35 (+13),ICE 700,München Hbf (ab 19:09),5
00:36,RE 62038,Wustermark (ab 00:02),
00:39,RB 21966,Flughafen BER (ab 00:16),8
00:45,RB 56816,Oranienburg (ab 00:15),
00:49,RE 3141,Cottbus Hbf (ab 23:03),13
00:50,RE 3140,Berlin-Charlottenburg (ab 00:42),11
00:53,RB 94796,Frankfurt(Oder) (ab 23:32),
00:53 (+1),RE 73796,Erkner (ab 00:20),14
00:54,ICE 1500,München Hbf (ab 20:21),5
00:59 (+3),ICE 705,Hamburg-Altona (ab 20:36),3
01:02,RE 3742,Dessau Hbf (ab 23:23),11
01:04,RB 21968,Flughafen BER (ab 00:30),14
01:20,RE 73791,Magdeburg Hbf (ab 23:21),
01:20,RE 94791,Potsdam Hbf (ab 00:53),
01:29 Ausfall,ICE 1707,Hamburg-Altona (ab 22:34),
01:42,RB 21969,Berlin-Charlottenburg (ab 01:33),12
01:48,RB 94752,Frankfurt(Oder) (ab 00:29),
01:48,RE 73752,Erkner (ab 01:16),
01:54,RE 21800,Flughafen BER (ab 01:22),
02:00,RE 3,Dessau Hbf (ab 02:28),
02:00,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),
02:29,RE 3701,Berlin Ostkreuz (ab 02:13),13
02:29,RE 3703,Berlin Ostkreuz (ab 02:13),
02:35,RB 94793,Potsdam Hbf (ab 02:11),
02:47,RB 62089,Wustermark (ab 02:16),
02:54 (+5),RE 21802,Flughafen BER (ab 02:22),14
02:57,RE 21803,Berlin-Charlottenburg (ab 02:48),12
03:05,RE 73754,Berlin Ostkreuz (ab 02:51),14
03:27,RE 21805,Berlin-Charlottenburg (ab 03:18),
03:59,ICE 646,Berlin Ostbahnhof (ab 03:51),
04:09,RE 73751,Brandenburg Hbf (ab 03:13),11
04:13,RE 3705,Berlin Ostkreuz (ab 03:59),
04:24,ICE 277,Berlin Ostbahnhof (ab 04:15),
04:28,RE 73801,Berlin-Charlottenburg (ab 04:20),
04:33,RE 2,Münster-Albachten (ab 02:16),
04:35,ICE 1706,Berlin Südkreuz (ab 04:29),8
04:35,ICE 2820,Frankfurt(Main)Hbf (ab 18:11),8
04:37,RE 73756,Berlin Ostkreuz (ab 04:23),
04:45 (+46),RE 3369,Eberswalde Hbf (ab 04:03),
05:01,RE 73716,Frankfurt(Oder) (ab 03:38),
05:07 (+1),RB 56801,Berlin Südkreuz (ab 05:00),6
05:13,RE 3707,Lübbenau(Spreewald) (ab 03:53),13
05:13,RE 93007,Lübbenau(Spreewald) (ab 03:53),
05:14,RE 73753,Brandenburg Hbf (ab 04:17),
05:18,RE 3302,Falkenberg(Elster) (ab 03:40),5
05:21,ICE 593,Berlin Gesundbrunnen (ab 05:16),4
05:22 (+8),RE 73758,Frankfurt(Oder) (ab 04:15),
05:24 (+8),RE 3102,Hennigsdorf(b Berlin) (ab 04:33),11
05:25,ICE 946,Berlin Ostbahnhof (ab 05:11),14
05:29,RE 3341,Schwedt(Oder) (ab 04:04),
05:32 (+4),ICE 1501,Berlin Gesundbrunnen (ab 05:26),4
05:35 (+5),RE 3103,Cottbus Hbf (ab 04:00),14
05:35,RE 62000,Elstal (ab 05:07),2
05:35,RE 92303,Cottbus Hbf (ab 04:00),
05:36,ICE 608,Berlin Südkreuz (ab 05:31),6
05:39,RB 21814,Flughafen BER (ab 05:16),
05:43 (+1),RE 3504,Berlin Südkreuz (ab 05:34),5
05:43,RE 3704,Dessau Hbf (ab 04:05),12
05:45,RB 62050,Wünsdorf-Waldstadt (ab 04:50),
05:51 (+1),ICE 1541,Köln Hbf (ab 23:27),2
05:52,RE 3167,Jüterbog (ab 05:02),7
05:53,RB 18501,Cottbus Hbf (ab 04:24),
05:53,RE 18501,Cottbus Hbf (ab 04:24),
05:57,RE 73713,Magdeburg Hbf (ab 04:12),
05:59 (+1),RE 73718,Frankfurt(Oder) (ab 04:42),14
06:03,ICE 240,Berlin Südkreuz (ab 05:50),14
06:05,RE 3164,Stendal Hbf (ab 04:48),
06:05,RE 4,Rathenow (ab 05:09),
06:08,RE 21818,Flughafen BER (ab 05:46),
06:11,RE 3503,Neubrandenburg (ab 04:27),4
06:12 (+1),RB 62051,Wustermark (ab 05:39),1
06:14 (+18),EC 430,Opalenica (ab 03:43),13
06:15,RE 62005,Elsterwerda (ab 04:29),7
06:18 (+1),RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:22,ICE 503,Berlin Gesundbrunnen (ab 06:16),3
06:22,RE 73760,Frankfurt(Oder) (ab 05:08),13
06:23,RE 21820,Flughafen BER (ab 06:01),
06:24,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),12
06:25 (+3),ICE 279,Berlin Ostbahnhof (ab 06:15),14
06:29,RE 3301,Pasewalk (ab 04:44),2 A - D
06:30 (+2),ICE 904,München Hbf (ab 23:12),5
06:32,ICE 1704,Berlin Südkreuz (ab 06:26),7
06:35,RE 3105,Cottbus Hbf (ab 04:57),14
06:35,RE 73755,Brandenburg Hbf (ab 05:44),12
