Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:02,00:02,RB 94794,Potsdam Hbf (an 00:23),
00:02,00:02,RE 73795,Potsdam Hbf (an 00:23),
00:09 (+12),00:21,ICE 901,Berlin Ostbahnhof (an 00:23),2
00:10,00:10,RE 3139,Berlin-Charlottenburg (an 00:13),4
00:35,00:35,RE 3745,Bad Belzig (an 01:31),3
00:35,00:35,RE 7,Offenburg (an 23:37),
00:40 (+22),01:02,ICE 947,Berlin Ostbahnhof (an 00:53),1
00:46,00:46,RE 3140,Cottbus Hbf (an 02:51),
00:57,00:57,RE 3742,Berlin Ostbahnhof (an 01:14),
01:02,01:02,RB 94796,Berlin-Wannsee (an 01:14),
01:16,01:16,RE 93994,Frankfurt(Oder) (an 02:38),
01:16,01:16,RE 94791,Frankfurt(Oder) (an 02:38),
01:25 (+2),01:27,ICE 1707,Berlin Ostbahnhof (an 01:40),2
01:37,01:37,RB 21969,Naumburg(Saale)Hbf (an 13:50),2
01:58,01:58,RE 73752,Brandenburg Hbf (an 02:54),
02:36,02:36,RE 3703,Berlin-Wannsee (an 02:48),
04:04,04:04,RE 1,Koblenz Hbf (an 21:56),
04:04,04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:06 (+3),04:09,ICE 646,Köln Hbf (an 09:33),4
04:24,04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:39,04:39,RE 3702,Lübbenau(Spreewald) (an 06:03),
04:42,04:42,RE 2,Düsseldorf Hbf (an 23:53),
04:42,04:42,RE 3101,Berlin-Spandau (an 04:53),
05:09,05:09,RB 94753,Frankfurt(Oder) (an 06:35),
05:09,05:09,RE 93754,Frankfurt(Oder) (an 06:35),
05:09,05:09,RE 94716,Berlin-Wannsee (an 05:21),3
05:19,05:19,RE 2,Singen(Hohentwiel) (an 08:50),
05:19,05:19,RE 3102,Cottbus Hbf (an 06:56),
05:21,05:21,RE 3707,Roßlau(Elbe) (an 06:48),
05:21,05:21,RE 7,Berlin-Wannsee (an 05:34),
05:30,05:30,RE 93759,Potsdam Hbf (an 05:51),
05:30,05:30,RE 94758,Potsdam Hbf (an 05:51),
05:33 (+2),05:35,ICE 946,Köln Hbf (an 10:35),3
05:39,05:39,RE 3704,Senftenberg (an 07:41),2
05:39,05:39,RE 95111,Lübbenau(Spreewald) (an 07:03),
05:44,05:44,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:52,05:52,RE 94713,Frankfurt(Oder) (an 07:18),
06:08,06:08,RE 94718,Berlin-Wannsee (an 06:20),4
06:19,06:19,RE 3104,Cottbus Hbf (an 07:57),1
06:30,06:30,RE 94755,Frankfurt(Oder) (an 07:47),
06:30,06:30,RE 94760,Potsdam Hbf (an 06:51),4
06:39 (+17),06:56,RE 3706,Senftenberg (an 08:41),2
06:44,06:44,ICE 1272,Berlin Ostbahnhof (an 07:02),1
06:44,06:44,RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:52,06:52,RE 94715,Frankfurt(Oder) (an 08:18),
07:08,07:08,RE 94720,Berlin-Wannsee (an 07:20),4
