Ankunft,Zugnr.,von (Abfahrt),Gleis
00:04,RE 73826,Erkner (ab 23:43),2
00:07 (+13),RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:23,RE 62036,Elstal (ab 23:07),1
00:31,RE 3141,Cottbus Hbf (ab 22:52),2
01:07,RE 3140,Berlin-Charlottenburg (ab 00:42),1
01:20,RE 3742,Dessau Hbf (ab 23:23),1
01:31,RE 73752,Erkner (ab 01:16),2
01:58,RB 21969,Eisenach Hbf (ab 12:13),1
04:39,RB 18300,Perleberg (ab 14:03),14
04:44,RE 94716,Erkner (ab 04:24),2
05:00 (+4),RE 3702,Bad Belzig (ab 03:41),1
05:16,RB 18200,Ludwigsfelde (ab 04:38),14
05:18,RE 3103,Cottbus Hbf (ab 04:00),2
05:39,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),14
05:40,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:42,RE 94718,Eisenhüttenstadt (ab 04:21),2
05:44,RB 18203,Berlin-Lichtenberg (ab 05:41),13
05:59 (+1),RE 3704,Dessau Hbf (ab 04:05),1
06:05,RE 94760,Frankfurt(Oder) (ab 05:08),2
06:14,RE 94713,Berlin-Wannsee (ab 05:39),1
06:16,RB 18202,Ludwigsfelde (ab 05:38),14
06:18 (+6),RE 3105,Cottbus Hbf (ab 04:57),2
06:39,RB 18304,Wünsdorf-Waldstadt (ab 05:43),14
06:40,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:42,RE 94720,Frankfurt(Oder) (ab 05:42),2
06:44,RB 18205,Berlin-Lichtenberg (ab 06:41),13
06:57 (+1),RE 3711,Senftenberg (ab 05:11),2
07:00 (+1),RE 3706,Dessau Hbf (ab 05:05),1
07:14,RE 94715,Berlin-Wannsee (ab 06:39),1
07:16,RB 18204,Ludwigsfelde (ab 06:38),14
07:18,RE 3107,Cottbus Hbf (ab 06:07),2
07:20,RB 18307,Eberswalde Hbf (ab 06:35),13
07:40,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:44,RB 18207,Berlin-Lichtenberg (ab 07:41),13
07:56 (+14),RE 3713,Senftenberg (ab 06:14),2
08:00 (+1),RE 3708,Dessau Hbf (ab 06:05),1
08:14,RE 94717,Berlin-Wannsee (ab 07:39),1
08:16,RB 18206,Ludwigsfelde (ab 07:38),14
08:18,RE 3109,Cottbus Hbf (ab 07:03),2
08:40,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:44,RB 18209,Berlin-Lichtenberg (ab 08:41),13
08:56 (+17),RE 3715,Senftenberg (ab 07:14),2
09:00 (+2),RE 3710,Dessau Hbf (ab 07:05),1
09:01,RB 61108,Templin Stadt (ab 07:33),7
09:14,RE 94719,Berlin-Wannsee (ab 08:39),1
09:16,RB 18208,Ludwigsfelde (ab 08:38),14
