Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:12,00:12,RB 62086,Berlin Hbf (an 00:15),4
00:16,00:16,RE 3366,Eberswalde Hbf (an 01:04),3
00:43,00:43,RE 3363,Jüterbog (an 01:41),2
04:42,04:42,RB 62094,Berlin-Spandau (an 04:59),
04:50,04:50,RE 62040,Elsterwerda (an 06:29),
05:05,05:05,RE 56301,Schwerin Hbf (an 07:48),
05:10,05:10,RE 62003,Elstal (an 05:53),4
05:35,05:35,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),
05:42,05:42,RB 62050,Wustermark (an 06:19),4
05:46,05:46,RE 62000,Elsterwerda (an 07:15),1
05:48,05:48,RE 3167,Stendal Hbf (an 07:13),
06:11,06:11,RB 18500,Lübbenau(Spreewald) (an 07:17),1
06:12,06:12,RE 62005,Elstal (an 06:49),4
06:17,06:17,RB 62051,Rangsdorf (an 06:38),1
06:42,06:42,RB 62052,Berlin-Spandau (an 06:59),
06:43,06:43,RE 3,Ulm Hbf (an 22:52),
06:43,06:43,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),
06:48,06:48,RE 62002,Elsterwerda (an 08:31),1
07:10,07:10,RE 62007,Elstal (an 07:53),4
07:11,07:11,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:17,07:17,RB 62053,Rangsdorf (an 07:38),1
07:43,07:43,RB 62054,Berlin-Spandau (an 07:59),
07:46,07:46,RE 62004,Elsterwerda (an 09:14),1
07:49,07:49,RE 3169,Stendal Hbf (an 09:30),3
08:10,08:10,RE 3166,Jüterbog (an 08:54),2
08:12,08:12,RE 62009,Elstal (an 08:49),4
08:19,08:19,RE 3505,Sargans (an 23:24),2
08:42,08:42,RB 62056,Wustermark (an 09:18),4
08:43,08:43,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2
08:47 (+2),08:49,RE 3149,Schorndorf (an 12:39),
08:48,08:48,RE 62006,Elsterwerda (an 10:31),1
08:50,08:50,RB 18507,Berlin Hbf (an 08:53),4
09:05,09:05,RB 21842,Berlin Hbf (an 09:08),4
09:10,09:10,RE 62011,Elstal (an 09:55),4
09:11,09:11,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:12,09:12,RE 3148,Falkenberg(Elster) (an 10:44),2
09:15,09:15,RE 3306,Berlin Hbf (an 09:18),3
09:17,09:17,RB 62057,Berlin Südkreuz (an 09:21),1
09:20,09:20,RE 21844,Berlin Hbf (an 09:23),4
09:42,09:42,RB 62058,Berlin-Spandau (an 09:59),
09:46,09:46,RE 62008,Baruth(Mark) (an 10:36),1
09:48,09:48,RE 3171,Stendal Hbf (an 11:30),
10:10,10:10,RE 3168,Jüterbog (an 10:54),2
10:11,10:11,RB 18508,Lübbenau(Spreewald) (an 11:15),1
10:12,10:12,RE 62013,Elstal (an 10:49),4
10:16,10:16,RE 3346,Berlin Hbf (an 10:19),3
10:21,10:21,RB 21852,Berlin Hbf (an 10:24),4
10:36,10:36,RB 21854,Berlin Hbf (an 10:39),4
10:42,10:42,RB 62060,Wustermark (an 11:18),4
10:43,10:43,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2
10:47,10:47,RE 3151,Schorndorf (an 13:09),3
10:48,10:48,RE 62010,Elsterwerda (an 12:31),1
10:50,10:50,RB 18511,Berlin Hbf (an 10:53),4
11:10,11:10,RE 62015,Elstal (an 11:53),4
11:11,11:11,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:12,11:12,RE 3150,Falkenberg(Elster) (an 12:44),2
11:17,11:17,RB 62061,Berlin Südkreuz (an 11:21),1
11:20,11:20,RB 21860,Berlin Hbf (an 11:23),4
11:35,11:35,RE 3347,Luckenwalde (an 12:27),1
11:36,11:36,RB 21862,Berlin Hbf (an 11:39),4
11:41,11:41,RB 21867,Flughafen BER (an 12:00),1
11:43,11:43,RB 62062,Wustermark (an 12:18),4
11:46,11:46,RE 62012,Baruth(Mark) (an 12:36),1
11:50,11:50,RB 18513,Berlin Hbf (an 11:53),4
11:50,11:50,RE 3173,Stendal Hbf (an 13:30),3
11:56,11:56,RB 21869,Flughafen BER (an 12:14),1
12:05,12:05,RB 21866,Berlin Hbf (an 12:08),4
12:10 (+5),12:15,RE 3170,Jüterbog (an 12:54),2
12:11,12:11,RB 18512,Lübbenau(Spreewald) (an 13:15),1
12:12,12:12,RE 62017,Elstal (an 12:49),4
12:16,12:16,RE 3348,Berlin Hbf (an 12:19),3
12:17 (+6),12:23,RB 62063,Berlin Südkreuz (an 12:21),1
12:20,12:20,RB 21868,Berlin Hbf (an 12:23),4
12:26,12:26,RB 21873,Flughafen BER (an 12:46),1
12:36,12:36,RB 21870,Berlin Hbf (an 12:39),4
12:41,12:41,RB 21875,Flughafen BER (an 13:00),1
12:42,12:42,RB 62064,Berlin-Spandau (an 12:59),
12:43,12:43,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),2
12:43,12:43,RE 3536,Lutherstadt Wittenberg Hbf (an 14:07),
12:47,12:47,RE 3153,Rathenow (an 13:54),3
12:48,12:48,RE 62014,Elsterwerda (an 14:31),1
12:50,12:50,RB 18515,Berlin Hbf (an 12:53),4
12:55,12:55,RB 21877,Flughafen BER (an 13:14),1
13:05,13:05,RB 21874,Berlin Hbf (an 13:08),4
13:10 (+35),13:45,RE 62019,Elstal (an 13:55),4
13:11,13:11,RB 18514,Lübbenau(Spreewald) (an 14:15),1
13:12 (+17),13:29,RE 3152,Falkenberg(Elster) (an 14:44),2
13:15,13:15,RE 3310,Berlin Hbf (an 13:18),3
13:17 (+15),13:32,RB 62065,Berlin Südkreuz (an 13:21),1
13:35,13:35,RE 3349,Luckenwalde (an 14:27),1
13:36,13:36,RB 21878,Berlin Hbf (an 13:39),4
13:41,13:41,RB 21883,Flughafen BER (an 14:00),1
13:42,13:42,RB 62066,Wustermark (an 14:18),4
13:46,13:46,RE 62016,Elsterwerda (an 15:14),1
13:48 (+2),13:50,RE 3175,Stendal Hbf (an 15:30),3
13:50,13:50,RB 18517,Berlin Hbf (an 13:53),4
13:56,13:56,RB 21885,Flughafen BER (an 14:14),1
14:05,14:05,RB 21882,Berlin Hbf (an 14:08),4
14:10 (+3),14:13,RE 3172,Jüterbog (an 14:54),2
14:11,14:11,RB 18516,Lübbenau(Spreewald) (an 15:15),1
14:12,14:12,RE 62021,Elstal (an 14:49),4
14:16,14:16,RE 3350,Berlin Hbf (an 14:19),3
14:17,14:17,RB 62067,Rangsdorf (an 14:39),1
14:20,14:20,RB 21884,Berlin Hbf (an 14:23),4
14:26,14:26,RB 21889,Flughafen BER (an 14:45),1
14:36,14:36,RB 21886,Berlin Hbf (an 14:39),4
14:42,14:42,RB 62068,Wustermark (an 15:18),4
14:43,14:43,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),
14:47,14:47,RE 3155,Rathenow (an 15:54),3
14:48,14:48,RB 62018,Elsterwerda (an 16:31),1
14:48,14:48,RE 62018,Elsterwerda (an 16:31),
14:50,14:50,RB 18519,Berlin Hbf (an 14:53),4
15:05,15:05,RB 21890,Berlin Hbf (an 15:08),4
15:10,15:10,RE 62023,Elstal (an 15:55),4
15:11,15:11,RB 18518,Lübbenau(Spreewald) (an 16:15),1
15:12,15:12,RE 3154,Falkenberg(Elster) (an 16:45),2
15:15,15:15,RE 3312,Berlin Hbf (an 15:18),3
15:17,15:17,RB 62069,Rangsdorf (an 15:38),1
15:20,15:20,RB 21892,Berlin Hbf (an 15:23),4
15:35,15:35,RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),1
15:36,15:36,RE 21894,Berlin Hbf (an 15:39),4
15:42,15:42,RB 62070,Wustermark (an 16:18),4
15:46,15:46,RE 62020,Elsterwerda (an 17:15),1
15:48 (+16),16:04,RE 3177,Stendal Hbf (an 17:30),3
15:50,15:50,RB 18521,Berlin Hbf (an 15:53),4
16:05 (+2),16:07,RB 21898,Berlin Hbf (an 16:08),4
16:10 (+42),16:52,RE 3174,Jüterbog (an 16:55),2
16:11,16:11,RB 18520,Lübbenau(Spreewald) (an 17:15),1
16:12 (+18),16:30,RE 62025,Elstal (an 16:49),4
16:16 (+3),16:19,RE 3352,Berlin Hbf (an 16:19),3
16:18 (+21),16:39,RB 62071,Rangsdorf (an 16:39),1
16:20,16:20,RB 21900,Berlin Hbf (an 16:23),4
16:26,16:26,RB 21905,Flughafen BER (an 16:45),1
16:36,16:36,RB 21902,Berlin Hbf (an 16:39),4
16:41,16:41,RE 21907,Flughafen BER (an 17:00),1
16:42,16:42,RB 62072,Wustermark (an 17:18),4
16:43,16:43,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),2
16:47 (+1),16:48,RE 3157,Rathenow (an 17:54),3
16:48 (+13),17:01,RE 62022,Elsterwerda (an 18:31),1
16:50 (+2),16:52,RB 18523,Berlin Hbf (an 16:53),4
16:56,16:56,RE 21909,Flughafen BER (an 17:14),1
17:05,17:05,RB 21906,Berlin Hbf (an 17:08),4
17:10,17:10,RE 62027,Elstal (an 17:47),4
17:11,17:11,RB 18522,Cottbus Hbf (an 18:47),1
17:12 (+18),17:30,RE 3156,Falkenberg(Elster) (an 18:49),2
17:15,17:15,RE 3314,Berlin Hbf (an 17:18),3
17:17,17:17,RB 62073,Rangsdorf (an 17:38),
