Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:04,00:04,RE 3138,Cottbus Hbf (an 01:50),1
00:05,00:05,RB 21962,Berlin-Charlottenburg (an 00:26),7
00:11,00:11,RE 1,Brandenburg Hbf (an 18:36),
00:11,00:11,RE 73826,Berlin Hbf (an 00:21),
00:11,00:11,RE 94749,Frankfurt(Oder) (an 01:18),
00:17,00:17,RE 3745,Bad Belzig (an 01:31),7
00:17,00:17,RE 7,Rendsburg (an 23:58),
00:43,00:43,RB 94796,Potsdam Hbf (an 01:22),
00:43,00:43,RE 91367,Potsdam Hbf (an 01:22),
00:52,00:52,RE 3141,Berlin Hbf (an 01:02),6
00:53,00:53,RB 21968,Berlin Hbf (an 01:04),
01:05,01:05,RE 3140,Lübbenau(Spreewald) (an 02:17),
01:05,01:05,RE 93240,Cottbus Hbf (an 02:51),
01:16,01:16,RE 3742,Berlin Ostkreuz (an 01:20),2
01:34,01:34,RE 93994,Frankfurt(Oder) (an 02:38),
01:38,01:38,RE 73752,Berlin Hbf (an 01:48),
02:44,02:44,RB 21802,Berlin Zoologischer Garten (an 03:00),
04:04,04:04,RE 3705,Dessau Hbf (an 05:53),7
04:09 (+1),04:10,ICE 646,Köln Hbf (an 09:33),3
04:23,04:23,RE 2,Duisburg Hbf (an 23:33),
04:23,04:23,RE 73751,Frankfurt(Oder) (an 05:29),
04:41,04:41,RE 73801,Frankfurt(Oder) (an 05:36),
04:51 (+1),04:52,RE 94716,Berlin-Wannsee (an 05:21),
04:58,04:58,RE 3702,Senftenberg (an 06:41),2
04:58,04:58,RE 92402,Lübbenau(Spreewald) (an 06:03),
05:04,05:04,RE 3707,Dessau Hbf (an 06:53),7
05:08 (+22),05:30,ICE 946,Köln Hbf (an 10:35),6
05:12,05:12,RE 93759,Potsdam Hbf (an 05:51),
05:12,05:12,RE 94758,Potsdam Hbf (an 05:51),
05:25,05:25,RE 3103,Berlin-Spandau (an 05:54),
05:28,05:28,RB 94753,Frankfurt(Oder) (an 06:35),
05:28,05:28,RE 93754,Frankfurt(Oder) (an 06:35),
05:38,05:38,RE 3102,Cottbus Hbf (an 06:56),
05:49,05:49,RE 94718,Berlin-Wannsee (an 06:20),
05:56,05:56,ICE 240,Amsterdam Centraal (an 11:59),
05:57 (+1),05:58,RE 3704,Senftenberg (an 07:41),1
05:57,05:57,RE 94704,Lübbenau(Spreewald) (an 07:03),
05:59,05:59,EC 41,Warszawa Wschodnia (an 11:15),
06:04,06:04,RE 3709,Dessau Hbf (an 07:53),7
06:11,06:11,RE 94713,Frankfurt(Oder) (an 07:18),
06:12,06:12,RE 94760,Potsdam Hbf (an 06:51),
06:21 (+2),06:23,ICE 644,Köln Hbf (an 11:32),6
06:25,06:25,RE 3105,Hennigsdorf(b Berlin) (an 07:23),7
06:27,06:27,ES 453,Bad Schandau (an 08:58),
06:38,06:38,RE 3104,Cottbus Hbf (an 07:57),1
06:42 Ausfall,--:--,ICE 1548,Köln Hbf (an 12:16),3
06:48,06:48,RE 94755,Frankfurt(Oder) (an 07:47),
06:49,06:49,RE 94720,Berlin-Wannsee (an 07:20),
06:58,06:58,RE 3706,Senftenberg (an 08:41),2
07:04,07:04,RE 3711,Dessau Hbf (an 08:53),7
07:11,07:11,RE 94715,Frankfurt(Oder) (an 08:20),
07:12,07:12,RE 94762,Potsdam Hbf (an 07:51),
07:19 (+4),07:23,ICE 944,Köln Hbf (an 12:33),6
07:25,07:25,RE 3107,Berlin-Spandau (an 07:54),
07:38,07:38,RE 3106,Cottbus Hbf (an 08:56),
07:39,07:39,RB 18146,Potsdam Griebnitzsee (an 08:15),7
07:46 (+85),09:11,IC 60409,Berlin Hbf (an 07:53),6
07:46 (+85),09:11,NJ 409,Berlin Hbf (an 07:53),6
07:48 (+3),07:51,RE 94757,Frankfurt(Oder) (an 08:43),
07:49 (+9),07:58,RE 94722,Berlin-Wannsee (an 08:20),
07:56,07:56,ICE 148,Amsterdam Centraal (an 14:01),
07:58 (+1),07:59,RE 3708,Senftenberg (an 09:41),2
08:00,08:00,EC 43,Warszawa Wschodnia (an 13:15),
08:00 (+2),08:02,ICE 2936,Köln Hbf (an 13:34),6
08:00 (+1),08:01,ICE 642,Köln Hbf (an 13:34),6
08:04 (+2),08:06,RE 3713,Dessau Hbf (an 09:53),7
08:11,08:11,RE 93718,Frankfurt(Oder) (an 09:18),
08:11,08:11,RE 94717,Frankfurt(Oder) (an 09:18),
08:12 (+1),08:13,RB 94764,Potsdam Hbf (an 08:51),
08:12,08:12,RE 94764,Potsdam Hbf (an 08:51),
08:25 (+1),08:26,RE 3109,Hennigsdorf(b Berlin) (an 09:23),7
08:38 (+3),08:41,RE 3108,Cottbus Hbf (an 09:55),1
08:39,08:39,RB 18148,Potsdam Griebnitzsee (an 09:15),3
08:48,08:48,RE 94759,Frankfurt(Oder) (an 09:43),
08:49 (+2),08:51,RE 94724,Berlin-Wannsee (an 09:20),
08:58 (+1),08:59,RE 3710,Senftenberg (an 10:41),2
09:01,09:01,EC 59,Przemysl Glowny (an 18:43),
09:04 (+12),09:16,RE 3715,Dessau Hbf (an 10:53),7
09:08 (+4),09:12,ICE 797,Göttingen (an 11:51),3
09:11,09:11,RE 93720,Frankfurt(Oder) (an 10:18),
09:11,09:11,RE 94719,Frankfurt(Oder) (an 10:18),
09:12,09:12,RE 94766,Potsdam Hbf (an 09:51),
09:19 (+4),09:23,ICE 942,Köln Hbf (an 14:32),6
