Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:04 (+3),RE 3138,Cottbus Hbf (an 01:40),1
00:05,RB 21962,Berlin Hbf (an 00:16),
00:11 (+20),RE 73749,Eisenhüttenstadt (an 01:41),1
00:11,RE 73826,Berlin Zoologischer Garten (an 00:28),6
00:17,RE 3745,Bad Belzig (an 01:31),7
00:39,RE 3141,Berlin-Charlottenburg (an 01:00),6
00:43,RE 73796,Magdeburg Hbf (an 02:48),
00:53 (+2),RB 21968,Berlin-Charlottenburg (an 01:13),7
01:04,RE 3140,Cottbus Hbf (an 02:40),1
01:16,RE 3742,Berlin Ostkreuz (an 01:20),2
01:34,RE 94791,Frankfurt(Oder) (an 02:38),
01:38,RB 94752,Berlin Hbf (an 01:48),
01:38,RE 73752,Berlin Hbf (an 01:48),
01:44,RE 21800,Berlin Hbf (an 01:54),7
01:55,RB 21969,Flughafen BER (an 02:15),3
02:18,RE 3701,Berlin Hbf (an 02:29),
02:18,RE 3703,Berlin Hbf (an 02:29),
02:44,RE 21802,Berlin Hbf (an 02:54),
02:49,RB 94793,Frankfurt(Oder) (an 03:55),
02:56,RE 73754,Magdeburg Hbf (an 05:08),7
03:51,ICE 646,Minden(Westf) (an 06:48),
04:04,RE 3705,Bad Belzig (an 05:17),
04:15,ICE 277,Chur (an 14:22),
04:23,RE 2,Düsseldorf Flughafen (an 07:45),
04:23,RE 3101,Berlin-Spandau (an 04:53),
04:23,RE 73751,Frankfurt(Oder) (an 05:29),
04:28,RE 73756,Brandenburg Hbf (an 05:33),
04:41,RE 73801,Frankfurt(Oder) (an 05:36),
04:51,RE 73716,Magdeburg Hbf (an 06:50),
04:58,RE 3702,Schönwalde(Spreewald) (an 05:49),
04:58,RE 92402,Lübben(Spreewald) (an 05:56),
05:04,RE 3707,Dessau Hbf (an 06:53),7
05:04,RE 93007,Berlin-Wannsee (an 05:34),
05:11 (+1),ICE 946,Köln Hbf (an 10:35),6
05:12,RE 73758,Brandenburg Hbf (an 06:19),
05:25,RE 3103,Hennigsdorf(b Berlin) (an 06:23),7
05:25,RE 92303,Berlin-Spandau (an 05:54),
05:28,RB 94753,Frankfurt(Oder) (an 06:35),
05:28,RE 73753,Frankfurt(Oder) (an 06:35),
05:38,RE 3102,Cottbus Hbf (an 06:56),1
05:49 (+2),RE 73718,Magdeburg Hbf (an 07:50),7
05:56 (+1),ICE 240,Amsterdam Centraal (an 11:59),6
05:57,RE 3704,Senftenberg (an 07:41),1
05:59,EC 41,Kutno (an 09:57),
06:04,RE 3709,Bad Belzig (an 07:17),
06:11,RE 73713,Frankfurt(Oder) (an 07:18),
06:11,RE 94713,Frankfurt(Oder) (an 07:18),
06:12,RE 73760,Brandenburg Hbf (an 07:19),7
06:15 (+3),ICE 279,Karlsruhe Hbf (an 11:59),6
06:25 (+1),RE 3105,Hennigsdorf(b Berlin) (an 07:23),7
06:32 (+4),ICE 644,Köln Hbf (an 11:33),6
06:38,RE 3104,Cottbus Hbf (an 07:57),1
06:48,RE 73755,Frankfurt(Oder) (an 07:47),1
06:49 (+2),RE 73720,Magdeburg Hbf (an 08:50),6
06:55 (+2),ICE 1548,Köln Hbf (an 12:16),3
06:58,RE 3706,Schönwalde(Spreewald) (an 07:49),2
07:04 (+2),RE 3711,Dessau Hbf (an 08:53),7
07:04,RE 7,Flensburg (an 23:45),
07:06 (+3),ICE 795,Karlsruhe Hbf (an 13:17),6
07:11 (+1),RE 73715,Frankfurt(Oder) (an 08:20),1
