Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:05,04:05,RB 18343,Eberswalde Hbf (ab 03:34),4
04:54,04:54,RB 18300,Wünsdorf-Waldstadt (ab 03:43),3
05:06,05:06,RB 18303,Eberswalde Hbf (ab 04:35),4
05:54,05:54,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),3
06:06,06:06,RB 18305,Eberswalde Hbf (ab 05:35),4
06:54,06:54,RB 18304,Wünsdorf-Waldstadt (ab 05:43),3
07:06,07:06,RB 18307,Eberswalde Hbf (ab 06:35),4
08:06,08:06,RB 18309,Eberswalde Hbf (ab 07:35),4
08:54,08:54,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),3
09:25,09:25,RB 18311,Eberswalde Hbf (ab 08:49),4
10:07,10:07,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),3
11:07,11:07,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:27),3
11:30,11:30,RB 18215,Oranienburg (ab 11:09),4
11:54,11:54,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),3
12:30,12:30,RB 18217,Oranienburg (ab 12:09),4
12:31,12:31,RB 18214,Ludwigsfelde (ab 11:38),3
12:48,12:48,RB 61116,Templin Stadt (ab 11:33),4
13:06,13:06,RB 18319,Eberswalde Hbf (ab 12:35),4
13:30,13:30,RB 18219,Oranienburg (ab 13:09),4
13:31,13:31,RB 18216,Ludwigsfelde (ab 12:38),3
13:48,13:48,RB 61118,Templin Stadt (ab 12:33),4
14:30,14:30,RB 18221,Oranienburg (ab 14:09),4
14:31,14:31,RB 18218,Ludwigsfelde (ab 13:38),3
14:48,14:48,RB 61120,Templin Stadt (ab 13:33),4
14:54,14:54,RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),3
15:30,15:30,RB 18223,Oranienburg (ab 15:09),4
15:31,15:31,RB 18220,Ludwigsfelde (ab 14:38),3
15:48,15:48,RB 61122,Templin Stadt (ab 14:33),4
16:06,16:06,RB 18325,Eberswalde Hbf (ab 15:35),4
16:22,16:22,RB 18322,Blankenfelde(Teltow-Fläming) (ab 15:37),3
16:31,16:31,RB 18222,Ludwigsfelde (ab 15:38),3
17:10,17:10,RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:42),3
17:30,17:30,RB 18227,Oranienburg (ab 17:09),4
17:39,17:39,RB 18327,Eberswalde Hbf (ab 17:07),4
17:48,17:48,RB 61126,Templin Stadt (ab 16:33),4
17:54,17:54,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),3
18:01,18:01,RB 61127,Berlin Ostkreuz (ab 17:48),3
18:30,18:30,RB 18229,Oranienburg (ab 18:09),4
18:31,18:31,RB 18226,Ludwigsfelde (ab 17:38),3
18:35,18:35,RB 18329,Eberswalde Hbf (ab 18:03),4
18:48,18:48,RB 61128,Templin Stadt (ab 17:33),4
19:06,19:06,RB 18331,Eberswalde Hbf (ab 18:35),4
19:24,19:24,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:43),3
19:30,19:30,RB 18231,Oranienburg (ab 19:09),4
19:31,19:31,RB 18228,Ludwigsfelde (ab 18:38),3
19:48,19:48,RB 61130,Templin Stadt (ab 18:33),4
20:20,20:20,RB 18330,Blankenfelde(Teltow-Fläming) (ab 19:36),3
20:30,20:30,RB 18233,Oranienburg (ab 20:09),4
20:31,20:31,RB 18230,Ludwigsfelde (ab 19:38),3
20:40,20:40,RB 18333,Eberswalde Hbf (ab 20:08),4
20:48,20:48,RB 61132,Templin Stadt (ab 19:33),4
20:54,20:54,RB 18332,Blankenfelde(Teltow-Fläming) (ab 20:09),3
21:31,21:31,RB 18232,Ludwigsfelde (ab 20:38),3
21:41,21:41,RB 18335,Eberswalde Hbf (ab 21:06),4
22:24,22:24,RB 18334,Blankenfelde(Teltow-Fläming) (ab 21:39),3
23:11,23:11,RB 18336,Blankenfelde(Teltow-Fläming) (ab 22:40),3
