Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:02,RE 73794,Brandenburg Hbf (an 00:55),4
00:05,ICE 645,Berlin Ostbahnhof (an 00:27),1
00:09 (+6),ICE 901,Berlin Ostbahnhof (an 00:23),2
00:35,RE 3745,Bad Belzig (an 01:31),3
00:38 (+9),ICE 947,Berlin Ostbahnhof (an 00:51),1
00:46,RE 3140,Cottbus Hbf (an 02:40),1
00:57,RB 91558,Berlin Ostbahnhof (an 01:14),
00:57,RE 3141,Berlin-Charlottenburg (an 01:00),4
00:57,RE 3742,Berlin Ostkreuz (an 01:20),2
00:57,RE 94542,Berlin Ostbahnhof (an 01:14),
01:02,RE 73796,Berlin-Wannsee (an 01:14),
01:11,RB 21968,Berlin-Charlottenburg (an 01:13),4
01:16 (+11),RE 73791,Erkner (an 01:53),2
01:16,RE 94791,Berlin Ostbahnhof (an 01:33),
01:25 (+9),ICE 1707,Berlin Ostbahnhof (an 01:40),2
01:37,RB 21969,Naumburg(Saale)Hbf (an 14:13),2
01:51 (+3),ICE 274,Berlin Ostbahnhof (an 02:07),2
02:31,ICE 647,Berlin Ostbahnhof (an 02:48),1
02:52,RB 21803,Flughafen BER (an 03:33),
04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:10 (+9),ICE 646,Köln Hbf (an 09:33),4
04:21,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:35 (+1),ICE 277,Chur (an 14:22),3
04:39,RE 3702,Lübbenau(Spreewald) (an 06:03),
04:39,RE 91399,Lübbenau(Spreewald) (an 06:03),
04:39,RE 92402,Lübben(Spreewald) (an 05:56),
04:42,RE 2,Mainz Hbf (an 21:13),
04:42,RE 3101,Berlin-Spandau (an 04:53),
05:19,RE 3102,Cottbus Hbf (an 06:56),1
05:21,RE 3707,Berlin-Wannsee (an 05:34),
05:21,RE 93007,Berlin-Wannsee (an 05:34),
05:33,ICE 946,Köln Hbf (an 10:35),3
05:39 (+2),RE 3704,Senftenberg (an 07:41),2
05:39,RE 94704,Lübbenau(Spreewald) (an 07:03),
05:44,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:52,RE 94713,Frankfurt(Oder) (an 07:18),
06:19,RE 3104,Cottbus Hbf (an 07:57),1
06:21,RE 3709,Berlin-Wannsee (an 06:34),
06:36 (+1),ICE 279,Interlaken Ost (an 15:59),3
06:39,RE 3706,Senftenberg (an 08:41),2
06:44,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:45),1
06:44 (+2),RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:52,RE 94715,Frankfurt(Oder) (an 08:20),
07:19,RE 3106,Cottbus Hbf (an 08:56),1
07:21 (+17),RE 3711,Dessau Hbf (an 08:53),4
07:21,RE 7,Flensburg (an 23:45),
07:39,RE 3708,Senftenberg (an 09:41),2
07:39,RE 95118,Lübbenau(Spreewald) (an 09:03),
07:44,RE 3107,Hennigsdorf(b Berlin) (an 08:23),4
07:52,RE 94717,Frankfurt(Oder) (an 09:18),
07:58,RB 18146,Berlin-Wannsee (an 08:10),3
08:04,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:19,RE 3108,Cottbus Hbf (an 09:55),1
08:21,RE 3713,Dessau Hbf (an 09:53),3
08:21,RE 7,Münster(Westf)Hbf (an 23:02),
08:39 (+3),RE 3710,Senftenberg (an 10:41),2
08:44,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:52,RE 94719,Frankfurt(Oder) (an 10:18),
08:58,RB 18148,Berlin-Wannsee (an 09:10),3
09:04,RB 18147,Berlin Ostbahnhof (an 09:21),1
09:19,RE 3110,Cottbus Hbf (an 10:55),1
09:21 (+19),RE 3715,Dessau Hbf (an 10:53),3
