Ankunft,Zugnr.,von (Abfahrt),Gleis
00:01,RB 61138,Templin Stadt (ab 22:33),8
00:14 Ausfall,RE 73749,Magdeburg Hbf (ab 22:07),1
01:36 (+53),RE 73791,Magdeburg Hbf (ab 23:21),1
04:44,RE 73716,Frankfurt(Oder) (ab 03:38),2
05:16,RB 18200,Ludwigsfelde (ab 04:38),14
05:30 (+49),RE 73753,Brandenburg Hbf (ab 04:17),1
05:42,RE 73718,Eisenhüttenstadt (ab 04:21),2
05:44,RB 18203,Berlin-Lichtenberg (ab 05:41),13
06:16,RB 18202,Ludwigsfelde (ab 05:38),14
06:39,RB 18304,Blankenfelde(Teltow-Fläming) (ab 06:09),14
06:42,RE 73720,Frankfurt(Oder) (ab 05:42),2
06:44,RB 18205,Berlin-Lichtenberg (ab 06:41),13
06:51,RE 73755,Brandenburg Hbf (ab 05:44),1
07:14,RE 73715,Magdeburg Hbf (ab 05:01),1
07:16,RB 18204,Ludwigsfelde (ab 06:38),14
07:17,RB 61222,Werneuchen (ab 06:34),8
07:20,RB 18307,Eberswalde Hbf (ab 06:35),13
07:39,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),14
07:42,RE 73722,Eisenhüttenstadt (ab 06:20),2
07:44,RB 18207,Berlin-Lichtenberg (ab 07:41),13
07:51,RE 73757,Brandenburg Hbf (ab 06:44),1
08:01,RB 61106,Templin Stadt (ab 06:33),8
08:13,RB 61425,Müncheberg(Mark) (ab 07:25),7
08:14,RE 73717,Magdeburg Hbf (ab 06:12),1
08:16,RB 18206,Ludwigsfelde (ab 07:38),14
08:17,RB 61224,Werneuchen (ab 07:34),8
08:20,RB 18309,Eberswalde Hbf (ab 07:35),13
08:39,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),14
08:42 (+1),RE 73724,Frankfurt(Oder) (ab 07:41),2
08:44,RB 18209,Berlin-Lichtenberg (ab 08:41),13
08:48,RB 61188,Werneuchen (ab 08:04),14
08:51,RE 73759,Brandenburg Hbf (ab 07:44),1
09:01,RB 61108,Templin Stadt (ab 07:33),7
09:05,RE 73766,Frankfurt(Oder) (ab 08:11),2
09:14,RE 73719,Magdeburg Hbf (ab 07:12),1
09:16,RB 18208,Ludwigsfelde (ab 08:38),14
09:20,RB 18311,Eberswalde Hbf (ab 08:35),13
09:39 (+3),RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),14
09:42 (+1),RE 73726,Frankfurt(Oder) (ab 08:38),2
09:44,RB 18211,Berlin-Lichtenberg (ab 09:41),13
09:48,RB 61190,Werneuchen (ab 09:04),14
09:51,RE 73761,Brandenburg Hbf (ab 08:44),1
10:01,RB 61110,Templin Stadt (ab 08:33),7
10:05,RE 73768,Frankfurt(Oder) (ab 09:08),2
10:13,RB 61429,Müncheberg(Mark) (ab 09:25),
