Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:12,00:12,RB 62086,Berlin-Spandau (an 00:35),
00:16,00:16,RE 3360,Schwedt(Oder) (an 01:55),3
00:16,00:16,RE 3366,Angermünde (an 01:26),
00:56,00:56,RB 21967,Naumburg(Saale)Hbf (an 12:50),2
01:57,01:57,RE 3362,Eberswalde Hbf (an 02:48),
04:50,04:50,RE 62040,Elsterwerda (an 06:29),
05:05,05:05,RB 56801,Schwerin Hbf (an 07:48),3
05:05,05:05,RE 56801,Schwerin Hbf (an 07:48),
05:12,05:12,RE 3144,Herzberg(Elster) (an 06:31),2
05:15,05:15,RE 3302,Stralsund Hbf (an 08:45),3
05:17,05:17,RE 4351,Berlin Südkreuz (an 05:23),2
05:41,05:41,RE 3504,Stralsund Hbf (an 08:51),3
05:42,05:42,RB 62050,Berlin-Spandau (an 05:59),
05:46,05:46,RE 62000,Baruth(Mark) (an 06:36),1
05:48,05:48,RE 3167,Stendal Hbf (an 07:13),3
06:03,06:03,RB 18500,Lübbenau(Spreewald) (an 07:18),1
06:12,06:12,RE 62005,Berlin-Spandau (an 06:35),
06:16,06:16,RE 3342,Angermünde (an 07:23),
06:18,06:18,RE 3503,Sargans (an 22:24),2
06:41,06:41,RE 4352,Rostock Hbf (an 09:21),3
06:42,06:42,RB 62052,Berlin-Spandau (an 06:59),
06:43,06:43,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),
06:47,06:47,RE 3147,Berlin-Spandau (an 07:04),
06:48,06:48,RE 62002,Elsterwerda (an 08:31),1
07:04,07:04,RB 18502,Lübbenau(Spreewald) (an 08:15),
07:10,07:10,RE 62007,Berlin-Spandau (an 07:39),
07:15,07:15,RE 3304,Stralsund Hbf (an 10:44),3
07:40,07:40,RE 3506,St. Gallen(CH) (an 23:34),
07:43,07:43,RB 62054,Berlin-Spandau (an 07:59),
07:49,07:49,RE 3169,Stendal Hbf (an 09:30),
07:50,07:50,RB 18505,Berlin Hbf (an 07:53),4
08:04,08:04,RB 18504,Lübbenau(Spreewald) (an 09:15),1
08:12,08:12,RE 62009,Berlin-Spandau (an 08:35),
08:16,08:16,RE 3344,Angermünde (an 09:23),
08:41,08:41,RE 4354,Rostock Hbf (an 11:21),3
08:42,08:42,RB 62056,Berlin-Spandau (an 08:59),
08:43,08:43,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2
08:47,08:47,RE 3149,Berlin-Spandau (an 09:04),
08:48,08:48,RE 62006,Elsterwerda (an 10:31),
09:04,09:04,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:10,09:10,RE 62011,Elstal (an 09:55),4
09:15,09:15,RE 3306,Stralsund Hbf (an 12:44),
09:41,09:41,RE 3508,Stralsund Hbf (an 12:51),3
09:42,09:42,RB 62058,Berlin-Spandau (an 09:59),
09:46,09:46,RE 62008,Baruth(Mark) (an 10:36),1
09:48,09:48,RE 3171,Stendal Hbf (an 11:30),3
10:04,10:04,RB 18508,Lübbenau(Spreewald) (an 11:15),
10:12,10:12,RE 62013,Berlin-Spandau (an 10:35),
10:16,10:16,RE 3346,Angermünde (an 11:23),
10:17,10:17,RE 3507,Berlin Südkreuz (an 10:24),2
10:41,10:41,RE 4356,Rostock Hbf (an 13:21),3
10:42,10:42,RB 62060,Berlin-Spandau (an 10:59),
10:43,10:43,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2
10:47,10:47,RE 3151,Berlin-Spandau (an 11:04),
10:48,10:48,RE 62010,Elsterwerda (an 12:31),
10:50,10:50,RB 18511,Berlin Hbf (an 10:53),4
11:04,11:04,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:10,11:10,RE 62015,Berlin-Spandau (an 11:41),
11:15,11:15,RE 3308,Stralsund Hbf (an 14:44),3
11:41,11:41,RE 3510,Stralsund Hbf (an 14:51),
11:43,11:43,RB 62062,Berlin-Spandau (an 11:59),
11:50,11:50,RB 18513,Berlin Hbf (an 11:53),4
11:50,11:50,RE 3173,Stendal Hbf (an 13:30),3
12:04,12:04,RB 18512,Lübbenau(Spreewald) (an 13:15),1
12:12,12:12,RE 62017,Berlin-Spandau (an 12:35),
12:16,12:16,RE 3348,Schwedt(Oder) (an 13:55),3
12:17,12:17,RE 3509,Berlin Südkreuz (an 12:23),2
12:41 (+1),12:42,RE 4358,Rostock Hbf (an 15:21),3
12:42,12:42,RB 62064,Wustermark (an 13:19),
12:43,12:43,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),2
12:47,12:47,RE 3153,Rathenow (an 13:54),3
12:48,12:48,RE 62014,Elsterwerda (an 14:31),1
13:04,13:04,RB 18514,Lübbenau(Spreewald) (an 14:15),1
13:10,13:10,RE 62019,Elstal (an 14:00),4
13:12,13:12,RE 3152,Herzberg(Elster) (an 14:31),2
13:15,13:15,RE 3310,Stralsund Hbf (an 16:44),3
13:17,13:17,RB 62065,Berlin Südkreuz (an 13:21),1
13:17,13:17,RE 4359,Berlin Südkreuz (an 13:23),2
13:20 (+1),13:21,RB 21876,Berlin Hbf (an 13:23),4
13:23,13:23,RB 21881,Flughafen BER (an 13:45),1
13:35,13:35,RE 3349,Luckenwalde (an 14:27),1
