Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06,00:06,RE 73749,Erkner (an 00:31),1
00:15,00:15,RE 73826,Berlin Hbf (an 00:21),
00:21,00:21,RE 75445,Berlin Hbf (an 00:27),
00:43,00:43,RE 3141,Berlin-Charlottenburg (an 01:00),2
00:48,00:48,RE 73796,Brandenburg Hbf (an 01:54),
00:58,00:58,RB 21968,Berlin Hbf (an 01:04),
01:00,01:00,RE 3140,Cottbus Hbf (an 02:40),1
01:29,01:29,RE 73791,Erkner (an 01:53),1
01:43,01:43,RE 73752,Berlin Zoologischer Garten (an 01:56),2
01:49,01:49,RB 21800,Berlin Hbf (an 01:54),
02:49,02:49,RB 21802,Berlin Hbf (an 02:54),
04:08,04:08,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:27,04:27,RE 2,Koblenz Hbf (an 23:09),
04:27,04:27,RE 3101,Hennigsdorf(b Berlin) (an 05:23),2
04:30,04:30,RB 21811,Flughafen BER (an 05:00),
04:32,04:32,RE 1,Gotha (an 22:26),
04:32,04:32,RE 73756,Brandenburg Hbf (an 05:33),2
04:37,04:37,RE 73801,Frankfurt(Oder) (an 05:36),
04:38,04:38,RB 21806,Berlin-Charlottenburg (an 04:53),
04:46,04:46,RB 21813,Flughafen BER (an 05:14),1
04:53,04:53,RE 3702,Senftenberg (an 06:41),1
04:56,04:56,RE 73716,Magdeburg Hbf (an 06:50),2
05:08,05:08,RE 3707,Dessau Hbf (an 06:53),2
05:16,05:16,RE 73758,Brandenburg Hbf (an 06:19),2
05:17,05:17,RB 21817,Berlin Ostkreuz (an 05:24),
05:22,05:22,RE 73753,Frankfurt(Oder) (an 06:35),1
05:29,05:29,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:33,05:33,RE 3102,Cottbus Hbf (an 06:56),1
05:52,05:52,RE 3704,Senftenberg (an 07:41),1
05:54,05:54,RE 73718,Magdeburg Hbf (an 07:50),2
05:54,05:54,RE 93719,Potsdam Hbf (an 06:29),
06:06,06:06,RE 73713,Frankfurt(Oder) (an 07:18),
06:08,06:08,RE 3709,Dessau Hbf (an 07:53),2
06:16,06:16,RE 73760,Brandenburg Hbf (an 07:19),2
06:29,06:29,RE 3105,Hennigsdorf(b Berlin) (an 07:23),2
06:33,06:33,RE 3104,Cottbus Hbf (an 07:57),
06:34,06:34,RE 73804,Brandenburg Hbf (an 07:33),
06:43,06:43,RE 73755,Frankfurt(Oder) (an 07:47),
06:53,06:53,RE 3706,Lübbenau(Spreewald) (an 08:03),
06:54,06:54,RE 73720,Magdeburg Hbf (an 08:50),2
06:54,06:54,REX 3389,Innsbruck Hbf (an 23:06),2
07:06,07:06,RE 73715,Frankfurt(Oder) (an 08:18),1
07:08,07:08,RE 3711,Berlin-Wannsee (an 07:34),
07:08,07:08,RE 7,Basel Bad Bf (an 23:10),
07:16,07:16,RE 33680,Brandenburg Hbf (an 08:23),
07:16,07:16,RE 73762,Brandenburg Hbf (an 08:23),2
07:21,07:21,RE 73805,Berlin Ostbahnhof (an 07:24),1
07:29,07:29,RE 3107,Berlin-Spandau (an 07:54),
07:33,07:33,RE 3106,Cottbus Hbf (an 08:56),1
07:34,07:34,RE 73806,Brandenburg Hbf (an 08:33),2
07:44,07:44,RB 18146,Potsdam Hbf (an 08:19),
07:53,07:53,RE 3708,Senftenberg (an 09:41),1
07:54,07:54,RE 73722,Magdeburg Hbf (an 09:50),2
08:08,08:08,RE 3713,Dessau Hbf (an 09:53),2
08:16,08:16,RE 73764,Brandenburg Hbf (an 09:19),2
08:29,08:29,RE 3109,Berlin-Spandau (an 08:54),
08:33,08:33,RE 3108,Cottbus Hbf (an 09:55),1
08:34,08:34,RE 73808,Brandenburg Hbf (an 09:33),2
08:43,08:43,RE 73759,Frankfurt(Oder) (an 09:43),1
08:44,08:44,RB 18148,Potsdam Hbf (an 09:19),2
08:53,08:53,RE 3710,Senftenberg (an 10:41),1
08:54,08:54,RE 73724,Magdeburg Hbf (an 10:50),2
09:06,09:06,RE 73719,Frankfurt(Oder) (an 10:18),1
09:08,09:08,RE 3715,Dessau Hbf (an 10:53),2
09:16 (+1),09:17,RE 73766,Brandenburg Hbf (an 10:19),2
09:17,09:17,RB 18147,Berlin Ostbahnhof (an 09:21),1
09:21,09:21,RE 73809,Berlin Ostbahnhof (an 09:24),1
09:29 (+11),09:40,RE 3111,Hennigsdorf(b Berlin) (an 10:23),2
09:33,09:33,RE 3110,Cottbus Hbf (an 10:55),1
09:34,09:34,RB 73810,Brandenburg Hbf (an 10:33),2
09:34,09:34,RE 73810,Potsdam Hbf (an 10:05),
09:43,09:43,RE 73761,Frankfurt(Oder) (an 10:43),1
09:44,09:44,RB 18150,Potsdam Hbf (an 10:19),2
09:53,09:53,RE 3712,Senftenberg (an 11:41),1
09:54,09:54,RE 73726,Magdeburg Hbf (an 11:50),2
10:06 (+1),10:07,RE 73721,Frankfurt(Oder) (an 11:18),1
10:08,10:08,RE 3717,Dessau Hbf (an 11:53),2
10:16,10:16,RE 73768,Brandenburg Hbf (an 11:19),2
10:17,10:17,RB 18149,Berlin Ostbahnhof (an 10:21),1
10:21,10:21,RE 73811,Berlin Ostkreuz (an 10:31),1
10:29,10:29,RE 3113,Hennigsdorf(b Berlin) (an 11:23),2
10:33,10:33,RE 3112,Cottbus Hbf (an 11:55),1
10:43,10:43,RE 73763,Frankfurt(Oder) (an 11:43),1
10:53,10:53,RE 3714,Senftenberg (an 12:41),1
10:54,10:54,RE 73728,Magdeburg Hbf (an 12:50),2
11:06,11:06,RE 73723,Frankfurt(Oder) (an 12:18),1
11:08,11:08,RE 3719,Dessau Hbf (an 12:53),2
11:16,11:16,RE 73770,Brandenburg Hbf (an 12:19),
11:29,11:29,RE 3115,Hennigsdorf(b Berlin) (an 12:23),2
11:33,11:33,RE 3114,Cottbus Hbf (an 12:55),1
11:53,11:53,RE 3716,Senftenberg (an 13:41),1
11:54,11:54,RE 73730,Magdeburg Hbf (an 13:50),2
12:06,12:06,RE 73725,Frankfurt(Oder) (an 13:18),1
12:08,12:08,RE 3721,Dessau Hbf (an 13:53),
12:16,12:16,RE 73772,Brandenburg Hbf (an 13:19),
12:29,12:29,RE 3117,Hennigsdorf(b Berlin) (an 13:23),2
12:33,12:33,RE 3116,Cottbus Hbf (an 13:55),1
12:53,12:53,RE 3718,Senftenberg (an 14:41),1
12:54,12:54,RE 73732,Magdeburg Hbf (an 14:50),2
13:06,13:06,RE 73727,Frankfurt(Oder) (an 14:18),1
13:08,13:08,RE 3723,Dessau Hbf (an 14:53),2
13:16,13:16,RE 73774,Brandenburg Hbf (an 14:19),2
13:29,13:29,RE 3119,Berlin-Spandau (an 13:54),
13:53,13:53,RE 3720,Senftenberg (an 15:41),1
13:54,13:54,RE 73734,Magdeburg Hbf (an 15:50),2
14:06,14:06,RE 73729,Frankfurt(Oder) (an 15:18),1
14:08,14:08,RE 3725,Dessau Hbf (an 15:53),2
14:16,14:16,RE 73776,Brandenburg Hbf (an 15:19),
14:29,14:29,RE 3121,Hennigsdorf(b Berlin) (an 15:23),2
14:34,14:34,RE 73812,Brandenburg Hbf (an 15:33),
14:43,14:43,RE 73771,Frankfurt(Oder) (an 15:43),1
14:44,14:44,RB 18160,Potsdam Hbf (an 15:19),
14:53,14:53,RE 3722,Senftenberg (an 16:41),1
14:54,14:54,RE 73736,Magdeburg Hbf (an 16:50),2
15:06,15:06,RE 73731,Frankfurt(Oder) (an 16:18),1
15:08,15:08,RE 3727,Dessau Hbf (an 16:53),2
15:16,15:16,RE 73778,Brandenburg Hbf (an 16:23),2
15:29,15:29,RE 3123,Berlin-Spandau (an 15:54),
15:33,15:33,RE 3122,Cottbus Hbf (an 16:55),1
15:34,15:34,RE 73814,Brandenburg Hbf (an 16:33),2
15:43,15:43,RE 73773,Frankfurt(Oder) (an 16:43),1
15:44,15:44,RB 18162,Potsdam Hbf (an 16:19),2
15:53,15:53,RE 3724,Senftenberg (an 17:41),1
15:54,15:54,RE 73738,Magdeburg Hbf (an 17:50),2
16:06,16:06,RE 73733,Frankfurt(Oder) (an 17:18),1
16:08,16:08,RE 3729,Dessau Hbf (an 17:53),2
16:16,16:16,RE 73780,Brandenburg Hbf (an 17:19),2
16:17,16:17,RB 18161,Berlin Ostbahnhof (an 16:21),1
16:21,16:21,RE 73815,Berlin Ostbahnhof (an 16:24),1
16:29,16:29,RE 3125,Hennigsdorf(b Berlin) (an 17:23),2
16:33,16:33,RE 3124,Cottbus Hbf (an 17:55),1
16:34,16:34,RE 73816,Brandenburg Hbf (an 17:33),2
16:43 (+6),16:49,RE 73775,Frankfurt(Oder) (an 17:43),1
16:44,16:44,RB 18164,Potsdam Hbf (an 17:19),2
16:53,16:53,RE 3726,Senftenberg (an 18:41),1
16:54,16:54,RE 73740,Magdeburg Hbf (an 18:50),2
17:06 (+15),17:21,RE 73735,Frankfurt(Oder) (an 18:18),1
17:08 (+2),17:10,RE 3731,Dessau Hbf (an 18:53),2
17:16,17:16,RE 73782,Brandenburg Hbf (an 18:24),2
17:17,17:17,RB 18163,Berlin Ostbahnhof (an 17:21),1
17:21,17:21,RE 73817,Berlin Ostbahnhof (an 17:24),1
17:29,17:29,RE 3127,Hennigsdorf(b Berlin) (an 18:23),2
17:33,17:33,RE 3126,Cottbus Hbf (an 18:55),1
17:34,17:34,RE 73818,Brandenburg Hbf (an 18:34),2
17:43,17:43,RE 73777,Frankfurt(Oder) (an 18:43),1
17:44,17:44,RB 18166,Potsdam Hbf (an 18:19),2
17:53,17:53,RE 3728,Senftenberg (an 19:41),1
17:54,17:54,RE 73742,Magdeburg Hbf (an 19:50),2
18:06,18:06,RE 73737,Frankfurt(Oder) (an 19:18),1
18:08,18:08,RE 3733,Dessau Hbf (an 19:53),2
18:16,18:16,RE 73784,Brandenburg Hbf (an 19:19),2
18:17,18:17,RB 18165,Berlin Ostbahnhof (an 18:21),1
18:21,18:21,RE 73819,Berlin Ostbahnhof (an 18:24),1
18:29,18:29,RE 3129,Hennigsdorf(b Berlin) (an 19:23),2
18:33,18:33,RE 3128,Cottbus Hbf (an 19:55),1
18:34,18:34,RE 73820,Brandenburg Hbf (an 19:33),
18:43,18:43,RE 73779,Frankfurt(Oder) (an 19:47),1
18:53,18:53,RE 3730,Senftenberg (an 20:41),1
18:54,18:54,RE 73744,Magdeburg Hbf (an 20:50),2
