Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:02,RB 94794,Potsdam Hbf (an 00:23),
00:02,RE 91695,Potsdam Hbf (an 00:23),
00:21 (+118),ICE 947,Berlin Ostbahnhof (an 00:36),2
00:46,RE 2,Dresden Hbf (an 08:33),
00:46,RE 3140,Cottbus Hbf (an 02:40),
00:57,RE 3742,Berlin Ostbahnhof (an 01:14),
01:16,RE 94791,Berlin Ostbahnhof (an 01:33),
01:58,RE 73752,Berlin-Wannsee (an 03:10),
02:36,RE 3703,Berlin-Wannsee (an 02:48),
03:13,RE 1,Magdeburg Hbf (an 21:50),
05:09,RE 94716,Berlin-Wannsee (an 05:21),
05:09,RE 94753,Berlin Ostbahnhof (an 05:26),
05:19,RE 2,Bingen(Rhein) Hbf (an 22:11),
05:19,RE 3102,Cottbus Hbf (an 06:56),1
05:30,RE 94758,Potsdam Hbf (an 05:51),
05:33 (+3),ICE 946,Köln Hbf (an 10:35),3
05:39,RE 3704,Lübbenau(Spreewald) (an 07:03),
05:39,RE 95111,Lübbenau(Spreewald) (an 07:03),
05:44,RE 3103,Berlin-Spandau (an 05:54),
05:44,RE 92303,Berlin-Spandau (an 05:54),
05:52,RE 94713,Erkner (an 06:31),2
06:08,RE 94718,Berlin-Wannsee (an 06:20),4
06:19,RE 3104,Cottbus Hbf (an 07:57),1
06:30,RE 1,Bruchsal (an 07:32),
06:30,RE 94755,Berlin Ostbahnhof (an 06:46),
06:30,RE 94760,Potsdam Hbf (an 06:51),4
06:39,RE 3706,Berlin Ostbahnhof (an 06:56),2
06:44,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:19),1
06:44,RE 3105,Berlin-Spandau (an 06:54),
06:52,RE 94715,Erkner (an 07:31),2
07:05,IC 2432,Norddeich Mole (an 14:20),
07:08,RE 92078,Berlin-Wannsee (an 07:20),
07:08,RE 94720,Berlin-Wannsee (an 07:20),4
07:19,RE 3106,Cottbus Hbf (an 08:56),1
07:21,RE 3711,Dessau Hbf (an 08:53),4
07:30,RE 75851,Potsdam Hbf (an 07:51),
07:30,RE 94762,Potsdam Hbf (an 07:51),
07:39,RE 3708,Senftenberg (an 09:41),2
07:39,RE 94008,Lübbenau(Spreewald) (an 09:03),
07:44,RE 3107,Hennigsdorf(b Berlin) (an 08:23),4
07:52,RE 93718,Berlin Ostbahnhof (an 08:09),
08:08,RE 33682,Berlin-Wannsee (an 08:20),
08:08,RE 94722,Berlin-Wannsee (an 08:20),
08:13,ICE 851,Berlin Ostbahnhof (an 08:28),1
08:19,RE 3108,Cottbus Hbf (an 09:55),1
08:21,RE 3713,Dessau Hbf (an 09:53),3
08:30,RB 94764,Berlin-Wannsee (an 08:41),
08:30,RE 75853,Potsdam Hbf (an 08:51),
08:39,RE 3710,Senftenberg (an 10:41),2
08:44,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
09:08,RE 33684,Berlin-Wannsee (an 09:20),
09:19,RE 3110,Cottbus Hbf (an 10:55),1
09:21 Ausfall,RE 3715,Dessau Hbf (an 10:53),3
09:30,RE 75855,Potsdam Hbf (an 09:51),
09:30,RE 94761,Berlin Ostbahnhof (an 09:46),
09:30,RE 94766,Berlin-Wannsee (an 09:41),
09:39,RE 3712,Senftenberg (an 11:41),1
09:39,RE 94012,Lübbenau(Spreewald) (an 11:03),
09:44,RE 3111,Berlin-Spandau (an 09:54),
09:52,RE 93722,Berlin Ostbahnhof (an 10:09),
10:08,RE 33686,Berlin-Wannsee (an 10:20),
10:08,RE 94726,Berlin-Wannsee (an 10:20),
10:19,RE 3112,Cottbus Hbf (an 11:55),1
10:21 (+2),RE 3717,Dessau Hbf (an 11:53),3
10:30,RE 75857,Potsdam Hbf (an 10:51),
10:30,RE 94763,Berlin Ostkreuz (an 10:51),
10:30,RE 94768,Potsdam Hbf (an 10:51),4
10:39 (+3),RE 3714,Senftenberg (an 12:41),2
10:44 (+3),RE 3113,Hennigsdorf(b Berlin) (an 11:23),4
10:52,RE 93724,Berlin Ostbahnhof (an 11:09),
10:52,RE 94723,Berlin Ostkreuz (an 11:14),
11:08,RE 33688,Berlin-Wannsee (an 11:20),
11:08,RE 94728,Berlin-Wannsee (an 11:20),4
11:19,RE 3114,Cottbus Hbf (an 12:55),1
11:21 Ausfall,RE 3719,Dessau Hbf (an 12:53),3
11:30,RE 92646,Potsdam Hbf (an 11:51),
11:30,RE 94765,Berlin Ostkreuz (an 11:51),
11:30,RE 94770,Potsdam Hbf (an 11:51),
11:39 (+5),RE 3716,Senftenberg (an 13:41),2
11:44,RE 3115,Hennigsdorf(b Berlin) (an 12:23),4
11:52,RE 93726,Berlin Ostbahnhof (an 12:09),
11:52 (+2),RE 94725,Erkner (an 12:31),2
12:08,RE 33690,Berlin-Wannsee (an 12:20),
12:08,RE 94730,Berlin-Wannsee (an 12:20),
12:19,RE 3116,Cottbus Hbf (an 13:55),1
12:21 (+3),RE 3721,Dessau Hbf (an 13:53),3
12:30,RB 94772,Potsdam Hbf (an 12:51),
12:30,RE 62112,Berlin Ostbahnhof (an 12:46),
12:30 (+3),RE 94767,Erkner (an 13:11),2
12:30,RE 94772,Potsdam Hbf (an 12:51),
12:39 Ausfall,RE 3718,Senftenberg (an 14:41),2
12:44,RE 3117,Hennigsdorf(b Berlin) (an 13:23),4
12:47 (+9),IC 2035,Berlin Ostbahnhof (an 13:06),2
12:52,RE 93728,Berlin Ostbahnhof (an 13:09),
12:52,RE 94727,Berlin Ostkreuz (an 13:14),
13:08,RE 33692,Berlin-Wannsee (an 13:20),
13:08,RE 94732,Berlin-Wannsee (an 13:20),4
13:19,RE 3118,Cottbus Hbf (an 14:55),1
13:21 (+3),RE 3723,Dessau Hbf (an 14:53),3
13:30,RE 94769,Berlin Ostbahnhof (an 13:46),
13:30,RE 94774,Potsdam Hbf (an 13:51),
13:39 (+5),RE 3720,Senftenberg (an 15:41),2
13:44,RE 3119,Hennigsdorf(b Berlin) (an 14:23),4
13:52,RE 93730,Berlin Ostbahnhof (an 14:09),
13:52,RE 94729,Berlin Ostkreuz (an 14:14),
14:08,RE 92654,Berlin-Wannsee (an 14:20),
14:08,RE 94734,Berlin-Wannsee (an 14:20),
14:19,RE 3120,Cottbus Hbf (an 15:55),1
14:21 (+13),RE 3725,Dessau Hbf (an 15:53),3
14:30 (+2),RE 94771,Erkner (an 15:11),2
14:30,RE 94776,Potsdam Hbf (an 14:51),4
14:39 Ausfall,RE 3722,Senftenberg (an 16:41),2
14:44,RE 3121,Hennigsdorf(b Berlin) (an 15:23),4
14:52,RE 93732,Berlin Ostbahnhof (an 15:09),
14:52,RE 94731,Erkner (an 15:31),2
15:08,RE 33696,Berlin-Wannsee (an 15:20),
15:08,RE 94736,Berlin-Wannsee (an 15:20),
15:12,IC 2034,Norddeich (an 22:14),3
15:19,RE 3122,Cottbus Hbf (an 16:55),1
15:21 (+4),RE 3727,Dessau Hbf (an 16:53),3
15:30,RE 94773,Berlin Ostbahnhof (an 15:46),
15:30,RE 94778,Potsdam Hbf (an 15:51),
15:39 (+4),RE 3724,Senftenberg (an 17:41),2
15:44,RE 3123,Hennigsdorf(b Berlin) (an 16:23),4
15:52,RE 93734,Berlin Ostbahnhof (an 16:09),
15:52,RE 94733,Erkner (an 16:31),2
16:08,RB 94738,Berlin-Wannsee (an 16:20),
16:19,RE 3124,Cottbus Hbf (an 17:55),1
16:21,RE 3729,Dessau Hbf (an 17:53),4
16:30,RB 94780,Potsdam Hbf (an 16:51),4
16:30,RE 75859,Potsdam Hbf (an 16:51),
16:30,RE 94775,Berlin Ostbahnhof (an 16:46),2
16:39 (+5),RE 3726,Senftenberg (an 18:41),2
16:44,RE 3125,Hennigsdorf(b Berlin) (an 17:23),4
16:52,RE 93736,Berlin Ostbahnhof (an 17:09),
16:52,RE 94735,Berlin Ostbahnhof (an 17:09),
17:08,RB 94740,Berlin-Wannsee (an 17:20),
17:08,RE 94740,Berlin-Wannsee (an 17:20),
17:19,RE 3126,Cottbus Hbf (an 18:55),1
17:21 (+9),RE 3731,Dessau Hbf (an 18:53),4
17:30,RB 94782,Potsdam Hbf (an 17:51),
17:30,RE 75861,Potsdam Hbf (an 17:51),
17:30,RE 94777,Berlin Ostbahnhof (an 17:46),
17:39 (+2),RE 3728,Senftenberg (an 19:41),2
17:44 (+1),RE 3127,Hennigsdorf(b Berlin) (an 18:23),4
17:52,RE 93738,Berlin Ostbahnhof (an 18:09),
17:52,RE 94737,Berlin Ostbahnhof (an 18:09),
18:08,RE 92496,Berlin-Wannsee (an 18:20),
18:19 (+2),RE 3128,Cottbus Hbf (an 19:55),1
18:21 (+2),RE 3733,Dessau Hbf (an 19:53),3
18:30,RB 94779,Berlin Ostbahnhof (an 18:46),
18:30,RE 75863,Potsdam Hbf (an 18:51),
18:30,RE 94779,Berlin Ostbahnhof (an 18:46),
18:30,RE 94784,Potsdam Hbf (an 18:51),
18:39 Ausfall,RE 3730,Senftenberg (an 20:41),2
18:44 (+3),IC 2431,Berlin Ostbahnhof (an 19:00),1
18:44,RE 3129,Hennigsdorf(b Berlin) (an 19:23),4
18:52,RB 94739,Berlin Ostbahnhof (an 19:09),
18:52,RE 94739,Berlin Ostbahnhof (an 19:09),
18:58 Ausfall,ICE 1549,Berlin Ostbahnhof (an 19:13),2
19:08,RE 94744,Berlin-Wannsee (an 19:20),
19:19 (+18),RE 3130,Cottbus Hbf (an 20:55),1
19:21 (+4),RE 3735,Dessau Hbf (an 20:53),3
19:30,RB 94781,Berlin Ostbahnhof (an 19:46),
19:30,RB 94786,Potsdam Hbf (an 19:51),
19:30,RE 75865,Potsdam Hbf (an 19:51),
19:39 (+3),RE 3732,Senftenberg (an 21:41),2
19:44 (+10),RE 3131,Hennigsdorf(b Berlin) (an 20:23),4
19:52,RE 93742,Berlin Ostbahnhof (an 20:09),
19:52,RE 94741,Berlin Ostbahnhof (an 20:09),
20:19 (+6),RE 3132,Cottbus Hbf (an 21:55),1
20:21,RE 3737,Dessau Hbf (an 21:53),3
20:30,RE 94783,Berlin Ostbahnhof (an 20:46),
20:30,RE 94788,Potsdam Hbf (an 20:51),
20:44,RE 3133,Hennigsdorf(b Berlin) (an 21:23),3
20:52,RE 93744,Berlin Ostbahnhof (an 21:09),
20:52,RE 94743,Berlin Ostbahnhof (an 21:09),
21:00 Ausfall,ICE 1055,Berlin Ostbahnhof (an 21:15),2
21:15 (+15),ICE 643,Berlin Ostbahnhof (an 21:29),1
21:19,RE 3134,Cottbus Hbf (an 22:55),1
21:21,RE 3739,Dessau Hbf (an 22:53),3
21:21,RE 7,Berlin-Wannsee (an 21:34),
21:30,RE 94785,Berlin Ostbahnhof (an 21:46),
21:43 (+6),ICE 840,Hannover Hbf (an 00:09),3
21:44,RE 3135,Hennigsdorf(b Berlin) (an 22:25),4
21:52,RE 94745,Berlin Ostbahnhof (an 22:09),
22:02,RE 94790,Berlin-Wannsee (an 22:14),
22:24,RE 3741,Bad Belzig (an 23:19),4
22:24,RE 7,Berlin-Wannsee (an 22:35),
22:27 (+1),ICE 945,Berlin Ostbahnhof (an 22:39),1
22:35 (+2),ICE 792,Berlin Ostbahnhof (an 22:49),1
22:39,RE 3738,Berlin Ostbahnhof (an 22:56),2
22:44,RE 3137,Hennigsdorf(b Berlin) (an 23:26),4
22:47,RE 3136,Cottbus Hbf (an 00:40),1
22:52,RE 90084,Berlin Ostbahnhof (an 23:09),
22:52,RE 94747,Berlin Ostbahnhof (an 23:09),2
23:02,RB 94792,Potsdam Hbf (an 23:22),
23:02,RE 91393,Potsdam Hbf (an 23:22),
23:21 (+1),RE 3743,Dessau Hbf (an 00:53),3
23:34 (+8),ICE 645,Berlin Ostbahnhof (an 23:49),2
23:39 (+1),ICE 1540,Köln Hbf (an 06:12),1
23:39,RE 3740,Berlin Ostbahnhof (an 23:56),2
23:44,RE 3139,Berlin-Charlottenburg (an 23:46),4
23:46 (+1),RE 3138,Cottbus Hbf (an 01:40),1
23:52,RE 94749,Erkner (an 00:31),2
